epoch,train_loss,train_loss_cls,train_loss_cls_source,train_loss_cls_target,train_loss_tal,train_loss_dual_g,train_loss_dual_d,train_grad_norm_main,train_grad_norm_discriminator,train_grad_clip_fraction_main,train_grad_clip_fraction_discriminator,train_discriminator_steps,train_adversarial_scale,train_module_c_scale,train_acc,train_acc_source,train_acc_target,train_acc_source_like,train_acc_target_like,train_dual_d_discriminator_total,train_dual_d_discriminator_primary,train_dual_d_discriminator_auxiliary,train_dual_d_generator_total,train_dual_d_adv_primary,train_dual_d_adv_auxiliary,train_dual_d_cycle,train_dual_d_identity,train_dual_d_contrastive,train_dual_d_prototype_contrastive,train_dual_d_classification_feedback,train_dual_d_weighted_cycle,train_dual_d_weighted_identity,train_dual_d_weighted_contrastive,train_dual_d_weighted_prototype_contrastive,train_dual_d_weighted_classification_feedback,val_loss,val_acc,val_precision_macro_present,val_recall_macro_present,val_f1_macro_present,val_precision_micro,val_recall_micro,val_f1_micro,val_raw_loss,val_raw_acc,val_raw_f1_macro_present,train_full_acc,train_full_f1_macro_present,train_sampled_minus_full_acc,monitor_value,lr_main,lr_discriminator,lr_discriminator_to_main_ratio,epoch_seconds
1,5.404446641604106,5.401996533075969,3.1424166758855185,3.0127731362978616,0.00816720339935273,0.0,0.0,36.93951384226481,0.0,1.0,0.0,0.0,0.0,0.0,0.1388888888888889,0.13194444444444445,0.1388888888888889,0.09722222222222222,0.11805555555555555,0.0,0.0,0.0,0.0,1.047970674932003,1.807136873404185,0.3531252443790436,0.27013854682445526,1.8420618573824565,2.206073264280955,6.454057812690735,0.0,0.0,0.0,0.0,0.0,2.5696004033088684,0.16216216216216217,0.125,0.17592592592592593,0.11728395061728396,0.16216216216216217,0.16216216216216217,0.16216216216216217,2.5348355174064636,0.21621621621621623,0.1371252204585538,0.15151515151515152,0.15144106257692455,-0.054292929292929296,0.11728395061728396,7e-05,3.5e-05,0.5,28.443203687667847
2,4.792333642641704,4.785622855027516,2.76340921719869,2.696284810702006,0.022369242118050654,0.0,0.0,32.55585638682047,0.0,1.0,0.0,0.0,0.0,0.0,0.18055555555555555,0.16666666666666666,0.18055555555555555,0.13194444444444445,0.1388888888888889,0.0,0.0,0.0,0.0,0.955944687128067,1.7649509261051815,0.3533947591980298,0.26843368510405224,1.7823813160260518,2.190619428952535,5.489843209584554,0.0,0.0,0.0,0.0,0.0,2.214008718729019,0.40540540540540543,0.4895061728395062,0.574074074074074,0.4621421788088454,0.40540540540540543,0.40540540540540543,0.40540540540540543,2.224365711212158,0.40540540540540543,0.44126984126984126,0.24242424242424243,0.268143346629391,-0.11047979797979798,0.4621421788088454,7e-05,3.5e-05,0.5,27.249069452285767
3,4.303400456905365,4.2870252927144366,2.478508641322454,2.4113554855187735,0.054583711394419275,0.0,0.0,29.247634251912434,0.0,1.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.1875,0.2777777777777778,0.22916666666666666,0.2361111111111111,0.0,0.0,0.0,0.0,0.9683645417292913,1.5929148097832997,0.35442227870225906,0.26797355711460114,1.6941779951254528,2.1695843736330667,5.188382546106975,0.0,0.0,0.0,0.0,0.0,1.9467800557613373,0.6216216216216216,0.6740740740740742,0.7314814814814814,0.6277777777777778,0.6216216216216216,0.6216216216216216,0.6216216216216216,1.937081903219223,0.5405405405405406,0.58585030953452,0.5833333333333334,0.5678738094508703,-0.35416666666666674,0.6277777777777778,7e-05,3.5e-05,0.5,27.53874969482422
4,3.974637806415558,3.9885647296905518,2.3311664164066315,2.209864487250646,-0.04642305398980776,0.0,0.0,27.860570907592773,0.0,1.0,0.0,0.0,0.0,0.0,0.2847222222222222,0.2361111111111111,0.2847222222222222,0.2986111111111111,0.24305555555555555,0.0,0.0,0.0,0.0,0.9885593851407369,1.411253347992897,0.35453303654988605,0.26778434216976166,1.7219134469827015,2.1064892609914145,4.640532890955607,0.0,0.0,0.0,0.0,0.0,1.7046739161014557,0.6486486486486487,0.6203703703703705,0.6990740740740741,0.6166666666666667,0.6486486486486487,0.6486486486486487,0.6486486486486487,1.6815681159496307,0.6216216216216216,0.6325396825396825,0.6136363636363636,0.6106020042425572,-0.31502525252525254,0.6166666666666667,7e-05,3.5e-05,0.5,27.88728165626526
5,3.8166874845822654,3.679151237010956,2.110086441040039,2.092086434364319,-0.3848526751001676,0.25299206624428433,0.0,27.09324296315511,0.0,1.0,0.0,0.0,0.0,0.1,0.4305555555555556,0.3263888888888889,0.4305555555555556,0.3819444444444444,0.3125,0.0,0.0,0.0,0.25299206624428433,0.8783475706974665,1.5855827927589417,0.35260389745235443,0.26622990022102994,1.6612321337064107,2.0651366114616394,4.302928606669108,0.011283325341840586,0.0013311494840309024,0.006644928866686921,0.018586228601634502,0.21514643356204033,1.6068818271160126,0.6756756756756757,0.6457671957671958,0.7361111111111112,0.6593998593998595,0.6756756756756757,0.6756756756756757,0.6756756756756757,1.6243699789047241,0.6756756756756757,0.6936507936507936,0.6590909090909091,0.6632585451702209,-0.27714646464646464,0.6593998593998595,7e-05,3.5e-05,0.5,29.075834274291992
6,4.118257502714793,3.641371210416158,2.081976075967153,2.0791935125986734,-0.07534769674142201,0.4994906733433406,0.860724925994873,26.028364181518555,2.5046003262201944,1.0,0.0,6.0,0.05,0.2,0.3611111111111111,0.3680555555555556,0.3611111111111111,0.4930555555555556,0.4166666666666667,0.860724925994873,0.855299303929011,0.86615056792895,0.4994906733433406,1.007740557193756,1.4505613644917805,0.3436137909690539,0.26297178367773694,1.6516175270080566,2.0350722273190818,4.207233985265096,0.021991283788035314,0.002629717734331886,0.013212940810869137,0.03663129856189092,0.4207234059770902,1.5385430455207825,0.6486486486486487,0.7861111111111111,0.7916666666666667,0.6758377425044092,0.6486486486486487,0.6486486486486487,0.6486486486486487,1.4886574447154999,0.7027027027027027,0.7114638447971782,0.6893939393939394,0.7124729727031517,-0.19633838383838387,0.6758377425044092,7e-05,3.5e-05,0.5,28.324782133102417
7,4.206068237622579,3.472772240638733,2.069368620713552,1.8712047934532166,0.07182903463641803,0.7117473234732946,0.7638346950213114,26.883511861165363,2.3530589739481607,1.0,0.0,6.0,0.1,0.3,0.4444444444444444,0.3472222222222222,0.4444444444444444,0.4652777777777778,0.3402777777777778,0.7638346950213114,0.7554452419281006,0.7722241381804148,0.7117473234732946,0.9621332734823227,1.55599178870519,0.33282167216142017,0.26041845480600995,1.5986956258614857,1.9830995500087738,3.9623245199521384,0.03195088139424721,0.003906276736718913,0.019184347630168002,0.0535436887294054,0.5943486963709196,1.3611488491296768,0.8918918918918919,0.8841269841269841,0.9398148148148149,0.8939825606492273,0.8918918918918919,0.8918918918918919,0.8918918918918919,1.3497276157140732,0.7837837837837838,0.8117283950617284,0.7878787878787878,0.8066731696416853,-0.32260101010101006,0.8939825606492273,7e-05,3.5e-05,0.5,27.804079294204712
8,3.9807241360346475,3.107897778352102,1.7583367029825847,1.7994147936503093,0.00997547929485639,0.8698336432377497,0.8256085515022278,25.98499075571696,2.3763595819473267,1.0,0.0,6.0,0.15,0.4,0.4513888888888889,0.5138888888888888,0.4513888888888889,0.6180555555555556,0.4652777777777778,0.8256085515022278,0.802796870470047,0.8484202325344086,0.8698336432377497,0.9208274135986964,1.5065070986747742,0.32545600086450577,0.25821327418088913,1.5136913458506267,1.9449424942334492,3.58015247186025,0.041658370134731136,0.005164265322188537,0.02421906280020873,0.07001792639493942,0.7160305082798004,1.1436268091201782,0.8108108108108109,0.8555555555555556,0.8611111111111112,0.8134920634920635,0.8108108108108109,0.8108108108108109,0.8108108108108109,1.1276526749134064,0.8918918918918919,0.8820377153710487,0.7727272727272727,0.7793121126770716,-0.15467171717171713,0.8134920634920635,7e-05,3.5e-05,0.5,28.51710057258606
9,4.0350703199704485,2.9393004775047302,1.7057815790176392,1.6446918646494548,0.08188243334492047,1.0712051490942638,0.7714699308077494,25.291101296742756,2.1878280639648438,1.0,0.0,6.0,0.2,0.5,0.5138888888888888,0.5138888888888888,0.5138888888888888,0.5,0.4861111111111111,0.7714699308077494,0.7786904176076254,0.7642494638760885,1.0712051490942638,0.8308960596720377,1.4337191482384999,0.3172542527318001,0.2543812741835912,1.5459074278672535,1.9174472192923229,3.524117430051168,0.05076067956785361,0.0063595318933948874,0.030918147880584,0.08628512856860955,0.881029357512792,1.1152701526880264,0.918918918918919,0.9370370370370371,0.9398148148148149,0.9335097001763669,0.918918918918919,0.918918918918919,0.918918918918919,1.1215736418962479,0.918918918918919,0.9335097001763669,0.8712121212121212,0.8578603959428333,-0.3712121212121212,0.9335097001763669,7e-05,3.5e-05,0.5,31.310659646987915
10,4.326017916202545,3.071600695451101,1.8160973191261292,1.6740044752756755,0.15739843187232813,1.2071977257728577,0.7755942046642303,27.636268456776936,2.186946431795756,1.0,0.0,6.0,0.25,0.6,0.5277777777777778,0.4513888888888889,0.5277777777777778,0.5069444444444444,0.4930555555555556,0.7755942046642303,0.8520792524019877,0.6991091618935267,1.2071977257728577,0.9208449870347977,1.35327943166097,0.309981994330883,0.2515745051205158,1.5067322353521984,1.9262930750846863,3.2668463985125222,0.05951654321203629,0.007547234961142142,0.03616157437985142,0.10401982876161735,0.9800539563099543,1.1314578205347061,0.8108108108108109,0.834920634920635,0.8472222222222221,0.8038325871659205,0.8108108108108109,0.8108108108108109,0.8108108108108109,1.1607969105243683,0.7837837837837838,0.7838895672229006,0.7803030303030303,0.8013753877738552,-0.27335858585858586,0.8038325871659205,7e-05,3.5e-05,0.5,28.251150131225586
