2026-08-30 22:53:56 | Starting Dual_D standalone training
2026-08-30 22:53:56 | Run directory: runs/module_c_v13_ablation_60/module_c_20260830_203640/module_c_no_prototype_contrastive_黑天_20260830_224726
2026-08-30 22:53:56 | Device: cuda
2026-08-30 22:53:56 | Source train samples: 992
2026-08-30 22:53:56 | Target train samples: 465
2026-08-30 22:53:56 | Target val samples: 120
2026-08-30 22:53:56 | Classes: 14
2026-08-30 22:53:56 | Data audit: same_dir=False | path_overlap(vis/ir/ais)=0/0/0 | content_overlap(vis/ir/ais)=0/0/0 | ais_index_overlap=0 | stem_mismatch(vis-ir/vis-ais)=578/0
2026-08-30 22:53:56 | source_train classes: present 14/14 | absent 0 | counts [0:120, 1:44, 2:69, 3:45, 4:40, 5:30, 6:64, 7:80, 8:116, 9:68, 10:57, 11:83, 12:48, 13:128]
2026-08-30 22:53:56 | target_train classes: present 8/14 | absent 6 | counts [0:100, 2:11, 3:16, 6:89, 9:162, 10:12, 11:44, 13:31]
2026-08-30 22:53:56 | target_val classes: present 8/14 | absent 6 | counts [0:26, 2:3, 3:5, 6:23, 9:41, 10:3, 11:11, 13:8]
2026-08-30 22:53:56 | Paired training classes: 8/14 | class ids [0, 2, 3, 6, 9, 10, 11, 13]
2026-08-30 22:53:56 | Runtime profile: batch=16 | paired_steps=30 | workers=16 | train_eval_every=5 | raw_eval_every=5 | stability_window=4 | lr_scheduler_start=28 | checkpoint_select_from=40 | early_stop=15 after min_epoch=55
2026-08-30 22:53:56 | Augmentation profile: base=0.600 | visible=0.600 | infrared=0.550 | freeze_frozen_batch_norm_stats=True
2026-08-30 22:53:56 | VIS/IR pairing: class-level-unpaired | count-mismatch classes train/val: 10/0 | AIS alignment: none | AIS rows train/val: 0/0
2026-08-30 22:53:57 | Effective Dual-D loss weights: {"adv_auxiliary": 0.025, "adv_primary": 0.025, "classification": 0.65, "contrastive": 0.055, "cycle": 0.12, "identity": 0.025, "prototype_contrastive": 0.0}
2026-08-30 22:53:57 | Model parameters: total=17277714 | trainable=17120210
2026-08-30 22:54:02 | Epoch 001/060 | loss 4.8772 | cls 4.8145 | tal 0.2089 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.1729 | train_full 0.1785 | val_acc 0.1833 | val_f1 0.2140 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 25.940/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.9/0.4/0.4/0.7s | 4.5s
2026-08-30 22:54:05 | Epoch 002/060 | loss 3.6565 | cls 3.6636 | tal -0.0237 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.3958 | train_full n/a | val_acc 0.5750 | val_f1 0.5615 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 21.319/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.0/0.0s | 3.2s
2026-08-30 22:54:08 | Epoch 003/060 | loss 3.0990 | cls 3.1021 | tal -0.0104 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.5437 | train_full n/a | val_acc 0.5000 | val_f1 0.5810 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 20.189/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.1s
2026-08-30 22:54:11 | Epoch 004/060 | loss 2.6002 | cls 2.5989 | tal 0.0044 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.6583 | train_full n/a | val_acc 0.7167 | val_f1 0.6974 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 19.117/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.0/0.0s | 3.1s
2026-08-30 22:54:15 | Epoch 005/060 | loss 2.3177 | cls 2.3357 | tal -0.0601 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.7000 | train_full 0.8000 | val_acc 0.8083 | val_f1 0.7688 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 17.862/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.4/0.7s | 4.3s
2026-08-30 22:54:18 | Epoch 006/060 | loss 2.1779 | cls 2.0639 | tal -0.0696 | dual_g 0.1349 | dual_d 0.0000 | train_acc 0.8146 | train_full n/a | val_acc 0.8000 | val_f1 0.7598 | adv/moduleC 0.00/0.08 | disc_steps 0 | grad(main/disc) 17.454/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.0/0.0s | 3.1s
2026-08-30 22:54:21 | Epoch 007/060 | loss 2.1642 | cls 1.9234 | tal -0.0478 | dual_g 0.2551 | dual_d 0.0000 | train_acc 0.8375 | train_full n/a | val_acc 0.8417 | val_f1 0.8054 | adv/moduleC 0.00/0.17 | disc_steps 0 | grad(main/disc) 16.550/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.5/0.4/0.0/0.0s | 3.0s
2026-08-30 22:54:24 | Epoch 008/060 | loss 2.1621 | cls 1.8116 | tal -0.0698 | dual_g 0.3714 | dual_d 0.8649 | train_acc 0.8500 | train_full n/a | val_acc 0.9083 | val_f1 0.8918 | adv/moduleC 0.05/0.25 | disc_steps 15 | grad(main/disc) 16.368/1.931 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
2026-08-30 22:54:27 | Epoch 009/060 | loss 2.0624 | cls 1.6423 | tal -0.0570 | dual_g 0.4372 | dual_d 0.8030 | train_acc 0.8917 | train_full n/a | val_acc 0.9250 | val_f1 0.9001 | adv/moduleC 0.10/0.33 | disc_steps 15 | grad(main/disc) 13.330/1.786 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
2026-08-30 22:54:32 | Epoch 010/060 | loss 2.0913 | cls 1.5967 | tal -0.1404 | dual_g 0.5367 | dual_d 0.7653 | train_acc 0.9000 | train_full 0.9355 | val_acc 0.9083 | val_f1 0.8967 | adv/moduleC 0.15/0.42 | disc_steps 15 | grad(main/disc) 14.565/1.709 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.4/0.7s | 4.2s
2026-08-30 22:54:35 | Epoch 011/060 | loss 2.1284 | cls 1.5503 | tal -0.0822 | dual_g 0.6028 | dual_d 0.7785 | train_acc 0.9271 | train_full n/a | val_acc 0.9333 | val_f1 0.9064 | adv/moduleC 0.20/0.50 | disc_steps 15 | grad(main/disc) 15.172/1.712 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.0/0.0s | 3.1s
2026-08-30 22:54:38 | Epoch 012/060 | loss 2.1304 | cls 1.4798 | tal -0.1232 | dual_g 0.6875 | dual_d 0.7681 | train_acc 0.9354 | train_full n/a | val_acc 0.9583 | val_f1 0.9460 | adv/moduleC 0.25/0.58 | disc_steps 15 | grad(main/disc) 12.977/1.700 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.0/0.0s | 3.2s
2026-08-30 22:54:41 | Epoch 013/060 | loss 2.1433 | cls 1.4323 | tal -0.1432 | dual_g 0.7539 | dual_d 0.7287 | train_acc 0.9500 | train_full n/a | val_acc 0.9583 | val_f1 0.9401 | adv/moduleC 0.30/0.67 | disc_steps 15 | grad(main/disc) 12.451/1.621 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.5/0.4/0.0/0.0s | 3.0s
2026-08-30 22:54:44 | Epoch 014/060 | loss 2.1831 | cls 1.4025 | tal -0.1664 | dual_g 0.8305 | dual_d 0.7197 | train_acc 0.9583 | train_full n/a | val_acc 0.9333 | val_f1 0.9074 | adv/moduleC 0.35/0.75 | disc_steps 15 | grad(main/disc) 14.003/1.610 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.8/0.4/0.0/0.0s | 3.2s
2026-08-30 22:54:48 | Epoch 015/060 | loss 2.1842 | cls 1.3340 | tal -0.1725 | dual_g 0.9020 | dual_d 0.7597 | train_acc 0.9625 | train_full 0.9656 | val_acc 0.9500 | val_f1 0.9262 | adv/moduleC 0.40/0.83 | disc_steps 15 | grad(main/disc) 10.755/1.637 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.4/0.7s | 4.3s
