epoch,train_loss,train_loss_cls,train_loss_cls_source,train_loss_cls_target,train_loss_tal,train_loss_dual_g,train_loss_dual_d,train_acc,train_acc_source,train_acc_target,train_acc_source_like,train_acc_target_like,train_dual_d_discriminator_total,train_dual_d_discriminator_primary,train_dual_d_discriminator_auxiliary,train_dual_d_generator_total,train_dual_d_adv_primary,train_dual_d_adv_auxiliary,train_dual_d_cycle,train_dual_d_identity,train_dual_d_contrastive,train_dual_d_classification_feedback,val_loss,val_acc,val_precision_macro_present,val_recall_macro_present,val_f1_macro_present,val_precision_micro,val_recall_micro,val_f1_micro,lr_main,epoch_seconds
11,3.8810852425439015,1.6710860899516515,0.9147836778845105,0.7563024035521916,-0.15415405269180024,2.256245349134718,0.7278367451259068,0.9441964285714286,0.8571428571428571,0.9441964285714286,0.9419642857142857,0.8526785714285714,0.7278367451259068,0.7136780023574829,0.7419954793793815,2.256245349134718,0.8366762825420925,0.8693490539278302,0.2518140258533614,0.4130600775991167,2.895671623093741,1.6495156458445959,1.3744030147790909,0.7,0.7359994901742677,0.7648894550571379,0.6541387179174903,0.7,0.7,0.7,0.0005,7.634791135787964
12,3.964041301182338,1.6977481927190508,0.9426361492701939,0.7551120391913823,-0.11499223592025894,2.300790752683367,0.7112736701965332,0.9330357142857143,0.8638392857142857,0.9330357142857143,0.9464285714285714,0.8727678571428571,0.7112736701965332,0.7142247727939061,0.7083225846290588,2.300790752683367,0.7286184813295092,0.9652374173913684,0.2460771000811032,0.41349316920552937,2.8806839159556796,1.6996235677174159,1.5270535945892334,0.6,0.7671130952380952,0.6626487079993177,0.5724487398080749,0.6,0.6,0.6,0.0005,7.5427939891815186
13,3.7604221616472517,1.5947700228009904,0.846340652023043,0.7484293750354222,-0.11937396081962756,2.2014643124171664,0.6999807187489101,0.9464285714285714,0.9040178571428571,0.9464285714285714,0.9464285714285714,0.9084821428571429,0.6999807187489101,0.7240225843020848,0.6759388276508876,2.2014643124171664,0.6665275182042804,0.9969007458005633,0.23502126868282044,0.4125823548861912,2.7999620778220042,1.616985491343907,1.5308429896831512,0.5666666666666667,0.7138358975416599,0.6912203650008527,0.5684850355088877,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.0005,7.6009681224823
14,3.528540236609323,1.5293641941887992,0.8081216173512595,0.7212425768375397,-0.20446524263492652,2.0605156081063405,0.8206343735967364,0.9486607142857143,0.90625,0.9486607142857143,0.9397321428571429,0.8883928571428571,0.8206343735967364,0.8113013931683132,0.829967371055058,2.0605156081063405,0.595761565225465,0.6948210895061493,0.22252509742975235,0.4127985090017319,2.8060530594417026,1.518949568271637,1.4480965733528137,0.7,0.7390311889051808,0.765960792256524,0.6549646937434661,0.7,0.7,0.7,0.0005,7.321513652801514
15,3.4138129268373762,1.4756777456828527,0.7593735499041421,0.7163042085511344,-0.19083493947982788,1.9953856808798653,0.8114297219685146,0.9464285714285714,0.9441964285714286,0.9464285714285714,0.953125,0.9464285714285714,0.8114297219685146,0.786438524723053,0.8364209277289254,1.9953856808798653,0.5224618933030537,0.5997236456189837,0.21164641955069133,0.40537593407290323,2.7546129396983554,1.4816138063158308,1.247783586382866,0.7333333333333333,0.7398783508158508,0.7591402003351897,0.6556191855211464,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.0005,8.155447006225586
16,3.3415366240910123,1.4118053317070007,0.7296477258205414,0.682157610143934,-0.0956592256469386,1.9584290810993739,0.7492110814367022,0.9598214285714286,0.9441964285714286,0.9598214285714286,0.9732142857142857,0.953125,0.7492110814367022,0.7207683409963336,0.7776538474219186,1.9584290810993739,0.6936196088790894,0.6918951060090747,0.19855911710432597,0.39350887281554087,2.723160539354597,1.428606561252049,1.6175412237644196,0.6333333333333333,0.7208107453383616,0.6942398302916595,0.5567801522522884,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.0005,8.19320297241211
17,3.393075244767325,1.4711409722055708,0.7713013929980141,0.699839574950082,-0.17019849649763533,1.9729938421930586,0.8408891303198678,0.9575892857142857,0.9285714285714286,0.9575892857142857,0.9642857142857143,0.921875,0.8408891303198678,0.7732010909489223,0.9085771526609149,1.9729938421930586,0.5773158328873771,0.555804329259055,0.19021530130079814,0.3827356483255114,2.7520573139190674,1.470231635229928,1.2017673701047897,0.7583333333333333,0.7670307728447263,0.7789873997953267,0.6880639376962907,0.7583333333333333,0.7583333333333333,0.7583333333333333,0.0005,7.559412479400635
18,3.243982894080026,1.402310345854078,0.7392260687691825,0.6630842685699463,-0.2297043278813362,1.9105838281767709,0.8594285079411098,0.9709821428571429,0.9441964285714286,0.9709821428571429,0.9732142857142857,0.9419642857142857,0.8594285079411098,0.8195934891700745,0.8992635181971959,1.9105838281767709,0.4530186482838222,0.4263588381665094,0.17725338467529841,0.3809229092938559,2.701579604830061,1.4448152695383345,1.7065324187278748,0.625,0.7231580919080919,0.6899118412075729,0.5579277997914569,0.625,0.625,0.625,0.0005,7.8262481689453125
19,3.3254710265568326,1.4557672994477409,0.7715962614331927,0.6841710337570736,-0.20924312887447222,1.9324766652924674,0.8205492496490479,0.9508928571428571,0.9352678571428571,0.9508928571428571,0.96875,0.9263392857142857,0.8205492496490479,0.7964907203401838,0.8446077619280133,1.9324766652924674,0.5112264049904687,0.48457634661878857,0.16563441497938974,0.38028593361377716,2.676999194281442,1.4633649757930212,1.411023885011673,0.7,0.7400735294117646,0.7216122292341804,0.5917519916334176,0.7,0.7,0.7,0.0005,7.68659520149231
20,3.197344626699175,1.3834199905395508,0.7111413564000811,0.6722786256245205,-0.21445516337241446,1.87826121704919,0.7668329221861703,0.9665178571428571,0.9575892857142857,0.9665178571428571,0.9575892857142857,0.9486607142857143,0.7668329221861703,0.7196487358638218,0.8140171085085187,1.87826121704919,0.6619131394795009,0.5391936195748193,0.16183635060276305,0.3737409604447229,2.64471389566149,1.3940739376204354,1.2992520928382874,0.7666666666666667,0.7559900244682854,0.8331096263227757,0.7459120112970958,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.0005,7.872918128967285
21,3.1717987741742815,1.3533325025013514,0.708443603345326,0.6448889076709747,-0.11252885418278831,1.852224920477186,0.7689696550369263,0.9709821428571429,0.9553571428571429,0.9709821428571429,0.9799107142857143,0.9419642857142857,0.7689696550369263,0.7132796900612968,0.8246595944677081,1.852224920477186,0.6594491899013519,0.5962264729397637,0.1572610746536936,0.3681371233292988,2.6581499917166576,1.3638049704687936,1.498204156756401,0.675,0.7314558629776021,0.734908003581784,0.6108449545949546,0.675,0.675,0.675,0.0005,7.215607404708862
22,3.2047973700932095,1.375011077948979,0.7203821837902069,0.6546288856438228,-0.07323918864130974,1.8517580372946603,0.8065781848771232,0.9732142857142857,0.9397321428571429,0.9732142857142857,0.9799107142857143,0.9375,0.8065781848771232,0.797640723841531,0.8155156373977661,1.8517580372946603,0.49698604004723684,0.5227820149489811,0.1514279299548694,0.3653406777552196,2.6713504791259766,1.388665156705039,1.3564805090427399,0.75,0.7205436720142602,0.8484137813406106,0.7022924443977075,0.75,0.75,0.75,0.0005,8.104248762130737
23,3.1222197157996043,1.345780338559832,0.695805515561785,0.6499748272555215,-0.09039868747017213,1.8035589797156197,0.772845344884055,0.9754464285714286,0.9575892857142857,0.9754464285714286,0.9732142857142857,0.9441964285714286,0.772845344884055,0.7634627137865339,0.7822280015264239,1.8035589797156197,0.5031422397920063,0.47288923604147776,0.14343708966459548,0.3595702328852245,2.630954997880118,1.353163250855037,1.408656507730484,0.7333333333333333,0.7504211143917026,0.8022929814088351,0.686255050419137,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.0005,8.287850141525269
24,2.9840333121163503,1.2819921800068446,0.6481673887797764,0.6338248039994921,-0.030145512760749886,1.711084817137037,0.8074643782206944,0.9799107142857143,0.984375,0.9799107142857143,0.984375,0.9776785714285714,0.8074643782206944,0.7865451063428607,0.8283836586134774,1.711084817137037,0.5282824252332959,0.4449950946228845,0.13516188732215337,0.3511288719517844,2.5664892196655273,1.271970740386418,1.1594117730855942,0.8083333333333333,0.8067708333333332,0.8024111305361304,0.7567806985954659,0.8083333333333333,0.8083333333333333,0.8083333333333333,0.0005,7.839177131652832
25,3.063797644206456,1.3214628440993172,0.6605149848120553,0.6609478635447366,0.0027155292419982807,1.7415201323372977,0.7908894845417568,0.9754464285714286,0.9665178571428571,0.9754464285714286,0.9709821428571429,0.9665178571428571,0.7908894845417568,0.7556192534310477,0.8261597071375165,1.7415201323372977,0.5810990503856114,0.46303815713950564,0.12941235303878784,0.34152598891939434,2.5167878525597707,1.3036451254572188,1.328156515955925,0.725,0.72933836996337,0.754216058331912,0.6400922166869109,0.725,0.725,0.7250000000000001,0.0005,7.362825870513916
26,2.9745401654924666,1.3044929930141993,0.6908438886914935,0.6136491170951298,-0.21004768780299596,1.7330614754131861,0.7528127602168492,0.9888392857142857,0.9598214285714286,0.9888392857142857,0.9933035714285714,0.9598214285714286,0.7528127602168492,0.7250916957855225,0.7805338076182774,1.7330614754131861,0.6297084305967603,0.45767618290015627,0.12634376117161342,0.3309000943388258,2.4947953735079085,1.2951265914099557,1.436689853668213,0.725,0.7320967023172906,0.700946436693388,0.6318010969398757,0.725,0.725,0.7250000000000001,0.0005,7.674607515335083
27,2.9676281213760376,1.286633619240352,0.6544790097645351,0.6321546052183423,-0.21232317920242036,1.7446914230074202,0.7227324587958199,0.9799107142857143,0.96875,0.9799107142857143,0.9799107142857143,0.9821428571428571,0.7227324587958199,0.7107455560139248,0.7347193615777152,1.7446914230074202,0.6914214832442147,0.5436959309237344,0.11984126482691083,0.3227953740528652,2.510139891079494,1.2941052913665771,1.401162564754486,0.725,0.7220734126984127,0.7667922778441072,0.6736369614158662,0.725,0.725,0.7250000000000001,0.0005,8.888256788253784
28,2.9905706644058228,1.296414852142334,0.6756596352372851,0.6207552254199982,-0.2258835807442665,1.7619208948952811,0.7171843818255833,0.984375,0.9598214285714286,0.984375,0.9888392857142857,0.9665178571428571,0.7171843818255833,0.6957446251596723,0.7386241555213928,1.7619208948952811,0.7192879617214203,0.6291091825280871,0.1171579265168735,0.312338724732399,2.4669097661972046,1.3061942969049727,1.2372456341981888,0.7666666666666667,0.7846497252747253,0.7921099479788505,0.7112483504365688,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.0005,7.784851789474487
29,2.981939435005188,1.3071298514093672,0.664243642772947,0.6428861958639962,-0.23374301195144653,1.744932506765638,0.7139920592308044,0.9776785714285714,0.9642857142857143,0.9776785714285714,0.9709821428571429,0.9709821428571429,0.7139920592308044,0.6951270358903068,0.7328570740563529,1.744932506765638,0.729475702558245,0.6420243382453918,0.11414859550339836,0.3025853676455362,2.4498534883771623,1.2905935730252946,1.2869088351726532,0.8166666666666667,0.8043130518592215,0.8463723776223777,0.7757283834586465,0.8166666666666667,0.8166666666666667,0.8166666666666667,0.0005,8.120197534561157
30,2.8516934428896223,1.2393585784094674,0.6342505088874272,0.6051080865519387,-0.2403877249785832,1.6844511457851954,0.7072243775640216,0.9910714285714286,0.984375,0.9910714285714286,0.9933035714285714,0.9799107142857143,0.7072243775640216,0.6820466007505145,0.7324021628924778,1.6844511457851954,0.7153943606785366,0.6321304355348859,0.11088201403617859,0.29280679140772137,2.391800727163042,1.2404372266360693,1.5056928992271423,0.7333333333333333,0.7494375556875557,0.7746380905679686,0.6622124178222049,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.0005,7.4993813037872314
31,2.8998482738222395,1.2789273943219865,0.6659271419048309,0.6130002396447318,-0.2643488943576813,1.7002255150250025,0.7258654662540981,0.9910714285714286,0.9709821428571429,0.9910714285714286,0.9888392857142857,0.9709821428571429,0.7258654662540981,0.7086890510150364,0.7430418900081089,1.7002255150250025,0.6540609640734536,0.596731322152274,0.10939115285873413,0.2852172000067575,2.411229269845145,1.265066921710968,1.618906319141388,0.6833333333333333,0.7620614035087719,0.7237631304273668,0.618451393683976,0.6833333333333333,0.6833333333333333,0.6833333333333333,0.0005,7.064733266830444
32,2.919930934906006,1.2812259878431047,0.6380818656512669,0.6431441392217364,-0.3115582498056548,1.7321724210466658,0.7255635261535645,0.9709821428571429,0.9776785714285714,0.9709821428571429,0.9709821428571429,0.9776785714285714,0.7255635261535645,0.7120520898274013,0.7390749624797276,1.7321724210466658,0.6682245986802238,0.5809012183121273,0.10614398973328727,0.2768127407346453,2.472300750868661,1.293117140020643,1.1513387858867645,0.8,0.7515827922077922,0.8055395062254819,0.7122402108034291,0.8,0.8,0.8000000000000002,0.0005,7.73274040222168
33,2.826251813343593,1.2391015376363481,0.6261174976825714,0.6129840271813529,-0.2945919271026339,1.6755278621401106,0.7086246694837298,0.9821428571428571,0.9955357142857143,0.9821428571428571,0.9888392857142857,0.9799107142857143,0.7086246694837298,0.6965309466634478,0.7207184093339103,1.6755278621401106,0.7218441494873592,0.611868645463671,0.10144623954381261,0.26584071133817944,2.382590208734785,1.2398824095726013,1.0965440273284912,0.7916666666666666,0.7742909663865547,0.7994973776223777,0.7080737408239366,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.0005,8.097459554672241
34,2.798535806792123,1.2255228417260307,0.628832995891571,0.5966898458344596,-0.28373360314539503,1.658133055482592,0.7016855733735221,0.9977678571428571,0.9799107142857143,0.9977678571428571,0.9955357142857143,0.9776785714285714,0.7016855733735221,0.6924333912985665,0.7109377554484776,1.658133055482592,0.7169955755983081,0.6626257044928414,0.09791201246636254,0.25590248299496515,2.333813156400408,1.2250384518078394,1.3368359804153442,0.7583333333333333,0.7592383107088989,0.8064344192392974,0.6981897842869206,0.7583333333333333,0.7583333333333333,0.7583333333333333,0.0005,7.84095573425293
35,2.74265113898686,1.207122572830745,0.614704430103302,0.5924181384699685,-0.3634942961590631,1.6445768560682024,0.6973023925508771,0.9977678571428571,0.9910714285714286,0.9977678571428571,1.0,0.9866071428571429,0.6973023925508771,0.6900621226855687,0.7045426539012364,1.6445768560682024,0.7148684050355639,0.6913268651281085,0.09580079945070404,0.24197103189570562,2.3685988187789917,1.207098467009408,1.387791022658348,0.7,0.7023148148148148,0.7642018804366366,0.6143733444021169,0.7,0.7,0.7,0.0005,8.494553327560425
36,2.7189566918781827,1.196536055633,0.6057518763201577,0.5907841835703168,-0.35060116542237146,1.6276010274887085,0.7008697731154305,0.9977678571428571,0.9933035714285714,0.9977678571428571,0.9955357142857143,0.9955357142857143,0.7008697731154305,0.6920571667807442,0.7096823964800153,1.6276010274887085,0.7176982675279889,0.6723613270691463,0.09285994406257357,0.23210615664720535,2.3183168854032243,1.1987281015941076,1.2075950503349304,0.8083333333333333,0.7936040850911541,0.8685010641532381,0.7709053064031802,0.8083333333333333,0.8083333333333333,0.8083333333333333,0.0005,7.568044424057007
37,2.7603150606155396,1.221556510244097,0.6243978270462581,0.5971586661679404,-0.39955309884888784,1.658624461718968,0.6998010448047093,0.9933035714285714,0.984375,0.9933035714285714,0.9977678571428571,0.984375,0.6998010448047093,0.6936507650784084,0.705951316016061,1.658624461718968,0.7138868016856057,0.6606563201972416,0.092623520642519,0.2247987368277141,2.3434979064123973,1.2292686530521937,1.2496904134750366,0.7666666666666667,0.7620920745920745,0.774256993006993,0.6683998599439777,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.0005,7.190248727798462
38,2.7923413004193987,1.2432700906481062,0.6326367088726589,0.6106333562305996,-0.4005334419863565,1.6692312274660384,0.6984839865139553,0.9821428571428571,0.984375,0.9821428571428571,0.984375,0.984375,0.6984839865139553,0.6951913578169686,0.7017766152109418,1.6692312274660384,0.6954348002161298,0.6559662861483437,0.08933098507778985,0.2152626716664859,2.328625730105809,1.2457998991012573,1.247531607747078,0.7666666666666667,0.7622384597846295,0.7850743006993007,0.6804226475279107,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.0005,7.431643009185791
39,2.69686382157462,1.2070151482309615,0.6204158919198173,0.5865992605686188,-0.42219966437135426,1.6165085860661097,0.7014774850436619,0.9977678571428571,0.9799107142857143,0.9977678571428571,0.9977678571428571,0.984375,0.7014774850436619,0.6994510463305882,0.7035039152417865,1.6165085860661097,0.6846966189997536,0.6739947753293174,0.08499019273689815,0.2062330267259053,2.2478781087057933,1.203044865812574,1.0813607722520828,0.8416666666666667,0.8475378787878788,0.8907449258059015,0.8344392094069597,0.8416666666666667,0.8416666666666667,0.8416666666666667,0.0005,7.631897449493408
40,2.6746714455740794,1.18657728603908,0.6054653269904,0.5811119590486798,-0.4077807292342186,1.6104283332824707,0.6993582418986729,0.9977678571428571,0.9888392857142857,0.9977678571428571,0.9977678571428571,0.9910714285714286,0.6993582418986729,0.6954623120171683,0.7032541632652283,1.6104283332824707,0.684989686523165,0.6872581626687732,0.0829199877168451,0.19637607144457953,2.2842240163258145,1.1935023495129176,1.3470719456672668,0.7666666666666667,0.7596114759224515,0.7862061222181849,0.6841348691958447,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.0005,7.126869440078735
41,2.7407614844185963,1.2145790798323495,0.6194055293287549,0.59517354624612,-0.33331698392118725,1.6261775238173348,0.6945998498371669,0.9910714285714286,0.9799107142857143,0.9910714285714286,0.9910714285714286,0.9866071428571429,0.6945998498371669,0.6910506572042193,0.6981490424701146,1.6261775238173348,0.7023779707295554,0.6799708179065159,0.08204264513083867,0.18430104425975255,2.2404515402657643,1.2136611172131129,1.1258409172296524,0.7833333333333333,0.7469426406926407,0.8442510233668771,0.7537818662818663,0.7833333333333333,0.7833333333333333,0.7833333333333333,0.0005,7.674635648727417
42,2.682105370930263,1.1892842735563005,0.5941330407346997,0.5951512413365501,-0.35489156948668615,1.599288557256971,0.6934068884168353,0.9888392857142857,0.9933035714285714,0.9888392857142857,0.9955357142857143,0.9977678571428571,0.6934068884168353,0.6881675805364337,0.6986461877822876,1.599288557256971,0.7104379406997136,0.6861767768859863,0.08153950795531273,0.17550756995167052,2.1754987069538663,1.1925320710454668,1.1950845569372177,0.8166666666666667,0.8468434343434343,0.868006993006993,0.8085826384817493,0.8166666666666667,0.8166666666666667,0.8166666666666667,0.0005,7.351686000823975
43,2.666399223463876,1.1931111131395613,0.6011464255196708,0.5919646791049412,-0.42637390962668825,1.601200248513903,0.6971208708626884,0.9933035714285714,0.984375,0.9933035714285714,0.9933035714285714,0.9910714285714286,0.6971208708626884,0.6922586730548314,0.7019830686705453,1.601200248513903,0.7244733614580972,0.6957647757870811,0.07850441549505506,0.16397516855171748,2.1937190123966763,1.1923535551343645,1.1523307710886002,0.8083333333333333,0.7778339268258623,0.7940340909090909,0.6893098912261086,0.8083333333333333,0.8083333333333333,0.8083333333333333,0.0005,7.834183931350708
44,2.743326953479222,1.2000016144343786,0.6123971896512168,0.5876044247831617,-0.20673358467008388,1.6053453854152135,0.6871923378535679,0.9977678571428571,0.9888392857142857,0.9977678571428571,0.9933035714285714,0.9888392857142857,0.6871923378535679,0.6828670246260506,0.6915176681109837,1.6053453854152135,0.7433908666883197,0.6968353646142142,0.07523475268057414,0.15634988248348236,2.165788565363203,1.1993090169770377,1.2718436568975449,0.7916666666666666,0.8709239130434783,0.8558475591216843,0.8059669701213819,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.0005,7.4502458572387695
45,2.7274563142231534,1.1990336179733276,0.6193030178546906,0.5797306086335864,-0.27810683633599964,1.6118547235216414,0.6904931664466858,0.9977678571428571,0.9866071428571429,0.9977678571428571,1.0,0.9821428571428571,0.6904931664466858,0.6842097980635506,0.6967765348298209,1.6118547235216414,0.7540928678853172,0.6968096494674683,0.07413560152053833,0.15234883342470443,2.1654859951564243,1.2055306349481856,1.1156412661075592,0.85,0.8782138242894056,0.8937937062937064,0.8564552824978784,0.85,0.85,0.85,0.0005,7.602684259414673
46,2.714780398777553,1.1892762269292558,0.6045198483126504,0.5847563828740802,-0.25711440082107273,1.6026384830474854,0.6897120220320565,0.9933035714285714,0.9866071428571429,0.9933035714285714,0.9933035714285714,0.9910714285714286,0.6897120220320565,0.6838861107826233,0.6955379162515912,1.6026384830474854,0.7441617676189968,0.6896744242736271,0.07370149450642723,0.14715645888022014,2.2269409213747298,1.1923522097723824,1.0662933737039566,0.85,0.8392045454545454,0.8937937062937064,0.8323934837092731,0.85,0.85,0.85,0.0005,7.3339362144470215
47,2.665068405015128,1.177592200892312,0.5997190347739628,0.577873170375824,-0.3559260315128735,1.5942540424210685,0.6909452080726624,1.0,0.9933035714285714,1.0,1.0,0.9933035714285714,0.6909452080726624,0.6860859053475517,0.6958045193127224,1.5942540424210685,0.7220875791140965,0.6991474330425262,0.07289597285645348,0.14120169516120637,2.249275428908212,1.1836949161120824,1.2540548890829086,0.8,0.7870782033743731,0.8259396853146854,0.7445683874089446,0.8,0.8,0.8000000000000002,0.0005,7.858781814575195
48,2.691617795399257,1.2021000044686454,0.6137801579066685,0.5883198423045022,-0.43144619677748,1.618951712335859,0.687591586794172,0.9955357142857143,0.9866071428571429,0.9955357142857143,0.9977678571428571,0.984375,0.687591586794172,0.6814636928694588,0.6937194807188851,1.618951712335859,0.7213055448872703,0.6921529769897461,0.07107990022216525,0.1359951219388417,2.2230749811444963,1.2129586338996887,0.8906734734773636,0.9083333333333333,0.8828571428571428,0.9274475524475525,0.8814937966453082,0.9083333333333333,0.9083333333333333,0.9083333333333333,0.0005,7.751143217086792
49,2.6529861858912875,1.1817077994346619,0.596699229308537,0.5850085701261248,-0.410540514758655,1.5944405708994185,0.690098694392613,0.9955357142857143,0.9910714285714286,0.9955357142857143,0.9977678571428571,0.9888392857142857,0.690098694392613,0.6799435274941581,0.7002538272312709,1.5944405708994185,0.7759656778403691,0.6963056155613491,0.07109340280294418,0.1330136497105871,2.1848131588527133,1.1865347283227103,1.0730497539043427,0.8583333333333333,0.8501838235294118,0.9051573426573427,0.84218869679396,0.8583333333333333,0.8583333333333333,0.8583333333333333,0.0005,9.229623317718506
