variant,domain,runs,target_raw_silhouette_mean,target_raw_silhouette_std,target_translated_silhouette_mean,target_translated_silhouette_std,target_silhouette_gain_mean,target_silhouette_gain_std,source_target_raw_class_centroid_distance_mean,source_target_raw_class_centroid_distance_std,source_target_translated_class_centroid_distance_mean,source_target_translated_class_centroid_distance_std,class_centroid_alignment_gain_mean,class_centroid_alignment_gain_std,source_target_raw_coral_mean,source_target_raw_coral_std,source_target_translated_coral_mean,source_target_translated_coral_std,coral_alignment_gain_mean,coral_alignment_gain_std,source_target_raw_prototype_diagonal_mean,source_target_raw_prototype_diagonal_std,source_target_translated_prototype_diagonal_mean,source_target_translated_prototype_diagonal_std,prototype_diagonal_gain_mean,prototype_diagonal_gain_std,source_target_raw_prototype_margin_mean,source_target_raw_prototype_margin_std,source_target_translated_prototype_margin_mean,source_target_translated_prototype_margin_std,prototype_margin_gain_mean,prototype_margin_gain_std,source_target_raw_prototype_top1_mean,source_target_raw_prototype_top1_std,source_target_translated_prototype_top1_mean,source_target_translated_prototype_top1_std,prototype_top1_gain_mean,prototype_top1_gain_std,source_cycle_cosine_error_mean,source_cycle_cosine_error_std,target_cycle_cosine_error_mean,target_cycle_cosine_error_std,cycle_cosine_error_mean,cycle_cosine_error_std,source_identity_cosine_error_mean,source_identity_cosine_error_std,target_identity_cosine_error_mean,target_identity_cosine_error_std,identity_cosine_error_mean,identity_cosine_error_std
full,逆光,3,0.3676102051014812,0.02343659178082995,0.38117135633614446,0.027902604413541244,0.013561151234663319,0.009376125355033404,0.721328760738726,0.04267696285442214,0.7044588666823175,0.048222348796025084,0.016869894056408524,0.005805472295263205,0.0024064888534750957,0.0002917124969441267,0.0024726316942030625,0.0002614159656276697,-6.614284072796707e-05,3.264035525495119e-05,0.2786712398131688,0.04267695654968236,0.29554112752278644,0.04822234246167755,0.016869887709617615,0.0058054729843918,0.1062154546380043,0.011461645751595764,0.12191938360532124,0.01645571931653132,0.015703928967316944,0.005072104311891721,0.9259259259259259,0.06415002990995845,0.9259259259259259,0.06415002990995845,0.0,0.0,0.023305043131670047,0.0009142666724583712,0.02653963994640041,0.002851647593777682,0.024922341539035227,0.0010813530293438606,0.020749652371997898,0.0003731643384534121,0.025212780183635368,0.002456844325178866,0.022981216277816633,0.0013043521234399685
