"version","weather","variant","iter","best_acc","best_f1","best_acc_epoch","best_f1_epoch","epochs","train_acc","val_acc","val_f1","path"
"v6","雨天","module_c_full","01","1","1","46","46","60","0.98913","0.961538","0.97037","D:\Code\Dual_D\runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_full_雨天_20260828_191632\result_summary_iter01.json"
"v6","雨天","module_c_full","02","0.692308","0.750842","24","48","54","0.940217","0.653846","0.678917","D:\Code\Dual_D\runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_full_雨天_20260828_191632\result_summary_iter02.json"
"v6","雨天","module_c_full","03","0.653846","0.678307","35","35","54","0.891304","0.576923","0.602564","D:\Code\Dual_D\runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_full_雨天_20260828_191632\result_summary_iter03.json"
"v6","雨天","module_c_no_classification_feedback","01","0.846154","0.849916","60","60","60","0.978261","0.730769","0.734307","D:\Code\Dual_D\runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_classification_feedback_雨天_20260828_222304\result_summary_iter01.json"
"v6","雨天","module_c_no_classification_feedback","02","0.769231","0.801557","53","24","60","0.972826","0.730769","0.767196","D:\Code\Dual_D\runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_classification_feedback_雨天_20260828_222304\result_summary_iter02.json"
"v6","雨天","module_c_no_classification_feedback","03","0.807692","0.854131","54","54","59","0.940217","0.615385","0.661098","D:\Code\Dual_D\runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_classification_feedback_雨天_20260828_222304\result_summary_iter03.json"
"v6","雨天","module_c_no_cycle","01","1","1","44","44","60","0.994565","0.961538","0.97037","D:\Code\Dual_D\runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_cycle_雨天_20260828_195248\result_summary_iter01.json"
"v6","雨天","module_c_no_cycle","02","0.692308","0.750842","24","56","60","0.967391","0.692308","0.750842","D:\Code\Dual_D\runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_cycle_雨天_20260828_195248\result_summary_iter02.json"
"v6","雨天","module_c_no_cycle","03","0.653846","0.703704","34","34","56","0.918478","0.615385","0.654497","D:\Code\Dual_D\runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_cycle_雨天_20260828_195248\result_summary_iter03.json"
"v6","雨天","module_c_no_identity","01","1","1","43","43","60","0.994565","0.961538","0.948148","D:\Code\Dual_D\runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_identity_雨天_20260828_203202\result_summary_iter01.json"
"v6","雨天","module_c_no_identity","02","0.692308","0.748677","24","46","60","0.940217","0.692308","0.725445","D:\Code\Dual_D\runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_identity_雨天_20260828_203202\result_summary_iter02.json"
"v6","雨天","module_c_no_identity","03","0.653846","0.703704","49","49","54","0.869565","0.576923","0.602564","D:\Code\Dual_D\runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_identity_雨天_20260828_203202\result_summary_iter03.json"
"v6","雨天","module_c_no_module_c","01","0.846154","0.849916","59","60","60","0.956522","0.846154","0.849916","D:\Code\Dual_D\runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_雨天_20260828_230139\result_summary_iter01.json"
"v6","雨天","module_c_no_module_c","02","0.884615","0.923077","43","43","60","0.98913","0.884615","0.900427","D:\Code\Dual_D\runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_雨天_20260828_230139\result_summary_iter02.json"
"v6","雨天","module_c_no_module_c","03","0.769231","0.799158","56","56","60","0.967391","0.730769","0.757275","D:\Code\Dual_D\runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_雨天_20260828_230139\result_summary_iter03.json"
"v6","雨天","module_c_no_paired_contrastive","01","1","1","44","44","60","1","0.923077","0.918519","D:\Code\Dual_D\runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_雨天_20260828_210854\result_summary_iter01.json"
"v6","雨天","module_c_no_paired_contrastive","02","0.692308","0.750842","24","47","54","0.929348","0.653846","0.678917","D:\Code\Dual_D\runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_雨天_20260828_210854\result_summary_iter02.json"
"v6","雨天","module_c_no_paired_contrastive","03","0.692308","0.750842","34","34","60","0.967391","0.653846","0.687879","D:\Code\Dual_D\runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_雨天_20260828_210854\result_summary_iter03.json"
"v6","雨天","module_c_no_prototype_contrastive","01","1","1","36","36","60","0.983696","0.961538","0.97037","D:\Code\Dual_D\runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_雨天_20260828_214511\result_summary_iter01.json"
"v6","雨天","module_c_no_prototype_contrastive","02","0.692308","0.748677","24","47","52","0.951087","0.653846","0.685185","D:\Code\Dual_D\runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_雨天_20260828_214511\result_summary_iter02.json"
"v6","雨天","module_c_no_prototype_contrastive","03","0.653846","0.678307","41","41","60","0.913043","0.576923","0.61396","D:\Code\Dual_D\runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_雨天_20260828_214511\result_summary_iter03.json"
"v7","黑天","module_c_full","01","0.983333","0.98287","60","60","60","1","0.983333","0.98287","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_full_黑天_20260829_145908\result_summary_iter01.json"
"v7","黑天","module_c_full","02","0.941667","0.93605","55","59","60","1","0.941667","0.93605","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_full_黑天_20260829_145908\result_summary_iter02.json"
"v7","黑天","module_c_full","03","0.966667","0.959383","45","50","60","0.996377","0.966667","0.959383","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_full_黑天_20260829_145908\result_summary_iter03.json"
"v7","黑天","module_c_no_classification_feedback","01","0.958333","0.937161","60","60","60","0.998188","0.958333","0.937161","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_no_classification_feedback_黑天_20260829_182253\result_summary_iter01.json"
"v7","黑天","module_c_no_classification_feedback","02","0.908333","0.895296","28","27","48","0.978261","0.9","0.895296","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_no_classification_feedback_黑天_20260829_182253\result_summary_iter02.json"
"v7","黑天","module_c_no_classification_feedback","03","0.975","0.964428","53","53","60","0.994565","0.975","0.964428","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_no_classification_feedback_黑天_20260829_182253\result_summary_iter03.json"
"v7","黑天","module_c_no_cycle","01","0.975","0.962567","38","38","53","0.992754","0.975","0.962567","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_no_cycle_黑天_20260829_153936\result_summary_iter01.json"
"v7","黑天","module_c_no_cycle","02","0.966667","0.944611","49","49","60","0.998188","0.966667","0.944611","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_no_cycle_黑天_20260829_153936\result_summary_iter02.json"
"v7","黑天","module_c_no_cycle","03","0.975","0.966337","48","57","60","1","0.975","0.966337","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_no_cycle_黑天_20260829_153936\result_summary_iter03.json"
"v7","黑天","module_c_no_identity","01","0.966667","0.955667","36","37","52","0.992754","0.966667","0.955667","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_no_identity_黑天_20260829_162018\result_summary_iter01.json"
"v7","黑天","module_c_no_identity","02","0.958333","0.954357","60","60","60","0.994565","0.958333","0.954357","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_no_identity_黑天_20260829_162018\result_summary_iter02.json"
"v7","黑天","module_c_no_identity","03","0.975","0.966337","47","47","60","0.998188","0.975","0.966337","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_no_identity_黑天_20260829_162018\result_summary_iter03.json"
"v7","黑天","module_c_no_module_c","01","0.95","0.930817","60","60","60","0.998188","0.95","0.930817","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_no_module_c_黑天_20260829_190447\result_summary_iter01.json"
"v7","黑天","module_c_no_module_c","02","0.908333","0.906091","27","36","51","0.990942","0.908333","0.906091","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_no_module_c_黑天_20260829_190447\result_summary_iter02.json"
"v7","黑天","module_c_no_module_c","03","0.958333","0.949767","40","53","60","0.994565","0.95","0.949767","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_no_module_c_黑天_20260829_190447\result_summary_iter03.json"
"v7","黑天","module_c_no_paired_contrastive","01","0.983333","0.98287","59","59","60","1","0.983333","0.98287","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_no_paired_contrastive_黑天_20260829_170127\result_summary_iter01.json"
"v7","黑天","module_c_no_paired_contrastive","02","0.941667","0.928311","50","60","60","0.998188","0.941667","0.928311","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_no_paired_contrastive_黑天_20260829_170127\result_summary_iter02.json"
"v7","黑天","module_c_no_paired_contrastive","03","0.975","0.962567","47","49","60","1","0.975","0.962567","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_no_paired_contrastive_黑天_20260829_170127\result_summary_iter03.json"
"v7","黑天","module_c_no_prototype_contrastive","01","0.975","0.96427","36","36","51","0.98913","0.975","0.96427","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_no_prototype_contrastive_黑天_20260829_174252\result_summary_iter01.json"
"v7","黑天","module_c_no_prototype_contrastive","02","0.941667","0.955366","45","45","60","0.996377","0.941667","0.955366","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_no_prototype_contrastive_黑天_20260829_174252\result_summary_iter02.json"
"v7","黑天","module_c_no_prototype_contrastive","03","0.975","0.963426","40","46","55","0.992754","0.975","0.962567","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_no_prototype_contrastive_黑天_20260829_174252\result_summary_iter03.json"
"v7","逆光","module_c_full","01","1","1","30","30","55","0.986413","1","1","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_full_逆光_20260829_145908\result_summary_iter01.json"
"v7","逆光","module_c_full","02","1","1","19","19","45","0.907609","1","1","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_full_逆光_20260829_145908\result_summary_iter02.json"
"v7","逆光","module_c_full","03","1","1","29","29","52","0.991848","1","1","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_full_逆光_20260829_145908\result_summary_iter03.json"
"v7","逆光","module_c_no_classification_feedback","01","1","1","28","28","55","0.98913","1","1","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_no_classification_feedback_逆光_20260829_182253\result_summary_iter01.json"
"v7","逆光","module_c_no_classification_feedback","02","1","1","19","19","45","0.872283","0.972973","0.980247","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_no_classification_feedback_逆光_20260829_182253\result_summary_iter02.json"
"v7","逆光","module_c_no_classification_feedback","03","1","1","25","25","52","0.991848","1","1","D:\Code\Dual_D\runs\module_c_ablation_60_v7\module_c_20260829_145907\module_c_no_classification_feedback_逆光_20260829_182253\result_summary_iter03.json"
