epoch,train_loss,train_loss_cls,train_loss_cls_source,train_loss_cls_target,train_loss_tal,train_loss_dual_g,train_loss_dual_d,train_grad_norm_main,train_grad_norm_discriminator,train_grad_clip_fraction_main,train_grad_clip_fraction_discriminator,train_discriminator_steps,train_adversarial_scale,train_module_c_scale,train_acc,train_acc_source,train_acc_target,train_acc_source_like,train_acc_target_like,train_dual_d_discriminator_total,train_dual_d_discriminator_primary,train_dual_d_discriminator_auxiliary,train_dual_d_generator_total,train_dual_d_adv_primary,train_dual_d_adv_auxiliary,train_dual_d_cycle,train_dual_d_identity,train_dual_d_contrastive,train_dual_d_prototype_contrastive,train_dual_d_classification_feedback,train_dual_d_weighted_cycle,train_dual_d_weighted_identity,train_dual_d_weighted_contrastive,train_dual_d_weighted_prototype_contrastive,train_dual_d_weighted_classification_feedback,val_loss,val_acc,val_precision_macro_present,val_recall_macro_present,val_f1_macro_present,val_precision_micro,val_recall_micro,val_f1_micro,val_raw_loss,val_raw_acc,val_raw_f1_macro_present,train_full_acc,train_full_f1_macro_present,train_sampled_minus_full_acc,monitor_value,lr_main,lr_discriminator,lr_discriminator_to_main_ratio,epoch_seconds
11,4.056917329629262,2.9333926240603128,1.7485888997713726,1.579738308986028,-0.24950540314118066,1.1983763873577118,0.6707159578800201,25.35674460728963,1.9628796974817913,1.0,0.0,6.0,0.3,0.5833333333333334,0.5486111111111112,0.5138888888888888,0.5486111111111112,0.5763888888888888,0.5416666666666666,0.6707159578800201,0.6924885014692942,0.6489434391260147,1.1983763873577118,1.4972772498925526,1.3036271184682846,0.31591040392716724,0.24787879859407744,1.5300771991411846,1.934406151374181,3.310316880544027,0.058969942231973015,0.007229798357002437,0.035701802000403404,0.10155631974339485,0.9655090471108755,1.127483993768692,0.7837837837837838,0.8116402116402116,0.8564814814814814,0.7880594713928047,0.7837837837837838,0.7837837837837838,0.7837837837837838,1.1531803905963898,0.7567567567567568,0.765055315055315,0.8333333333333334,0.8337049062444869,-0.25694444444444453,0.7880594713928047,7e-05,3.5e-05,0.5,27.273637294769287
12,3.870158533255259,2.618345578511556,1.5177790721257527,1.4674220482508342,-0.23759262698392072,1.3230906426906586,0.6268920103708903,25.019632816314697,1.8787686824798584,1.0,0.0,6.0,0.35,0.6666666666666666,0.5833333333333334,0.6527777777777778,0.5833333333333334,0.5694444444444444,0.6041666666666666,0.6268920103708903,0.6727838118871053,0.5810002485911051,1.3230906426906586,1.483675330877304,1.1256218800942104,0.30903807034095127,0.24465502550204596,1.4853396813074748,1.9259423514207203,3.1856335004170737,0.06592812202870846,0.00815516795652608,0.03960905969142914,0.11555653810501099,1.0618778665860493,1.1117597818374634,0.8648648648648649,0.8666666666666667,0.9212962962962964,0.8640334973668307,0.8648648648648649,0.8648648648648649,0.8648648648648649,1.1602660715579987,0.8648648648648649,0.861503928170595,0.8484848484848485,0.8533416524065658,-0.2790404040404041,0.8640334973668307,7e-05,3.5e-05,0.5,29.51902723312378
13,3.85526313384374,2.5457032322883606,1.5264660517374675,1.3589829454819362,-0.16843933425843716,1.3600917160511017,0.6512271265188853,24.510955651601154,1.955256700515747,1.0,0.0,6.0,0.4,0.75,0.7013888888888888,0.6527777777777778,0.7013888888888888,0.6041666666666666,0.625,0.6512271265188853,0.6760476330916086,0.6264066298802694,1.3600917160511017,1.189723441998164,1.315834879875183,0.3037029380599658,0.24160845950245857,1.5560861825942993,1.859247903029124,2.855688134829203,0.07288870339592297,0.00906031757282714,0.04668258440991243,0.12549924043317637,1.0708830455938976,1.129409521818161,0.7837837837837838,0.7978835978835979,0.8333333333333333,0.7731244064577399,0.7837837837837838,0.7837837837837838,0.7837837837837838,1.1286149621009827,0.7837837837837838,0.7794933461600129,0.8257575757575758,0.8262430781404047,-0.22159090909090917,0.7731244064577399,7e-05,3.5e-05,0.5,28.873714685440063
14,4.228161116441091,2.6729145844777427,1.4789341688156128,1.5919739107290904,-0.17409086599946022,1.607473721106847,0.739819606145223,26.64260498682658,2.1327485839525857,1.0,0.0,6.0,0.45,0.8333333333333334,0.5763888888888888,0.625,0.5763888888888888,0.5694444444444444,0.6458333333333334,0.739819606145223,0.7438297172387441,0.7358094851175944,1.607473721106847,1.2199088782072067,1.225079168876012,0.3019674668709437,0.24064460148413977,1.3963708380858104,1.8220674693584442,3.108510891596476,0.08052466188867886,0.010026858653873205,0.04654569706569115,0.1366550661623478,1.2952128648757935,1.1124002486467361,0.7837837837837838,0.8743827160493827,0.8101851851851851,0.805612615416537,0.7837837837837838,0.7837837837837838,0.7837837837837838,1.0810092836618423,0.8648648648648649,0.8949294532627865,0.9015151515151515,0.9045154973747803,-0.33207070707070707,0.805612615416537,7e-05,3.5e-05,0.5,28.332611322402954
15,4.035792827606201,2.4268340269724527,1.4672888120015461,1.2793935934702556,-0.11908484040759504,1.6446842849254608,0.7026544411977133,26.886340300242107,1.9676798184712727,1.0,0.0,6.0,0.5,0.9166666666666666,0.6805555555555556,0.6527777777777778,0.6805555555555556,0.6388888888888888,0.5694444444444444,0.7026544411977133,0.667506992816925,0.7378018895785013,1.6446842849254608,1.0870408316453297,1.2356484333674114,0.2919943605860074,0.2365078702569008,1.45038906733195,1.793199320634206,2.8503833413124084,0.08565167523920536,0.010839944239705801,0.05318093051513036,0.14793894936641058,1.306425725420316,1.1973013579845428,0.8918918918918919,0.8814814814814814,0.9398148148148149,0.8840110506777175,0.8918918918918919,0.8918918918918919,0.8918918918918919,1.185609757900238,0.8648648648648649,0.861503928170595,0.8863636363636364,0.8857455430944295,-0.24747474747474751,0.8840110506777175,7e-05,3.5e-05,0.5,27.0860755443573
16,4.2201659480730696,2.485396146774292,1.4777792046467464,1.343489279349645,-0.10946250963024795,1.7676085631052654,0.721600184837977,26.886010487874348,2.055172880490621,1.0,0.0,6.0,0.55,1.0,0.6597222222222222,0.6458333333333334,0.6597222222222222,0.6736111111111112,0.6180555555555556,0.721600184837977,0.8029129604498545,0.6402874191602071,1.7676085631052654,1.1171599527200062,1.1397936195135117,0.2864391729235649,0.23369453102350235,1.2271361152331035,1.7333310345808666,2.831463396549225,0.09166053434213002,0.011684726690873504,0.049085443218549095,0.15599980081121126,1.4157316982746124,1.2013385891914368,0.8648648648648649,0.8722222222222222,0.925925925925926,0.861503928170595,0.8648648648648649,0.8648648648648649,0.8648648648648649,1.1982133984565735,0.8648648648648649,0.861503928170595,0.8863636363636364,0.8837686485450713,-0.2127525252525252,0.861503928170595,7e-05,3.5e-05,0.5,28.029520511627197
17,4.193372825781505,2.5123718778292337,1.6180035968621571,1.1924910694360733,-0.11846343179543813,1.716540018717448,0.7348688443501791,26.87391471862793,2.043535669644674,1.0,0.0,6.0,0.6,1.0,0.7708333333333334,0.6111111111111112,0.7708333333333334,0.7083333333333334,0.5902777777777778,0.7348688443501791,0.7920681039492289,0.6776695847511292,1.716540018717448,1.155791272719701,1.0113898018995922,0.2853432446718216,0.2313281918565432,1.3433327575524647,1.7334355612595875,2.7168209155400596,0.09130983613431454,0.011566409841179848,0.05373330942044655,0.15600920716921488,1.3584104577700298,1.1776872873306274,0.8918918918918919,0.8841269841269841,0.925925925925926,0.8878775545442212,0.8918918918918919,0.8918918918918919,0.8918918918918919,1.181397169828415,0.8648648648648649,0.8658797992131325,0.9015151515151515,0.8957027286830459,-0.19318181818181812,0.8878775545442212,7e-05,3.5e-05,0.5,28.52443528175354
18,4.078318953514099,2.4268486400445304,1.5052645405133565,1.2287787546714146,-0.04631562499950329,1.6653650502363841,0.6719342569510142,26.33831723531087,1.9287017981211345,1.0,0.0,6.0,0.65,1.0,0.7361111111111112,0.5486111111111112,0.7361111111111112,0.7569444444444444,0.625,0.6719342569510142,0.7060547570387522,0.6378137667973837,1.6653650502363841,1.0704726974169414,1.0496571113665898,0.2774910305937131,0.22903562461336455,1.4225701093673706,1.7452571193377178,2.6058144768079123,0.0887971284488837,0.011451781416932741,0.05690280317018429,0.15707314511140189,1.3029072384039562,0.9015523940324783,0.9459459459459459,0.9222222222222223,0.9722222222222222,0.9347442680776015,0.9459459459459459,0.9459459459459459,0.9459459459459459,0.919527992606163,0.918918918918919,0.9122975789642456,0.9166666666666666,0.9061152090873941,-0.1597222222222222,0.9347442680776015,7e-05,3.5e-05,0.5,28.766061544418335
19,3.991779069105784,2.3495309551556907,1.410661776860555,1.251825600862503,-0.11348351649940014,1.6762931446234386,0.6516881883144379,25.831029733022053,1.8691727916399639,1.0,0.0,6.0,0.7,1.0,0.7430555555555556,0.7013888888888888,0.7430555555555556,0.7361111111111112,0.6736111111111112,0.6516881883144379,0.7093663911024729,0.5940099855264028,1.6762931446234386,1.16771333416303,1.0419896692037582,0.273444727063179,0.2273865652581056,1.2869310677051544,1.6521997153759003,2.646217107772827,0.08750231005251408,0.011369328402603665,0.05147724195073048,0.1486979809900125,1.3231085538864136,1.1889140903949738,0.9459459459459459,0.9629629629629629,0.9629629629629629,0.9555555555555555,0.9459459459459459,0.9459459459459459,0.9459459459459459,1.1075241416692734,0.972972972972973,0.9775533108866442,0.8939393939393939,0.8864087326067239,-0.15782828282828276,0.9555555555555555,7e-05,3.5e-05,0.5,27.54683780670166
20,3.741362472375234,2.2007601956526437,1.314796467622121,1.18128498395284,-0.15065113175660372,1.5857976178328197,0.6326020061969757,24.893428166707356,1.818741778532664,1.0,0.0,6.0,0.75,1.0,0.7430555555555556,0.6736111111111112,0.7430555555555556,0.7083333333333334,0.6944444444444444,0.6326020061969757,0.6461504201094309,0.6190535773833593,1.5857976178328197,1.1178960651159286,1.0561218361059825,0.2705266823371251,0.22661393135786057,1.2640034357706706,1.6478895048300426,2.4639204144477844,0.08656853561600049,0.011330696831767758,0.05056013694653908,0.14831006402770677,1.2319602072238922,1.0240791887044907,0.8648648648648649,0.8703703703703703,0.9166666666666666,0.8703222703222703,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.9852643609046936,0.8648648648648649,0.8640334973668307,0.9166666666666666,0.9043169249051601,-0.20833333333333326,0.8703222703222703,7e-05,3.5e-05,0.5,26.924906730651855
