epoch,train_loss,train_loss_cls,train_loss_cls_source,train_loss_cls_target,train_loss_tal,train_loss_dual_g,train_loss_dual_d,train_grad_norm_main,train_grad_norm_discriminator,train_grad_clip_fraction_main,train_grad_clip_fraction_discriminator,train_discriminator_steps,train_adversarial_scale,train_module_c_scale,train_acc,train_acc_source,train_acc_target,train_acc_source_like,train_acc_target_like,train_dual_d_discriminator_total,train_dual_d_discriminator_primary,train_dual_d_discriminator_auxiliary,train_dual_d_generator_total,train_dual_d_adv_primary,train_dual_d_adv_auxiliary,train_dual_d_cycle,train_dual_d_identity,train_dual_d_contrastive,train_dual_d_prototype_contrastive,train_dual_d_classification_feedback,train_dual_d_weighted_cycle,train_dual_d_weighted_identity,train_dual_d_weighted_contrastive,train_dual_d_weighted_prototype_contrastive,train_dual_d_weighted_classification_feedback,val_loss,val_acc,val_precision_macro_present,val_recall_macro_present,val_f1_macro_present,val_precision_micro,val_recall_micro,val_f1_micro,val_raw_loss,val_raw_acc,val_raw_f1_macro_present,train_full_acc,train_full_f1_macro_present,train_sampled_minus_full_acc,monitor_value,monitor_selection_score,monitor_stability_window,checkpoint_selection_eligible,checkpoint_selection_min_epoch,lr_scheduler_active,lr_main,lr_discriminator,lr_discriminator_to_main_ratio,cuda_peak_allocated_gb,cuda_peak_reserved_gb,train_seconds,val_seconds,raw_eval_seconds,train_eval_seconds,epoch_seconds
1,5.884991725285848,5.909567356109619,3.2367215553919473,3.144524415334066,-0.08191886420051257,0.0,0.0,34.13938236236572,0.0,1.0,0.0,0.0,0.0,0.0,0.07291666666666667,0.08333333333333333,0.07291666666666667,0.07291666666666667,0.09375,0.0,0.0,0.0,0.0,1.1868369281291962,0.26996230830748874,0.3531000316143036,0.26901056865851086,1.6119448741277058,1.7639734148979187,6.444336811701457,0.0,0.0,0.0,0.0,0.0,2.489447593688965,0.19230769230769232,0.10227272727272728,0.16666666666666666,0.12037037037037039,0.19230769230769232,0.19230769230769232,0.19230769230769232,2.500268578529358,0.19230769230769232,0.1259259259259259,0.1875,0.12904496387381068,-0.11458333333333333,0.12037037037037039,-inf,4,False,40,False,7e-05,2.4e-05,0.3428571428571429,4.087424278259277,29.146484375,0.988224983215332,0.38086462020874023,0.3816967010498047,0.4292917251586914,2.1804020404815674
2,4.857585986455281,4.945112943649292,2.621544361114502,2.7336101134618125,-0.2917561853925387,0.0,0.0,28.5000638961792,0.0,1.0,0.0,0.0,0.0,0.0,0.15625,0.1875,0.15625,0.15625,0.16666666666666666,0.0,0.0,0.0,0.0,1.1435251633326213,0.33198073009649914,0.354869748155276,0.2727562189102173,1.6348303357760112,1.81153404712677,5.546319087346395,0.0,0.0,0.0,0.0,0.0,2.13996422290802,0.23076923076923078,0.07282913165266107,0.19999999999999998,0.10353535353535354,0.23076923076923078,0.23076923076923078,0.23076923076923078,,,,,,,0.10353535353535354,-inf,4,False,40,False,7e-05,2.4e-05,0.3428571428571429,4.084860801696777,29.146484375,0.9461143016815186,0.3771986961364746,0.0,0.0,1.3235526084899902
3,4.593979835510254,4.678984006245931,2.4817660649617515,2.5849624077479043,-0.28334694107373554,0.0,0.0,26.38412570953369,0.0,1.0,0.0,0.0,0.0,0.0,0.22916666666666666,0.2604166666666667,0.22916666666666666,0.2708333333333333,0.23958333333333334,0.0,0.0,0.0,0.0,1.059119572242101,0.29241038858890533,0.35661597549915314,0.27300697565078735,1.5978094339370728,1.7794050971666973,5.028101205825806,0.0,0.0,0.0,0.0,0.0,2.0547627210617065,0.2692307692307692,0.2601010101010101,0.2833333333333333,0.21450617283950615,0.2692307692307692,0.2692307692307692,0.2692307692307692,,,,,,,0.21450617283950615,-inf,4,False,40,False,7e-05,2.4e-05,0.3428571428571429,4.084860801696777,29.146484375,0.7984030246734619,0.3799002170562744,0.0,0.0,1.1785264015197754
4,4.1396790742874146,4.246561010678609,2.273613174756368,2.321114977200826,-0.3562728762626648,0.0,0.0,25.402182579040527,0.0,1.0,0.0,0.0,0.0,0.0,0.28125,0.3020833333333333,0.28125,0.2604166666666667,0.1875,0.0,0.0,0.0,0.0,1.0892402132352192,0.34834951162338257,0.3575700968503952,0.27146655817826587,1.5664690136909485,1.761027991771698,4.545511563618978,0.0,0.0,0.0,0.0,0.0,2.013344168663025,0.19230769230769232,0.032051282051282055,0.16666666666666666,0.05376344086021506,0.19230769230769232,0.19230769230769232,0.19230769230769232,,,,,,,0.05376344086021506,0.05376344086021506,4,False,40,False,7e-05,2.4e-05,0.3428571428571429,4.084860801696777,29.146484375,0.6877920627593994,0.4757423400878906,0.0,0.0,1.1637721061706543
5,4.044455607732137,4.152117133140564,2.234829068183899,2.255633076032003,-0.3588719392816226,0.0,0.0,24.38016986846924,0.0,1.0,0.0,0.0,0.0,0.0,0.3125,0.3229166666666667,0.3125,0.4375,0.3125,0.0,0.0,0.0,0.0,1.1186261971791585,0.3557519813378652,0.35446057220300037,0.27138882378737134,1.534889241059621,1.7737183968226116,4.389001846313477,0.0,0.0,0.0,0.0,0.0,1.8516178131103516,0.23076923076923078,0.20138888888888887,0.25,0.1685823754789272,0.23076923076923078,0.23076923076923078,0.23076923076923078,1.8090394735336304,0.23076923076923078,0.17521367521367517,0.2708333333333333,0.19421101774042948,0.16666666666666669,0.1685823754789272,0.05376344086021506,4,False,40,False,7e-05,2.4e-05,0.3428571428571429,4.084860801696777,29.146484375,0.7105612754821777,0.373837947845459,0.38086962699890137,0.4265129566192627,1.8920660018920898
6,3.6388254165649414,3.7194443543752036,1.8909958004951477,2.151115914185842,-0.26872964203357697,0.0,0.0,22.64144738515218,0.0,1.0,0.0,0.0,0.0,0.08333333333333333,0.3333333333333333,0.4583333333333333,0.3333333333333333,0.40625,0.3541666666666667,0.0,0.0,0.0,0.0,1.013156533241272,0.3021627912918727,0.35694701969623566,0.2709136853615443,1.5707030495007832,1.7400051951408386,4.1646648645401,0.0,0.0,0.0,0.0,0.0,1.6416125297546387,0.2692307692307692,0.24166666666666667,0.2916666666666667,0.2148148148148148,0.2692307692307692,0.2692307692307692,0.2692307692307692,,,,,,,0.2148148148148148,0.05376344086021506,4,False,40,False,7e-05,2.4e-05,0.3428571428571429,4.084860801696777,29.146484375,0.6960558891296387,0.3751704692840576,0.0,0.0,1.0714633464813232
7,3.50127375125885,3.5893249114354453,1.9441975553830464,1.9354437788327534,-0.29350383083025616,0.0,0.0,22.525051752726238,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.4583333333333333,0.46875,0.4583333333333333,0.4270833333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0005449851353962,0.2677161594231923,0.3560045560201009,0.2721090316772461,1.500977357228597,1.7207756439844768,3.9685771067937217,0.0,0.0,0.0,0.0,0.0,1.4604470133781433,0.4230769230769231,0.3333333333333333,0.5,0.3833333333333333,0.4230769230769231,0.4230769230769231,0.4230769230769231,,,,,,,0.3833333333333333,0.05376344086021506,4,False,40,False,7e-05,2.4e-05,0.3428571428571429,4.084860801696777,29.146484375,0.9645326137542725,0.3792142868041992,0.0,0.0,1.3439855575561523
8,3.2611703077952066,3.3292755683263144,1.8923872311909993,1.6904568870862324,-0.22701744735240936,0.0,0.0,21.25263023376465,0.0,1.0,0.0,0.0,0.0,0.25,0.5208333333333334,0.4791666666666667,0.5208333333333334,0.40625,0.46875,0.0,0.0,0.0,0.0,1.01346222559611,0.27788078288237256,0.3547980487346649,0.2723034421602885,1.4712271690368652,1.7203479409217834,3.745253602663676,0.0,0.0,0.0,0.0,0.0,1.5334050059318542,0.46153846153846156,0.54004329004329,0.5625,0.4263888888888889,0.46153846153846156,0.46153846153846156,0.46153846153846156,,,,,,,0.4263888888888889,0.1685823754789272,4,False,40,False,7e-05,2.4e-05,0.3428571428571429,4.084860801696777,29.146484375,0.6116652488708496,0.37764430046081543,0.0,0.0,0.9895281791687012
9,2.9686123530069985,3.0635248025258384,1.6680092612902324,1.6417828798294067,-0.320988396803538,0.0013840899337083101,0.8282599449157715,19.3511225382487,2.3076534271240234,1.0,0.0,3.0,0.05,0.3333333333333333,0.5208333333333334,0.53125,0.5208333333333334,0.5729166666666666,0.4479166666666667,0.8282599449157715,0.6906814376513163,0.9658384720484415,0.0013840899337083101,1.0203037758668263,0.363786056637764,0.35475515325864154,0.27073625723520917,1.5144483248392742,1.6907732288042705,3.6604103247324624,0.0,0.0,0.0,0.0,0.0,1.7218469381332397,0.4230769230769231,0.35353535353535354,0.5,0.3680555555555555,0.4230769230769231,0.4230769230769231,0.4230769230769231,,,,,,,0.3680555555555555,0.2148148148148148,4,False,40,False,7e-05,2.4e-05,0.3428571428571429,4.085799694061279,29.146484375,0.7968792915344238,0.3800220489501953,0.0,0.0,1.1771371364593506
10,3.1535843213399253,3.250221927960714,1.8287028471628826,1.6723753809928894,-0.33033428837855655,0.002462675872569283,1.0299772421518962,21.16341272989909,2.5243759950002036,1.0,0.0,3.0,0.1,0.4166666666666667,0.5416666666666666,0.5104166666666666,0.5416666666666666,0.5208333333333334,0.5833333333333334,1.0299772421518962,0.8029240767161051,1.2570303281148274,0.002462675872569283,0.9781169593334198,0.2532208909591039,0.3543745279312134,0.27224839230378467,1.4958886504173279,1.6728823979695637,3.565983215967814,0.0,0.0,0.0,0.0,0.0,1.4514800310134888,0.5384615384615384,0.4994047619047619,0.6,0.5081474081474081,0.5384615384615384,0.5384615384615384,0.5384615384615384,1.4671984910964966,0.5384615384615384,0.5225977725977725,0.5729166666666666,0.5818973725743981,-0.05208333333333326,0.5081474081474081,0.3680555555555555,4,False,40,False,7e-05,2.4e-05,0.3428571428571429,4.085799694061279,29.146484375,0.8156507015228271,0.3721964359283447,0.38018059730529785,0.44476771354675293,2.013047218322754
