run_dir,run,variant,domain,iteration,seed,metrics_path,epochs,best_epoch,best_val_acc,best_val_precision,best_val_recall,best_val_f1,best_val_correct,best_val_total,best_val_errors,best_val_acc_wilson_low,best_val_acc_wilson_high,best_train_full_acc,generalization_gap,feature_embeddings,result_path,best_train_acc_source_like,best_train_dual_d_cycle,best_train_dual_d_generator_total,best_train_dual_d_prototype_contrastive,best_train_dual_d_adv_primary,best_train_dual_d_classification_feedback,best_train_dual_d_adv_auxiliary,best_train_acc_target_like,best_train_dual_d_contrastive,best_train_dual_d_identity
runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_逆光_20260830_155841,module_c_full_逆光_20260830_155841/metrics_iter01,full,逆光,1,45,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_逆光_20260830_155841/metrics_iter01.csv,47,35.0,1.0,1.0,1.0,1.0,37.0,37.0,0.0,0.9059390425448564,1.0,1.0,0.0,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_逆光_20260830_155841/feature_embeddings_iter01.npz,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_逆光_20260830_155841/result_summary_iter01.json,0.9722222222222222,0.22989274561405182,0.4089194999800788,1.3448567522896662,0.6442213985655043,1.591915898852878,0.6410290830665164,0.9375,1.1710785097546048,0.21002469791306388
runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_逆光_20260830_155841,module_c_full_逆光_20260830_155841/metrics_iter02,full,逆光,2,46,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_逆光_20260830_155841/metrics_iter02.csv,45,33.0,1.0,1.0,1.0,1.0,37.0,37.0,0.0,0.9059390425448564,1.0,,,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_逆光_20260830_155841/feature_embeddings_iter02.npz,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_逆光_20260830_155841/result_summary_iter02.json,0.9513888888888888,0.2417010698053572,0.4279379579755995,1.3735627200868394,0.5700878633393182,1.6621555619769626,0.841391576661004,0.9097222222222222,1.2607807715733845,0.22313747803370157
runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_逆光_20260830_155841,module_c_full_逆光_20260830_155841/metrics_iter03,full,逆光,3,47,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_逆光_20260830_155841/metrics_iter03.csv,47,35.0,1.0,1.0,1.0,1.0,37.0,37.0,0.0,0.9059390425448564,1.0,1.0,0.0,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_逆光_20260830_155841/feature_embeddings_iter03.npz,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_逆光_20260830_155841/result_summary_iter03.json,0.9444444444444444,0.24089155925644767,0.4109641710917155,1.2595204247368708,0.6177865995301141,1.6607706546783447,0.5232114725642734,0.9166666666666666,1.1231121685769823,0.2127720316251119
runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_雨天_20260830_155841,module_c_full_雨天_20260830_155841/metrics_iter01,full,雨天,1,48,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_雨天_20260830_155841/metrics_iter01.csv,42,30.0,1.0,1.0,1.0,1.0,26.0,26.0,0.0,0.8712669561953784,1.0,0.96875,-0.03125,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_雨天_20260830_155841/feature_embeddings_iter01.npz,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_雨天_20260830_155841/result_summary_iter01.json,0.9895833333333334,0.30090570946534473,1.0825767318407695,1.1649661262830098,1.3215173880259197,1.5808229049046834,0.9859139124552408,0.9270833333333334,1.1356122493743896,0.23843380560477576
runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_雨天_20260830_155841,module_c_full_雨天_20260830_155841/metrics_iter02,full,雨天,2,49,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_雨天_20260830_155841/metrics_iter02.csv,51,39.0,1.0,1.0,1.0,1.0,26.0,26.0,0.0,0.8712669561953784,1.0,,,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_雨天_20260830_155841/feature_embeddings_iter02.npz,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_雨天_20260830_155841/result_summary_iter02.json,1.0,0.2881285200516383,0.9422490000724792,0.9085307121276855,0.5851452946662903,1.396999438603719,0.7412111163139343,0.9583333333333334,0.9421837329864502,0.2305681879321734
runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_雨天_20260830_155841,module_c_full_雨天_20260830_155841/metrics_iter03,full,雨天,3,50,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_雨天_20260830_155841/metrics_iter03.csv,46,34.0,1.0,1.0,1.0,1.0,26.0,26.0,0.0,0.8712669561953784,1.0,,,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_雨天_20260830_155841/feature_embeddings_iter03.npz,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_雨天_20260830_155841/result_summary_iter03.json,1.0,0.28485581775506336,1.0283726453781128,1.0909075736999512,0.8111942410469055,1.5305250485738118,0.5944372415542603,0.9166666666666666,1.0295483469963074,0.22639766335487366
runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_黑天_20260830_155841,module_c_full_黑天_20260830_155841/metrics_iter01,full,黑天,1,42,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_黑天_20260830_155841/metrics_iter01.csv,50,25.0,0.9916666666666667,0.9791666666666667,0.9886363636363636,0.9826839826839827,119.0,120.0,1.0,0.9543025846256777,0.9985274821693252,0.9978494623655914,0.006182795698924659,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_黑天_20260830_155841/feature_embeddings_iter01.npz,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_黑天_20260830_155841/result_summary_iter01.json,0.9979166666666667,0.20110493749380112,0.6386879265308381,0.4211571266253789,0.3633081614971161,0.8574288467566172,0.40664580712715787,0.9958333333333333,0.4182500809431076,0.17780280162890752
runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_黑天_20260830_155841,module_c_full_黑天_20260830_155841/metrics_iter02,full,黑天,2,43,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_黑天_20260830_155841/metrics_iter02.csv,50,35.0,0.9916666666666667,0.9791666666666667,0.9886363636363636,0.9826839826839827,119.0,120.0,1.0,0.9543025846256777,0.9985274821693252,1.0,0.008333333333333304,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_黑天_20260830_155841/feature_embeddings_iter02.npz,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_黑天_20260830_155841/result_summary_iter02.json,1.0,0.1523662954568863,0.6094686885674795,0.35882466634114585,0.5031378944714864,0.8278552114963531,0.385358793536822,1.0,0.3280667722225189,0.1540864571928978
runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_黑天_20260830_155841,module_c_full_黑天_20260830_155841/metrics_iter03,full,黑天,3,44,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_黑天_20260830_155841/metrics_iter03.csv,60,45.0,0.9916666666666667,0.9953703703703703,0.9886363636363636,0.9916891284815813,119.0,120.0,1.0,0.9543025846256777,0.9985274821693252,1.0,0.008333333333333304,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_黑天_20260830_155841/feature_embeddings_iter03.npz,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_full_黑天_20260830_155841/result_summary_iter03.json,1.0,0.12641420140862464,0.5927059133847554,0.2988002071777979,0.4911436637242635,0.8095649222532908,0.537955591082573,1.0,0.2675926114122073,0.13615776598453522
runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_no_classification_feedback_逆光_20260830_174241,module_c_no_classification_feedback_逆光_20260830_174241/metrics_iter01,no_classification_feedback,逆光,1,45,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_no_classification_feedback_逆光_20260830_174241/metrics_iter01.csv,46,34.0,1.0,1.0,1.0,1.0,37.0,37.0,0.0,0.9059390425448564,1.0,,,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_no_classification_feedback_逆光_20260830_174241/feature_embeddings_iter01.npz,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_no_classification_feedback_逆光_20260830_174241/result_summary_iter01.json,0.9097222222222222,0.13788540495766533,0.15609115362167358,1.4162691169314914,0.4755899773703681,1.7971204386817083,0.3910120460722182,0.8888888888888888,1.2153006792068481,0.28658995032310486
runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_no_classification_feedback_逆光_20260830_174241,module_c_no_classification_feedback_逆光_20260830_174241/metrics_iter02,no_classification_feedback,逆光,2,46,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_no_classification_feedback_逆光_20260830_174241/metrics_iter02.csv,51,39.0,1.0,1.0,1.0,1.0,37.0,37.0,0.0,0.9059390425448564,1.0,,,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_no_classification_feedback_逆光_20260830_174241/feature_embeddings_iter02.npz,runs/module_c_v11_ablation_60/module_c_20260830_155840/module_c_no_classification_feedback_逆光_20260830_174241/result_summary_iter02.json,0.9236111111111112,0.12901586459742653,0.15295089615715873,1.3766429424285889,0.3721374637550778,1.7575191259384155,0.5324419571293725,0.8819444444444444,1.1451134814156427,0.31178854571448433
