run,variant,domain,iteration,seed,target_raw_silhouette,target_translated_silhouette,target_silhouette_gain,source_target_raw_class_centroid_distance,source_target_translated_class_centroid_distance,class_centroid_alignment_gain,source_target_raw_coral,source_target_translated_coral,coral_alignment_gain,source_target_raw_prototype_diagonal,source_target_translated_prototype_diagonal,prototype_diagonal_gain,source_target_raw_prototype_margin,source_target_translated_prototype_margin,prototype_margin_gain,source_target_raw_prototype_top1,source_target_translated_prototype_top1,prototype_top1_gain,source_cycle_cosine_error,target_cycle_cosine_error,cycle_cosine_error,source_identity_cosine_error,target_identity_cosine_error,identity_cosine_error
module_c_full_逆光_20260830_155841/metrics_iter01,full,逆光,1,45,0.37222750874014193,0.39067188203196174,0.018444373291819804,0.7803388382825587,0.7697443920705054,0.010594446212053299,0.0024581363298275855,0.0025228858221847924,-6.474949235720688e-05,0.2196611613035202,0.2302556335926056,0.010594472289085388,0.10018607974052429,0.11329037696123123,0.01310429722070694,1.0,1.0,0.0,0.023077159709150367,0.027145320242185418,0.025111239975667894,0.021171510676499514,0.024179362158698682,0.022675436417599098
module_c_full_逆光_20260830_155841/metrics_iter02,full,逆光,2,46,0.34170559270892775,0.35309827235749297,0.011392679648565218,0.7396006708343824,0.7306783381435606,0.008922332690821766,0.0030066877415649224,0.003124790343331207,-0.00011810260176628451,0.26039934158325195,0.26932165026664734,0.008922308683395386,0.06372345983982086,0.07897284626960754,0.015249386429786682,0.7777777777777778,0.7777777777777778,0.0,0.02439913264365162,0.029505950752434038,0.02695254169804283,0.021691265103881405,0.026022019381834034,0.023856642242857717
module_c_full_逆光_20260830_155841/metrics_iter03,full,逆光,3,47,0.3860940186695265,0.4016815630598931,0.015587544390366637,0.7136840340163972,0.6994096669885848,0.014274367027812485,0.0028512224618437144,0.0029073477213878525,-5.61252595441381e-05,0.2863159775733948,0.3005903661251068,0.014274388551712036,0.09880971908569336,0.11459328234195709,0.015783563256263733,1.0,1.0,0.0,0.026382711594351002,0.030448268913862864,0.02841549025410693,0.02218800991731913,0.024154298007545906,0.023171153962432516
module_c_full_雨天_20260830_155841/metrics_iter01,full,雨天,1,48,0.51547359272007,0.522925666686974,0.00745207396690406,0.9353104379648963,0.9327536045263211,0.002556833438575268,0.010290980527703542,0.01043360161034127,-0.00014262108263772728,0.06468957662582397,0.06724638491868973,0.002556808292865753,0.04561612382531166,0.04760555550456047,0.00198943167924881,1.0,0.8333333333333334,-0.16666666666666663,0.02946295658452638,0.056287262902778884,0.042875109743652634,0.01756314366939415,0.03439947503658434,0.025981309352989243
module_c_full_雨天_20260830_155841/metrics_iter02,full,雨天,2,49,0.5713934217164469,0.5909041836738141,0.01951076195736723,0.8142096325755119,0.8156996183097363,-0.0014899857342243195,0.013029832408801276,0.01315290991310482,-0.00012307750430354432,0.18579035997390747,0.18430036306381226,-0.0014899969100952148,0.0832814872264862,0.1025264635682106,0.019244976341724396,0.8333333333333334,0.8333333333333334,0.0,0.03352387009183059,0.055082867275627695,0.04430336868372914,0.020857917506021954,0.033151147848663444,0.0270045326773427
module_c_full_雨天_20260830_155841/metrics_iter03,full,雨天,3,50,0.5595009506078853,0.5746435211322597,0.015142570524374399,0.8562435985853275,0.8545394949615002,0.0017041036238273355,0.006430259613701214,0.006576340418193382,-0.00014608080449216802,0.14375637471675873,0.14546050131320953,0.0017041265964508057,0.042740244418382645,0.05134719982743263,0.008606955409049988,0.8333333333333334,0.8333333333333334,0.0,0.03211611036590195,0.04903782659385618,0.040576968479879065,0.02020024255560412,0.03020789070257003,0.025204066629087075
module_c_full_黑天_20260830_155841/metrics_iter01,full,黑天,1,42,0.496855846861673,0.5241670413549129,0.027311194493239876,0.4645926058292389,0.4464561305940151,0.01813647523522377,0.001724341167831264,0.0017609706040147772,-3.662943618351318e-05,0.5354074239730835,0.5535438656806946,0.018136441707611084,0.3911110758781433,0.41237130761146545,0.021260231733322144,1.0,1.0,0.0,0.016419188194987947,0.022917252471780777,0.019668220333384362,0.014603055821444017,0.023475096288055122,0.019039076054749568
module_c_full_黑天_20260830_155841/metrics_iter02,full,黑天,2,43,0.5630273143852847,0.5771024680524893,0.014075153667204576,0.40273991972208023,0.3920261263847351,0.010713793337345123,0.0012905347181923906,0.0013108681166200324,-2.0333398427641773e-05,0.597260057926178,0.6079738140106201,0.010713756084442139,0.39202913641929626,0.4112151265144348,0.01918599009513855,1.0,1.0,0.0,0.009700687689044828,0.011979912374748849,0.010840300031896838,0.011071219933748225,0.0162110826985041,0.013641151316126162
module_c_full_黑天_20260830_155841/metrics_iter03,full,黑天,3,44,0.6189452245425312,0.6380824949330709,0.019137270390539696,0.2957392707467079,0.2962966710329056,-0.0005574002861976624,0.0011818981939355165,0.0011740967159585096,7.801477977006921e-06,0.7042607069015503,0.7037032842636108,-0.0005574226379394531,0.5205832719802856,0.5360521078109741,0.015468835830688477,1.0,1.0,0.0,0.004988446084867835,0.00798756698224233,0.006488006533555083,0.008456635429134286,0.013109779394845407,0.010783207411989846
module_c_no_classification_feedback_逆光_20260830_174241/metrics_iter01,no_classification_feedback,逆光,1,45,0.3382818035693556,0.33432750408382034,-0.003954299485535273,0.8302254428466161,0.793419421546989,0.03680602129962718,0.0024208646818269708,0.002393156525942455,2.7708155884515785e-05,0.16977457702159882,0.20658057928085327,0.036806002259254456,0.0804348737001419,0.09712158143520355,0.016686707735061646,0.8888888888888888,0.8888888888888888,0.0,0.006481054335023331,0.008530654281260562,0.007505854308141947,0.040175572828995094,0.04176434852839712,0.040969960678696106
module_c_no_classification_feedback_逆光_20260830_174241/metrics_iter02,no_classification_feedback,逆光,2,46,0.351136619552717,0.35484931029469435,0.0037126907419773314,0.7709869576825036,0.7247026248110665,0.04628433287143707,0.0026241321777547583,0.00255666735714087,6.746482061388819e-05,0.22901302576065063,0.2752973735332489,0.04628434777259827,0.0683295801281929,0.08371570706367493,0.015386126935482025,0.6666666666666666,0.7777777777777778,0.11111111111111116,0.00619848948998394,0.008531678228972864,0.007365083859478402,0.045006186856341945,0.04331367769767128,0.04415993227700661
