epoch,train_loss,train_loss_cls,train_loss_cls_source,train_loss_cls_target,train_loss_tal,train_loss_dual_g,train_loss_dual_d,train_grad_norm_main,train_grad_norm_discriminator,train_adversarial_scale,train_acc,train_acc_source,train_acc_target,train_acc_source_like,train_acc_target_like,train_dual_d_discriminator_total,train_dual_d_discriminator_primary,train_dual_d_discriminator_auxiliary,train_dual_d_generator_total,train_dual_d_adv_primary,train_dual_d_adv_auxiliary,train_dual_d_cycle,train_dual_d_identity,train_dual_d_contrastive,train_dual_d_classification_feedback,val_loss,val_acc,val_precision_macro_present,val_recall_macro_present,val_f1_macro_present,val_precision_micro,val_recall_micro,val_f1_micro,val_raw_loss,val_raw_acc,val_raw_f1_macro_present,train_full_acc,train_full_f1_macro_present,train_sampled_minus_full_acc,monitor_value,lr_main,lr_discriminator,lr_discriminator_to_main_ratio,epoch_seconds
11,3.245936189379011,1.3799278906413488,0.6963024778025491,0.6836253958089011,0.132890449570758,1.8261411104883467,0.9382495582103729,8.237514223371234,2.0708225667476654,0.4,0.9776785714285714,0.9799107142857143,0.9776785714285714,0.9821428571428571,0.9888392857142857,0.9382495582103729,0.813330665230751,1.0631684362888336,1.8261411104883467,0.5784985061202731,0.4252645735229765,0.29820764490536283,0.37928236382348196,2.6443748814719066,1.3534851670265198,0.7008370757102966,0.9666666666666667,0.968584656084656,0.9878048780487805,0.9762312530237058,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.6726287007331848,0.9833333333333333,0.9890817268252665,0.956989247311828,0.9527522417319302,0.0251536098310291,0.9762312530237058,0.0003,0.0001,0.33333333333333337,10.916206359863281
12,3.1316706793648854,1.3284467373575484,0.6600114830902645,0.6684352712971824,0.09507516292589051,1.7747013909476144,0.9888390600681305,7.272227934428623,2.0901068449020386,0.4666666666666667,0.9799107142857143,0.9933035714285714,0.9799107142857143,0.9866071428571429,0.9933035714285714,0.9888390600681305,0.8937386870384216,1.0839394330978394,1.7747013909476144,0.4638052135705948,0.3697894364595413,0.2840758370501654,0.37969780819756643,2.567149809428624,1.3180625183241708,0.9073459357023239,0.8666666666666667,0.8762626262626262,0.9323511853999659,0.8833279833130936,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8433101177215576,0.8666666666666667,0.883382734105009,0.8236559139784946,0.8419077989524553,0.16295122887864832,0.8833279833130936,0.0003,0.0001,0.33333333333333337,10.681550979614258
13,3.0099539756774902,1.3111061879566737,0.6552610525063106,0.6558451567377362,-0.14477154905242579,1.742279248578208,1.1126129925251007,6.245859146118164,2.2814196944236755,0.5333333333333333,0.9866071428571429,0.9955357142857143,0.9866071428571429,0.9866071428571429,0.9888392857142857,1.1126129925251007,1.0129688084125519,1.2122571468353271,1.742279248578208,0.4032078619514193,0.2726140373519489,0.2652921697923115,0.3796164776597704,2.54334100655147,1.3002743976456779,0.7805770635604858,0.9166666666666666,0.9037990196078433,0.964235459662289,0.9227014652014652,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.7687481045722961,0.9083333333333333,0.9174679188472292,0.8881720430107527,0.894894254937874,0.0984350998463902,0.9227014652014652,0.0003,0.0001,0.33333333333333337,10.541757583618164
14,2.9492721217019215,1.2789222257477897,0.6329641427312579,0.6459580659866333,-0.0785012584445732,1.6939002786363875,1.281185358762741,5.174986703055246,2.354030668735504,0.6,0.984375,0.9910714285714286,0.984375,0.9955357142857143,0.9977678571428571,1.281185358762741,1.1594278812408447,1.4029428362846375,1.6939002786363875,0.31504872121981214,0.21619865830455506,0.2500153662902968,0.379753691809518,2.4995557410376414,1.2680744954517909,0.7645062506198883,0.9166666666666666,0.862202380952381,0.9559206037864575,0.8950354251012146,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.7602072805166245,0.925,0.9088174763832658,0.9290322580645162,0.913939361579387,0.06650345622119813,0.8950354251012146,0.0003,0.0001,0.33333333333333337,10.517301559448242
15,2.8797196660723006,1.2629388655935014,0.6387655436992645,0.624173321894237,-0.14606900938919612,1.6606014796665736,1.322599709033966,4.598770260810852,2.4152773022651672,0.6666666666666666,0.9977678571428571,0.9866071428571429,0.9977678571428571,0.9955357142857143,0.9955357142857143,1.322599709033966,1.2522414922714233,1.3929579555988312,1.6606014796665736,0.2585971493806158,0.20677308844668524,0.23118481040000916,0.38236050946371897,2.481677940913609,1.2466985498155867,0.7517251372337341,0.9333333333333333,0.9469537815126051,0.975609756097561,0.9550711425711426,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.7473032772541046,0.9166666666666666,0.9404839042896853,0.9161290322580645,0.9293062894752003,0.07940668202764978,0.9550711425711426,0.0003,0.0001,0.33333333333333337,11.163465976715088
16,2.868334855352129,1.2626094647816248,0.6305999117238181,0.6320095530578068,-0.2035956388073308,1.6668041093008858,1.3230534493923187,5.020455207143511,2.444372832775116,0.7333333333333333,0.9933035714285714,0.9955357142857143,0.9933035714285714,0.9955357142857143,0.9977678571428571,1.3230534493923187,1.2300027012825012,1.4161042273044586,1.6668041093008858,0.24792858213186264,0.2324651437146323,0.2144462519458362,0.3834637999534607,2.4535243851797923,1.2598264813423157,0.725045308470726,0.9416666666666667,0.9516782407407407,0.9745136226445876,0.9588817192590778,0.9416666666666667,0.9416666666666667,0.9416666666666667,0.7224459648132324,0.925,0.9483076700643389,0.9118279569892473,0.9211872486621504,0.08370775729646696,0.9588817192590778,0.0003,0.0001,0.33333333333333337,11.017061471939087
17,2.8177566698619296,1.2483558995383126,0.6197504528931209,0.6286054381302425,-0.25588188001087736,1.6461653539112635,1.2998615503311157,4.5012083905083795,2.3818774223327637,0.8,0.9977678571428571,0.9955357142857143,0.9977678571428571,1.0,0.9977678571428571,1.2998615503311157,1.1549938917160034,1.444729208946228,1.6461653539112635,0.28188579423086985,0.18414137831756047,0.2040647566318512,0.38056282699108124,2.4691570656640187,1.2409069538116455,0.693193793296814,0.9416666666666667,0.921875,0.9650669452498721,0.9374430884166361,0.9416666666666667,0.9416666666666667,0.9416666666666667,0.6698361784219742,0.9583333333333334,0.9493122686137392,0.9698924731182795,0.9634343207620402,0.03010752688172047,0.9374430884166361,0.0003,0.0001,0.33333333333333337,10.754379987716675
18,2.7938201938356673,1.2367273313658578,0.6212927188192096,0.6154346082891736,-0.2446046077779361,1.6304742779050554,1.3551981151103973,3.7622083766119823,2.436594069004059,0.8666666666666667,0.9977678571428571,0.9977678571428571,0.9977678571428571,0.9977678571428571,0.9955357142857143,1.3551981151103973,1.2555734813213348,1.4548227488994598,1.6304742779050554,0.26736120347465786,0.17556983764682496,0.19327664907489503,0.3791502054248537,2.458109770502363,1.2306800995554243,0.6531020849943161,0.9833333333333333,0.9849537037037037,0.9939024390243902,0.9890817268252665,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.6511857509613037,0.9833333333333333,0.9890817268252665,0.9827956989247312,0.9758761717626036,0.01497215821812592,0.9890817268252665,0.0003,0.0001,0.33333333333333337,10.266245126724243
19,2.7408347811017717,1.215651205607823,0.6062912557806287,0.6093599540846688,-0.2652253561786243,1.604751203741346,1.4658121764659882,3.3280687502452304,2.5707733035087585,0.9333333333333333,1.0,1.0,1.0,0.9955357142857143,1.0,1.4658121764659882,1.4160031080245972,1.5156211853027344,1.604751203741346,0.21913248939173563,0.17558536784989492,0.17938743212393352,0.37520753485815866,2.4146807874952043,1.2179886954171317,0.6878429800271988,0.9583333333333334,0.9347718253968254,0.9794793621013134,0.9529413071889254,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.6920755952596664,0.9583333333333334,0.955312364307425,0.9763440860215054,0.9652225998411397,0.01919162826420895,0.9529413071889254,0.0003,0.0001,0.33333333333333337,10.040073871612549
20,2.7130979810442244,1.2105521389416285,0.6062011974198478,0.6043509500367301,-0.2830815187522343,1.5874702845300948,1.3845636248588562,3.030439410890852,2.417814075946808,1.0,0.9977678571428571,0.9977678571428571,0.9977678571428571,0.9977678571428571,0.9977678571428571,1.3845636248588562,1.2679095566272736,1.5012177228927612,1.5874702845300948,0.2388227560690471,0.1831225688968386,0.17010884306260518,0.3728617067847933,2.364709768976484,1.205107263156346,0.6316873133182526,0.975,0.9639423076923078,0.989094746716698,0.9752688887199756,0.975,0.975,0.975,0.6284322440624237,0.9833333333333333,0.9822854614521281,0.989247311827957,0.9849350168140811,0.008520545314900096,0.9752688887199756,0.0003,0.0001,0.33333333333333337,10.356724977493286
21,2.7598098857062205,1.2107608829225813,0.6067320108413696,0.6040288763386863,-0.12770885122673853,1.5873616678374154,1.3961560726165771,3.6399915388652255,2.457553505897522,1.0,0.9955357142857143,0.9955357142857143,0.9955357142857143,0.9955357142857143,1.0,1.3961560726165771,1.232121765613556,1.5601903796195984,1.5873616678374154,0.2451708604182516,0.17539485543966293,0.15836620224373682,0.37159993180206846,2.376917770930699,1.2098502005849565,0.7546073645353317,0.8916666666666667,0.9322916666666666,0.9550891181988743,0.9285572562358275,0.8916666666666667,0.8916666666666667,0.8916666666666667,0.7012994885444641,0.9333333333333333,0.9533532272325376,0.9118279569892473,0.9329106806184012,0.08370775729646696,0.9285572562358275,0.0003,0.0001,0.33333333333333337,10.865621089935303
22,2.808037894112723,1.2028136168207442,0.5979632692677634,0.6048503347805568,0.05632750477109637,1.5883260028702872,1.3412992060184479,3.5429679240499223,2.3797654509544373,1.0,0.9955357142857143,1.0,0.9955357142857143,0.9888392857142857,1.0,1.3412992060184479,1.2272768318653107,1.455321580171585,1.5883260028702872,0.25317456998995375,0.18426652678421565,0.15188294436250413,0.3699894355876105,2.384855338505336,1.211655420916421,0.6871308237314224,0.9583333333333334,0.9367613636363636,0.9729234180453693,0.9493122686137392,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.6807865649461746,0.9583333333333334,0.9493122686137392,0.9827956989247312,0.9743026286601597,0.0060435867895545226,0.9493122686137392,0.0003,0.0001,0.33333333333333337,10.600441217422485
23,2.703704391207014,1.1957462344850813,0.5952988011496407,0.6004474418503898,-0.20438331764723575,1.569273156779153,1.322302520275116,2.7156838348933627,2.375739336013794,1.0,0.9977678571428571,0.9977678571428571,0.9977678571428571,1.0,1.0,1.322302520275116,1.2236181497573853,1.4209869503974915,1.569273156779153,0.2742210498877934,0.20593352722270147,0.14377768976347788,0.36653960815497805,2.371164321899414,1.1939254232815333,0.6464618891477585,0.9666666666666667,0.9684065934065934,0.9860459662288931,0.9754454722492697,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.6357075721025467,0.9833333333333333,0.9882143152070688,0.9849462365591398,0.9886391336825504,0.01505376344086018,0.9754454722492697,0.0003,0.0001,0.33333333333333337,10.567742824554443
24,2.7009662560054233,1.1858047076633997,0.58651259967259,0.5992921079908099,-0.14978383321847236,1.56009669814791,1.2088308930397034,2.6173868434769765,2.227704346179962,1.0,0.9955357142857143,1.0,0.9955357142857143,1.0,1.0,1.2088308930397034,1.13960862159729,1.2780531644821167,1.56009669814791,0.28189451673201155,0.2383546850511006,0.13666826167276927,0.36424720925944193,2.3390233516693115,1.187622947352273,0.6864476799964905,0.95,0.9563078703703703,0.9817073170731707,0.9646249402331826,0.95,0.95,0.9500000000000001,0.6688836812973022,0.95,0.956481018981019,0.9698924731182795,0.9747370408262691,0.03010752688172047,0.9646249402331826,0.0003,0.0001,0.33333333333333337,10.150108098983765
25,2.6977047409330095,1.179993442126683,0.5883004197052547,0.5916930181639535,-0.11319593925561224,1.5516700744628906,1.2536667585372925,1.9380716042859214,2.3413687348365784,1.0,1.0,1.0,1.0,1.0,1.0,1.2536667585372925,1.1401115953922272,1.3672218918800354,1.5516700744628906,0.28963526657649447,0.2342051374060767,0.1305830819266183,0.35285832413605284,2.3884311573845998,1.1775084563664027,0.6510476469993591,0.975,0.9732142857142857,0.989094746716698,0.9794240196078431,0.975,0.975,0.975,0.6390757411718369,0.975,0.9794240196078431,0.9763440860215054,0.9576150666853125,0.023655913978494647,0.9794240196078431,0.00015,5e-05,0.33333333333333337,9.95105266571045
26,2.6938772882734026,1.1790539281708854,0.5903183775288718,0.5887355378695897,-0.1312438760484968,1.5541964769363403,1.1534055471420288,2.1896609493664334,2.2046138048171997,1.0,1.0,1.0,1.0,1.0,1.0,1.1534055471420288,1.015191212296486,1.2916198670864105,1.5541964769363403,0.30505566618272234,0.25345937269074575,0.1243709469480174,0.3444064791713442,2.392870698656355,1.179652111870902,0.6658232063055038,0.95,0.9561298076923077,0.9799484052532833,0.9639272764272765,0.95,0.95,0.9500000000000001,0.661527156829834,0.9583333333333334,0.969551282051282,0.9806451612903225,0.9853900142146411,0.01935483870967747,0.9639272764272765,0.00015,5e-05,0.33333333333333337,10.334882736206055
27,2.6100692408425465,1.1733346240861076,0.584253613437925,0.5890810021332332,-0.3605776003428868,1.5449078849383764,1.1756935119628906,2.080876282283238,2.246949315071106,1.0,1.0,1.0,1.0,1.0,1.0,1.1756935119628906,1.0508348047733307,1.3005522191524506,1.5449078849383764,0.2890252641269139,0.2474678031035832,0.1212477588227817,0.3374331295490265,2.3948512928826466,1.174277927194323,0.6505131423473358,0.95,0.9558823529411765,0.9781894934333959,0.9618040293040293,0.95,0.95,0.9500000000000001,0.6557661145925522,0.95,0.9618040293040293,0.9827956989247312,0.9791774983705063,0.017204301075268824,0.9618040293040293,0.00015,5e-05,0.33333333333333337,10.710250854492188
28,2.541017549378531,1.1652295674596513,0.5824060908385685,0.582823463848659,-0.5080631779772895,1.5282069274357386,1.2031484842300415,1.4056470266410284,2.2372050285339355,1.0,1.0,1.0,1.0,1.0,1.0,1.2031484842300415,1.099841982126236,1.3064550161361694,1.5282069274357386,0.30687104165554047,0.24818881920405797,0.11846659226076943,0.3313995088849749,2.354873435837882,1.161410323211125,0.6055292189121246,0.9833333333333333,0.9849537037037037,0.9939024390243902,0.9890817268252665,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.606596440076828,0.9833333333333333,0.9890817268252665,0.9935483870967742,0.9947108965800555,0.006451612903225823,0.9890817268252665,0.00015,5e-05,0.33333333333333337,10.783266305923462
29,2.5306768247059415,1.1652653898511613,0.5817305786269051,0.5835348282541547,-0.5576881957905633,1.5327178835868835,1.1463961005210876,1.7045716771057673,2.1655362248420715,1.0,1.0,1.0,1.0,1.0,1.0,1.1463961005210876,1.103159099817276,1.1896331012248993,1.5327178835868835,0.2967368279184614,0.27096253420625416,0.1154887175985745,0.32275199464389254,2.353391408920288,1.1667268361364092,0.6296750158071518,0.975,0.9732142857142857,0.989094746716698,0.9794240196078431,0.975,0.975,0.975,0.6285795569419861,0.975,0.9794240196078431,0.989247311827957,0.9885866978999079,0.010752688172043001,0.9794240196078431,0.00015,5e-05,0.33333333333333337,10.750450611114502
30,2.5197703327451433,1.1587170021874564,0.5803537837096623,0.5783632184777941,-0.5705626394067492,1.532222134726388,1.1221806406974792,1.4265457391738892,2.117569088935852,1.0,1.0,1.0,1.0,1.0,1.0,1.1221806406974792,1.0475377887487411,1.1968235075473785,1.532222134726388,0.32257731897490366,0.3027733511158398,0.11382564795868737,0.3144240251609257,2.3509751898901805,1.1619555268968855,0.6442505419254303,0.9666666666666667,0.968584656084656,0.9878048780487805,0.9762312530237058,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.6374102979898453,0.975,0.9824780073242576,0.9849462365591398,0.98802922131828,0.01505376344086018,0.9762312530237058,0.00015,5e-05,0.33333333333333337,10.654983758926392
31,2.5170398269380843,1.1602614436830794,0.580253507409777,0.580007940530777,-0.5832543543406895,1.5317546810422624,1.1905273795127869,1.4287907438618797,2.2450348138809204,1.0,1.0,1.0,1.0,1.0,1.0,1.1905273795127869,1.1691806018352509,1.2118741571903229,1.5317546810422624,0.3222048154899052,0.298992463520595,0.1114077637238162,0.30648042474474224,2.3897842850003923,1.159628621169499,0.5962929427623749,0.9833333333333333,0.9807692307692307,0.9921435272045028,0.9855891430646333,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.5934110134840012,0.9916666666666667,0.9921142369991475,1.0,1.0,0.0,0.9855891430646333,0.00015,5e-05,0.33333333333333337,10.519054889678955
32,2.5252383777073453,1.163109336580549,0.5809395270688194,0.582169805254255,-0.5833881156785148,1.537145461354937,1.1377422511577606,1.736577834401812,2.1287201046943665,1.0,1.0,1.0,1.0,1.0,1.0,1.1377422511577606,1.0856829285621643,1.1898015141487122,1.537145461354937,0.3163537510803768,0.34241247177124023,0.10849171770470482,0.2970633953809738,2.3806436402457103,1.164105440889086,0.596524566411972,0.9833333333333333,0.9849537037037037,0.9939024390243902,0.9890817268252665,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.5936592072248459,0.9833333333333333,0.9890817268252665,0.9978494623655914,0.9939370766877867,0.0021505376344086446,0.9890817268252665,7.5e-05,2.5e-05,0.33333333333333337,10.950278520584106
33,2.5111969879695346,1.1600463560649328,0.5820319737706866,0.57801439506667,-0.6005584512438092,1.5313181962285722,1.1102758347988129,1.4269214825970786,2.089479237794876,1.0,1.0,1.0,1.0,0.9977678571428571,1.0,1.1102758347988129,1.084767460823059,1.1357842087745667,1.5313181962285722,0.33661735483578276,0.3437677557979311,0.1061122997530869,0.2904001346656254,2.3969374213899886,1.156009784766606,0.5956171005964279,0.9916666666666667,0.9895833333333334,0.9969512195121951,0.9930220075147611,0.9916666666666667,0.9916666666666667,0.9916666666666667,0.5920012444257736,0.9916666666666667,0.9930220075147611,1.0,1.0,-0.0022321428571429047,0.9930220075147611,7.5e-05,2.5e-05,0.33333333333333337,10.328378438949585
34,2.4998562846864973,1.1566518204552787,0.5771149098873138,0.579536919082914,-0.6106786259583065,1.5264080677713667,1.1036236882209778,1.253442930323737,2.0518910586833954,1.0,1.0,1.0,1.0,1.0,1.0,1.1036236882209778,1.053702026605606,1.153545320034027,1.5264080677713667,0.3385771406548364,0.3505557222025735,0.10532133706978389,0.28616794305188314,2.3636358976364136,1.1541621088981628,0.6122999787330627,0.975,0.9759615384615384,0.989094746716698,0.981650641025641,0.975,0.975,0.975,0.6079374402761459,0.9833333333333333,0.9890817268252665,0.9913978494623656,0.9930027173913043,0.008602150537634357,0.981650641025641,7.5e-05,2.5e-05,0.33333333333333337,10.018109798431396
35,2.492525747844151,1.1516451495034354,0.5756876128060477,0.5759575537272862,-0.6107148144926343,1.524095058441162,1.0928239822387695,1.1295364115919386,2.1464889645576477,1.0,1.0,1.0,1.0,1.0,1.0,1.0928239822387695,0.9899695068597794,1.1956784427165985,1.524095058441162,0.3527537350143705,0.32365759355681284,0.10408243909478188,0.28183444482939585,2.367405891418457,1.1535803845950536,0.6114349216222763,0.9833333333333333,0.9849537037037037,0.9939024390243902,0.9890817268252665,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.6066417843103409,0.9833333333333333,0.9890817268252665,0.9935483870967742,0.9947108965800555,0.006451612903225823,0.9890817268252665,7.5e-05,2.5e-05,0.33333333333333337,10.661843061447144
36,2.499698349407741,1.1560792667525155,0.5768881440162659,0.5791911269937243,-0.6317355249609266,1.5331397567476546,1.1215464770793915,1.3924834047045027,2.189484119415283,1.0,1.0,1.0,1.0,1.0,1.0,1.1215464770793915,1.0959058701992035,1.1471871137619019,1.5331397567476546,0.35866922565868925,0.3528380606855665,0.1031237601169518,0.27785990706511904,2.383131299700056,1.1582210319382804,0.5990784615278244,0.9833333333333333,0.9849537037037037,0.9939024390243902,0.9890817268252665,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.5957132279872894,0.9833333333333333,0.9890817268252665,0.9956989247311828,0.9964458247066943,0.004301075268817178,0.9890817268252665,7.5e-05,2.5e-05,0.33333333333333337,11.285226345062256
