constraint,domain,iteration,seed,metric,higher_is_better,full_metric_mean,ablated_metric_mean,mechanism_gain,full_secondary_mean,ablated_secondary_mean,full_val_f1,ablated_val_f1,f1_gain,paired_target_samples,paired_source_samples
cycle,逆光,1,45,Target cycle cosine error,False,0.025502143118096125,0.0657809637875575,0.04027882066946138,0.025590702775556806,0.06580029491925804,0.9775533108866442,0.9775533108866442,0.0,37,512
cycle,逆光,2,46,Target cycle cosine error,False,0.024663993616318436,0.05702567311904752,0.032361679502729085,0.024296983053153975,0.056371502127180784,1.0,1.0,0.0,37,512
cycle,逆光,3,47,Target cycle cosine error,False,0.02420010669422988,0.05539815288582682,0.03119804619159694,0.024098969656202018,0.055349909341042856,0.9775533108866442,1.0,-0.02244668911335579,37,512
cycle,雨天,1,51,Target cycle cosine error,False,0.03265916309238556,0.04216648284054389,0.009507319748158327,0.03165143702916305,0.04092241794936263,0.9555555555555556,1.0,-0.0444444444444444,26,512
cycle,雨天,2,52,Target cycle cosine error,False,0.027357666670344446,0.04366462533974882,0.016306958669404372,0.02630297714905083,0.04259317545481099,1.0,0.9629629629629629,0.03703703703703709,26,512
cycle,雨天,3,53,Target cycle cosine error,False,0.03451229847639839,0.046759800272625475,0.012247501796227085,0.03358237396657316,0.04553771232102635,1.0,1.0,0.0,26,512
cycle,雾天,1,48,Target cycle cosine error,False,0.029112544113128778,0.06798443235443835,0.03887188824130958,0.02661702544044179,0.06269811230618985,0.9730040957159601,0.965316658649992,0.0076874370659680835,132,512
cycle,雾天,2,49,Target cycle cosine error,False,0.02684599319314185,0.0643995436776338,0.03755355048449195,0.024700038203690752,0.05913800593009822,0.9709529722362653,0.9827916555736105,-0.011838683337345168,132,512
cycle,雾天,3,50,Target cycle cosine error,False,0.024455875546289217,0.06375799498173847,0.03930211943544925,0.02213280131868903,0.05877976164918398,0.9576737822904087,0.9830499893991956,-0.025376207108786963,132,512
cycle,黑天,1,42,Target cycle cosine error,False,0.012490928803853184,0.05371770850911092,0.04122677970525774,0.011973621198457142,0.05171301784015489,0.9826839826839827,0.9826839826839827,0.0,120,512
cycle,黑天,2,43,Target cycle cosine error,False,0.011995532753168848,0.05441381327832295,0.0424182805251541,0.011878252786284883,0.052061528582344675,0.9847346631937827,0.9826839826839827,0.0020506805097999514,120,512
cycle,黑天,3,44,Target cycle cosine error,False,0.009876679419373235,0.049795941173685486,0.03991926175431225,0.009184611317994622,0.0469256312834552,0.9847346631937827,0.9916891284815813,-0.006954465287798639,120,512
identity,逆光,1,45,Target identity cosine error,False,0.021598997280788155,0.026671748206234306,0.005072750925446151,0.021521883221074255,0.026523550832779304,0.9775533108866442,0.9775533108866442,0.0,37,512
identity,逆光,2,46,Target identity cosine error,False,0.02350489665203011,0.026719124735540282,0.0032142280835101705,0.023211227019217427,0.026342214320108824,1.0,1.0,0.0,37,512
identity,逆光,3,47,Target identity cosine error,False,0.02137336729461513,0.02616657385027655,0.004793206555661417,0.021082119864156378,0.026007218036940796,0.9775533108866442,0.9775533108866442,0.0,37,512
identity,雨天,1,51,Target identity cosine error,False,0.0214315961224495,0.02212067277948913,0.0006890766570396313,0.02066341972866998,0.0213891919829043,0.9555555555555556,0.9555555555555556,0.0,26,512
identity,雨天,2,52,Target identity cosine error,False,0.021032209633134052,0.022923380143437592,0.00189117051030354,0.02026520109990916,0.022266176764987412,1.0,0.9629629629629629,0.03703703703703709,26,512
identity,雨天,3,53,Target identity cosine error,False,0.0199897075298865,0.021029291871429222,0.0010395843415427208,0.01928181002937413,0.020279594899956045,1.0,1.0,0.0,26,512
identity,雾天,1,48,Target identity cosine error,False,0.02956324684235937,0.03333498432790803,0.003771737485548661,0.027432982524110965,0.03086554706563447,0.9730040957159601,0.9627116980551416,0.010292397660818575,132,512
identity,雾天,2,49,Target identity cosine error,False,0.026434996420832742,0.030020176212449214,0.003585179791616471,0.02452331524060388,0.027852114224039087,0.9709529722362653,0.9709529722362653,0.0,132,512
identity,雾天,3,50,Target identity cosine error,False,0.024975208994268108,0.028716641268593707,0.0037414322743256,0.0234020070103272,0.02708250942131751,0.9576737822904087,0.9773454686287616,-0.019671686338352923,132,512
identity,黑天,1,42,Target identity cosine error,False,0.013146000683165444,0.02062001317936983,0.007474012496204387,0.012086642062421207,0.019254740344000452,0.9826839826839827,0.9916891284815813,-0.00900514579759859,120,512
identity,黑天,2,43,Target identity cosine error,False,0.012436169224513223,0.018474864268639403,0.00603869504412618,0.01205597579872639,0.017808932552042737,0.9847346631937827,0.9847346631937827,0.0,120,512
identity,黑天,3,44,Target identity cosine error,False,0.012994309986953185,0.017296337861343686,0.004302027874390501,0.011867215528894498,0.016181452921131774,0.9847346631937827,0.9916891284815813,-0.006954465287798639,120,512
paired_contrastive,逆光,1,45,Correct-vs-nearest-wrong prototype margin,True,0.11027084802672199,0.09136281942116645,0.018908028605555544,0.7554614688273726,0.7589666765942563,0.9775533108866442,0.9775533108866442,0.0,37,512
paired_contrastive,逆光,2,46,Correct-vs-nearest-wrong prototype margin,True,0.1114086151651204,0.10983957892757687,0.0015690362375435363,0.7271211002920785,0.7282934423336158,1.0,1.0,0.0,37,512
paired_contrastive,逆光,3,47,Correct-vs-nearest-wrong prototype margin,True,0.12951302203327755,0.09621704859059425,0.0332959734426833,0.6634153683993388,0.7305855071617426,0.9775533108866442,0.9775533108866442,0.0,37,512
paired_contrastive,雨天,1,51,Correct-vs-nearest-wrong prototype margin,True,0.04016007482823298,0.05866496865079177,-0.018504893822558793,0.8221117830754511,0.8226953978467025,0.9555555555555556,1.0,-0.0444444444444444,26,512
paired_contrastive,雨天,2,52,Correct-vs-nearest-wrong prototype margin,True,0.049115479802227996,0.020636395538189054,0.028479084264038942,0.854123872023847,0.9015756894161379,1.0,0.9663299663299664,0.03367003367003363,26,512
paired_contrastive,雨天,3,53,Correct-vs-nearest-wrong prototype margin,True,0.07130753606078283,0.07394673945598967,-0.002639203395206846,0.8696293042613944,0.8485611866464671,1.0,1.0,0.0,26,512
paired_contrastive,雾天,1,48,Correct-vs-nearest-wrong prototype margin,True,0.11802070322825174,0.1155832704804965,0.002437432747755236,0.7473824126880356,0.7357140712388909,0.9730040957159601,0.9755673133450912,-0.0025632176291310316,132,512
paired_contrastive,雾天,2,49,Correct-vs-nearest-wrong prototype margin,True,0.1191208854575768,0.14718197943569722,-0.028061093978120413,0.7112858915136303,0.6722505086929886,0.9709529722362653,0.976094740873066,-0.005141768636800714,132,512
paired_contrastive,雾天,3,50,Correct-vs-nearest-wrong prototype margin,True,0.13116682621253606,0.10311445877575542,0.028052367436780634,0.7061013999632131,0.7408792858465114,0.9576737822904087,0.9583360202407822,-0.0006622379503735676,132,512
paired_contrastive,黑天,1,42,Correct-vs-nearest-wrong prototype margin,True,0.3730698316302602,0.3081075097670818,0.06496232186317841,0.45456074711761413,0.5245081403729168,0.9826839826839827,0.9847346631937827,-0.0020506805097999514,120,512
paired_contrastive,黑天,2,43,Correct-vs-nearest-wrong prototype margin,True,0.30012284660708627,0.23505809818915366,0.06506474841793261,0.5018795024646739,0.5777080111407987,0.9847346631937827,0.9916891284815813,-0.006954465287798639,120,512
paired_contrastive,黑天,3,44,Correct-vs-nearest-wrong prototype margin,True,0.3638016536217138,0.31016650351139,0.05363515011032377,0.43055404540832043,0.39495343528099,0.9847346631937827,0.9847346631937827,0.0,120,512
prototype_contrastive,逆光,1,45,Correct-vs-nearest-wrong prototype margin,True,0.11027084802672199,0.08743830713540024,0.02283254089132175,0.7554614688273726,0.7850013232112106,0.9775533108866442,0.9775533108866442,0.0,37,512
prototype_contrastive,逆光,2,46,Correct-vs-nearest-wrong prototype margin,True,0.1114086151651204,0.0846295897105748,0.026779025454545607,0.7271211002920785,0.7713301289066216,1.0,1.0,0.0,37,512
prototype_contrastive,逆光,3,47,Correct-vs-nearest-wrong prototype margin,True,0.12951302203327755,0.08736713992936548,0.04214588210391207,0.6634153683993388,0.7658609168289182,0.9775533108866442,0.9775533108866442,0.0,37,512
