run_dir,run,variant,domain,iteration,seed,metrics_path,epochs,best_epoch,best_val_acc,best_val_precision,best_val_recall,best_val_f1,best_train_full_acc,generalization_gap,feature_embeddings,result_path,best_train_dual_d_cycle,best_train_dual_d_contrastive,best_train_dual_d_generator_total,best_train_dual_d_adv_primary,best_train_dual_d_adv_auxiliary,best_train_dual_d_prototype_contrastive,best_train_acc_target_like,best_train_acc_source_like,best_train_dual_d_identity,best_train_dual_d_classification_feedback
runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_逆光_20260829_170127,module_c_no_paired_contrastive_逆光_20260829_170127/metrics_iter02,no_paired_contrastive,逆光,2,46,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_逆光_20260829_170127/metrics_iter02.csv,45,23.0,0.972972972972973,0.9777777777777779,0.9861111111111112,0.980246913580247,,,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_逆光_20260829_170127/feature_embeddings_iter02.npz,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_逆光_20260829_170127/result_summary_iter02.json,0.27711716294288635,1.553915113210678,0.44949953258037567,0.729132205247879,1.1419815123081207,1.5451354682445526,0.8722826086956522,0.9184782608695652,0.24042897671461105,1.7969774901866913
runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_逆光_20260829_170127,module_c_no_paired_contrastive_逆光_20260829_170127/metrics_iter03,no_paired_contrastive,逆光,3,47,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_逆光_20260829_170127/metrics_iter03.csv,60,42.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_逆光_20260829_170127/feature_embeddings_iter03.npz,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_逆光_20260829_170127/result_summary_iter03.json,0.23700032010674477,1.192811667919159,0.3361232727766037,0.45762303471565247,0.4126419275999069,1.1012771725654602,0.9809782608695652,0.9836956521739131,0.22423268109560013,1.4208199381828308
runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_雨天_20260829_170127,module_c_no_paired_contrastive_雨天_20260829_170127/metrics_iter01,no_paired_contrastive,雨天,1,48,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_雨天_20260829_170127/metrics_iter01.csv,59,39.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_雨天_20260829_170127/feature_embeddings_iter01.npz,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_雨天_20260829_170127/result_summary_iter01.json,0.2512505128979683,0.834785982966423,0.7019158750772476,0.67092065513134,0.42462173104286194,0.7443489581346512,0.9972826086956522,1.0,0.2228570245206356,1.06108358502388
runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_雨天_20260829_170127,module_c_no_paired_contrastive_雨天_20260829_170127/metrics_iter02,no_paired_contrastive,雨天,2,49,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_雨天_20260829_170127/metrics_iter02.csv,50,27.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_雨天_20260829_170127/feature_embeddings_iter02.npz,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_雨天_20260829_170127/result_summary_iter02.json,0.27660098671913147,0.9570136964321136,0.7279376238584518,0.42171865701675415,0.5521115437150002,0.8925093114376068,0.9918478260869565,1.0,0.2328198179602623,1.0990973711013794
runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_雨天_20260829_170127,module_c_no_paired_contrastive_雨天_20260829_170127/metrics_iter03,no_paired_contrastive,雨天,3,50,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_雨天_20260829_170127/metrics_iter03.csv,50,25.0,1.0,1.0,1.0,1.0,0.96875,-0.03125,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_雨天_20260829_170127/feature_embeddings_iter03.npz,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_雨天_20260829_170127/result_summary_iter03.json,0.2835446447134018,1.0108851194381714,0.7519410401582718,0.7444145232439041,0.491603747010231,0.9530390948057175,0.9918478260869565,1.0,0.23192143067717552,1.1272109746932983
runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_黑天_20260829_170127,module_c_no_paired_contrastive_黑天_20260829_170127/metrics_iter01,no_paired_contrastive,黑天,1,42,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_黑天_20260829_170127/metrics_iter01.csv,60,59.0,0.9833333333333333,0.9910714285714286,0.9772727272727273,0.9828703703703704,,,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_黑天_20260829_170127/feature_embeddings_iter01.npz,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_黑天_20260829_170127/result_summary_iter01.json,0.19739058365424475,0.8229118088881174,0.8559382855892181,0.30862108369668323,0.33574936787287396,0.6944842338562012,1.0,1.0,0.2041671002904574,1.2811220685640972
runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_黑天_20260829_170127,module_c_no_paired_contrastive_黑天_20260829_170127/metrics_iter02,no_paired_contrastive,黑天,2,43,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_黑天_20260829_170127/metrics_iter02.csv,60,60.0,0.9416666666666667,0.904647435897436,0.9602699130138155,0.9283112720612721,0.978494623655914,0.036827956989247346,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_黑天_20260829_170127/feature_embeddings_iter02.npz,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_黑天_20260829_170127/result_summary_iter02.json,0.19804364691178003,0.9121750593185425,0.8733304043610891,0.45744342108567554,0.27937998871008557,0.8116128941377004,0.9963768115942029,0.9981884057971014,0.21905309955279031,1.2994981408119202
runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_黑天_20260829_170127,module_c_no_paired_contrastive_黑天_20260829_170127/metrics_iter03,no_paired_contrastive,黑天,3,44,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_黑天_20260829_170127/metrics_iter03.csv,60,49.0,0.975,0.9594907407407407,0.972465034965035,0.962567385444744,,,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_黑天_20260829_170127/feature_embeddings_iter03.npz,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_paired_contrastive_黑天_20260829_170127/result_summary_iter03.json,0.20849131296078363,0.9408130943775177,0.8966399828592936,0.41814906398455304,0.38529154161612195,0.8471027910709381,0.9945652173913043,0.9963768115942029,0.2194490780433019,1.3296839197476704
runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_逆光_20260829_174252,module_c_no_prototype_contrastive_逆光_20260829_174252/metrics_iter01,no_prototype_contrastive,逆光,1,45,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_逆光_20260829_174252/metrics_iter01.csv,59,41.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_逆光_20260829_174252/feature_embeddings_iter01.npz,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_逆光_20260829_174252/result_summary_iter01.json,0.24337543547153473,1.313698023557663,0.3233218863606453,0.5307426750659943,0.5816387236118317,1.254307121038437,0.9646739130434783,0.9945652173913043,0.22800929844379425,1.4232505559921265
runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_逆光_20260829_174252,module_c_no_prototype_contrastive_逆光_20260829_174252/metrics_iter02,no_prototype_contrastive,逆光,2,46,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_逆光_20260829_174252/metrics_iter02.csv,45,23.0,0.972972972972973,0.9777777777777779,0.9861111111111112,0.980246913580247,,,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_逆光_20260829_174252/feature_embeddings_iter02.npz,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_逆光_20260829_174252/result_summary_iter02.json,0.2778243198990822,1.5946791172027588,0.4099109172821045,0.7144008874893188,1.1395480632781982,1.5846934020519257,0.8967391304347826,0.9266304347826086,0.240859717130661,1.7812246978282928
runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_逆光_20260829_174252,module_c_no_prototype_contrastive_逆光_20260829_174252/metrics_iter03,no_prototype_contrastive,逆光,3,47,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_逆光_20260829_174252/metrics_iter03.csv,52,34.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_逆光_20260829_174252/feature_embeddings_iter03.npz,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_逆光_20260829_174252/result_summary_iter03.json,0.25287363678216934,1.3585943579673767,0.32763710618019104,0.49694155156612396,0.4395679458975792,1.2852520048618317,0.9646739130434783,0.9918478260869565,0.22873325645923615,1.4631114602088928
runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_雨天_20260829_174252,module_c_no_prototype_contrastive_雨天_20260829_174252/metrics_iter01,no_prototype_contrastive,雨天,1,48,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_雨天_20260829_174252/metrics_iter01.csv,50,30.0,1.0,1.0,1.0,1.0,0.9895833333333334,-0.01041666666666663,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_雨天_20260829_174252/feature_embeddings_iter01.npz,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_雨天_20260829_174252/result_summary_iter01.json,0.27369773387908936,0.9331165701150894,0.7283921241760254,0.8037066161632538,0.5683111920952797,0.8596572279930115,0.9918478260869565,0.9972826086956522,0.23028016835451126,1.0935516953468323
runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_雨天_20260829_174252,module_c_no_prototype_contrastive_雨天_20260829_174252/metrics_iter02,no_prototype_contrastive,雨天,2,49,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_雨天_20260829_174252/metrics_iter02.csv,50,26.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_雨天_20260829_174252/feature_embeddings_iter02.npz,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_雨天_20260829_174252/result_summary_iter02.json,0.2792520523071289,0.9959959834814072,0.7232046276330948,0.43451207131147385,0.5268734470009804,0.9146309643983841,0.9891304347826086,0.9945652173913043,0.23409390822052956,1.0960005521774292
runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_雨天_20260829_174252,module_c_no_prototype_contrastive_雨天_20260829_174252/metrics_iter03,no_prototype_contrastive,雨天,3,50,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_雨天_20260829_174252/metrics_iter03.csv,52,32.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_雨天_20260829_174252/feature_embeddings_iter03.npz,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_雨天_20260829_174252/result_summary_iter03.json,0.2616136595606804,0.9903114885091782,0.7168717086315155,0.5939409583806992,0.38259976357221603,0.9325838088989258,0.9918478260869565,0.9972826086956522,0.22490080446004868,1.0882521867752075
runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_黑天_20260829_174252,module_c_no_prototype_contrastive_黑天_20260829_174252/metrics_iter01,no_prototype_contrastive,黑天,1,42,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_黑天_20260829_174252/metrics_iter01.csv,51,36.0,0.975,0.9702380952380952,0.9659090909090909,0.9642698919014708,,,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_黑天_20260829_174252/feature_embeddings_iter01.npz,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_黑天_20260829_174252/result_summary_iter01.json,0.23984448115030924,0.934137225151062,0.9394272069136301,0.34126266340414685,0.3429965128501256,0.818284253279368,0.9873188405797102,0.9945652173913043,0.21573209265867868,1.353126883506775
runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_黑天_20260829_174252,module_c_no_prototype_contrastive_黑天_20260829_174252/metrics_iter02,no_prototype_contrastive,黑天,2,43,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_黑天_20260829_174252/metrics_iter02.csv,60,45.0,0.9416666666666667,0.9484953703703703,0.9703436807095344,0.9553656809739233,0.9440860215053763,0.0024193548387096975,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_黑天_20260829_174252/feature_embeddings_iter02.npz,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_黑天_20260829_174252/result_summary_iter02.json,0.2164477234085401,0.8256655931472778,0.9093386928240458,0.48575366536776227,0.29945461948712665,0.7168746093908945,0.9981884057971014,0.9981884057971014,0.22188492367664972,1.3151910901069641
runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_黑天_20260829_174252,module_c_no_prototype_contrastive_黑天_20260829_174252/metrics_iter03,no_prototype_contrastive,黑天,3,44,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_黑天_20260829_174252/metrics_iter03.csv,55,46.0,0.975,0.9523863636363636,0.9790209790209791,0.9634262796027502,,,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_黑天_20260829_174252/feature_embeddings_iter03.npz,runs/module_c_ablation_60_v7/module_c_20260829_145907/module_c_no_prototype_contrastive_黑天_20260829_174252/result_summary_iter03.json,0.21100044002135596,0.8970444202423096,0.908912350734075,0.41267383098602295,0.41021520892779034,0.8011168440183004,0.9981884057971014,1.0,0.21986948450406393,1.3087631662686665
