epoch,train_loss,train_loss_cls,train_loss_cls_source,train_loss_cls_target,train_loss_tal,train_loss_dual_g,train_loss_dual_d,train_grad_norm_main,train_grad_norm_discriminator,train_adversarial_scale,train_acc,train_acc_source,train_acc_target,train_acc_source_like,train_acc_target_like,train_dual_d_discriminator_total,train_dual_d_discriminator_primary,train_dual_d_discriminator_auxiliary,train_dual_d_generator_total,train_dual_d_adv_primary,train_dual_d_adv_auxiliary,train_dual_d_cycle,train_dual_d_identity,train_dual_d_contrastive,train_dual_d_prototype_contrastive,train_dual_d_classification_feedback,val_loss,val_acc,val_precision_macro_present,val_recall_macro_present,val_f1_macro_present,val_precision_micro,val_recall_micro,val_f1_micro,val_raw_loss,val_raw_acc,val_raw_f1_macro_present,train_full_acc,train_full_f1_macro_present,train_sampled_minus_full_acc,monitor_value,lr_main,lr_discriminator,lr_discriminator_to_main_ratio,epoch_seconds
1,9.306239366531372,4.836170792579651,2.8139487504959106,3.111111104488373,-0.08433697326108813,4.495369642972946,0.0,27.231213688850403,0.0,0.0,0.123046875,0.171875,0.123046875,0.126953125,0.173828125,0.0,0.0,0.0,4.495369642972946,1.0867377668619156,1.010999009013176,0.36586787551641464,0.26354232244193554,3.4831211119890213,2.1729582250118256,6.006271094083786,2.4363428115844727,0.10606060606060606,0.21982570806100218,0.12979921313254647,0.06463745692954619,0.10606060606060606,0.10606060606060606,0.10606060606060608,2.403435230255127,0.14393939393939395,0.11441598026897482,0.1222879684418146,0.09952324944689207,0.004665156558185404,0.06463745692954619,7e-05,3.5e-05,0.5,79.56451106071472
2,7.634508430957794,3.9131490737199783,2.2447656095027924,2.5667439699172974,-0.0787983377231285,3.744998812675476,0.0,21.46211290359497,0.0,0.0,0.216796875,0.3125,0.216796875,0.22265625,0.314453125,0.0,0.0,0.0,3.744998812675476,1.0220735296607018,0.8278396762907505,0.35699435137212276,0.25971520133316517,3.4546671211719513,2.129554882645607,4.865734547376633,2.0647213459014893,0.3106060606060606,0.42645202020202017,0.4246303079636413,0.31997554163263764,0.3106060606060606,0.3106060606060606,0.3106060606060606,2.037600517272949,0.29545454545454547,0.28128770790061114,0.3234714003944773,0.3464415904670263,-0.1008151503944773,0.31997554163263764,7e-05,3.5e-05,0.5,80.53433036804199
3,6.759885221719742,3.471233829855919,1.947556585073471,2.3441189229488373,-0.20702852169051766,3.350759893655777,0.0,19.82587742805481,0.0,0.0,0.267578125,0.453125,0.267578125,0.267578125,0.494140625,0.0,0.0,0.0,3.350759893655777,1.082439847290516,0.8150935843586922,0.34632357954978943,0.2555310111492872,3.4237131029367447,2.106466919183731,4.271472930908203,1.8977668285369873,0.3712121212121212,0.4551937595415856,0.4447903947903948,0.31790123456790126,0.3712121212121212,0.3712121212121212,0.3712121212121212,1.8676348209381104,0.3787878787878788,0.3286190169168892,0.4240631163708087,0.43220196451911175,-0.15648499137080868,0.31790123456790126,7e-05,3.5e-05,0.5,80.07586669921875
4,6.029931932687759,3.0872755646705627,1.7058746442198753,2.1252323016524315,-0.24314385745674372,3.0155995935201645,0.0,18.901769399642944,0.0,0.0,0.388671875,0.52734375,0.388671875,0.318359375,0.560546875,0.0,0.0,0.0,3.0155995935201645,1.1588536761701107,0.7378765530884266,0.33580345287919044,0.25233510322868824,3.3852534890174866,2.0678068697452545,3.7711072117090225,1.7782475471496582,0.49242424242424243,0.6079448329448329,0.5344932844932845,0.4628391706307511,0.49242424242424243,0.49242424242424243,0.49242424242424243,1.7366726636886596,0.48484848484848486,0.4666793663034265,0.49506903353057197,0.5054178970747624,-0.17670965853057197,0.4628391706307511,7e-05,3.5e-05,0.5,78.9223997592926
5,5.6221215426921844,2.856604591012001,1.5620514303445816,1.991620272397995,-0.19759698817506433,2.8247960954904556,0.0,19.67874312400818,0.0,0.0,0.423828125,0.6015625,0.423828125,0.447265625,0.65234375,0.0,0.0,0.0,2.8247960954904556,1.1404641792178154,0.7568348795175552,0.32928544469177723,0.24984950851649046,3.335382863879204,1.9916700273752213,3.497452199459076,1.6351541519165038,0.5227272727272727,0.5736193635703439,0.6400895400895401,0.5193918621511159,0.5227272727272727,0.5227272727272727,0.5227272727272727,1.5953720569610597,0.5075757575757576,0.5200119121488836,0.5739644970414202,0.6014146438871298,-0.12669887204142016,0.5193918621511159,7e-05,3.5e-05,0.5,82.18539071083069
6,5.217146247625351,2.6213167905807495,1.4486224055290222,1.8041453212499619,-0.17879188153892756,2.6494670063257217,0.8030820935964584,19.755669474601746,1.816969946026802,0.05,0.4921875,0.66015625,0.4921875,0.478515625,0.66015625,0.8030820935964584,0.7890148162841797,0.8171493634581566,2.6494670063257217,1.194993607699871,0.7958014458417892,0.3226011861115694,0.24722646456211805,3.3046759217977524,1.9663026332855225,3.232937753200531,1.3503208875656127,0.7575757575757576,0.793998255436164,0.7817799484466151,0.7520645046960835,0.7575757575757576,0.7575757575757576,0.7575757575757576,1.329184627532959,0.7651515151515151,0.7618547220440391,0.8067061143984221,0.8088550039839995,-0.3281904893984221,0.7520645046960835,7e-05,3.5e-05,0.5,81.62646436691284
7,4.909286946058273,2.422837257385254,1.3317953273653984,1.678526096045971,-0.13275527395308018,2.5262762159109116,0.7351246476173401,20.161553859710693,1.6440879106521606,0.1,0.537109375,0.705078125,0.537109375,0.56640625,0.74609375,0.7351246476173401,0.7420744299888611,0.7281748428940773,2.5262762159109116,1.1672421097755432,0.8098245114088058,0.3161534033715725,0.24513674806803465,3.2647902369499207,1.9125775545835495,3.0536496490240097,1.4555113315582275,0.6515151515151515,0.7222779170147591,0.6898249898249899,0.6316698293727123,0.6515151515151515,0.6515151515151515,0.6515151515151515,1.4117549180984497,0.6666666666666666,0.6480567730922945,0.7061143984220908,0.7071355748714245,-0.13970814842209078,0.6316698293727123,7e-05,3.5e-05,0.5,82.87387347221375
8,4.493077889084816,2.2548899427056313,1.2671307772397995,1.5196295976638794,-0.21235472382977605,2.3018943071365356,0.7087412625551224,19.46698307991028,1.5677926242351532,0.15,0.64453125,0.755859375,0.64453125,0.642578125,0.759765625,0.7087412625551224,0.7417437136173248,0.6757388263940811,2.3018943071365356,1.1801949739456177,0.891923937946558,0.31189690344035625,0.24288365803658962,3.185713216662407,1.816326454281807,2.727511242032051,1.2488682270050049,0.7727272727272727,0.8114763520655969,0.8498066748066748,0.7994769772650018,0.7727272727272727,0.7727272727272727,0.7727272727272727,1.2233911514282227,0.7803030303030303,0.7724965717512302,0.7830374753451677,0.7877602321222776,-0.14045935034516766,0.7994769772650018,7e-05,3.5e-05,0.5,82.29436111450195
9,4.35106261074543,2.1651759147644043,1.2219951376318932,1.4510473534464836,-0.23042136803269386,2.255013182759285,0.6759413853287697,20.101648688316345,1.5232404321432114,0.2,0.67578125,0.779296875,0.67578125,0.681640625,0.802734375,0.6759413853287697,0.6807993501424789,0.6710834130644798,2.255013182759285,1.1753990426659584,0.9829439222812653,0.3057953901588917,0.24168524891138077,3.1801626831293106,1.7867892384529114,2.6566557735204697,1.1239477872848511,0.7954545454545454,0.8254293140258052,0.8352564102564101,0.8059786489016642,0.7954545454545454,0.7954545454545454,0.7954545454545455,1.1274946808815003,0.8106060606060606,0.8079059762392188,0.8619329388560157,0.856962767640183,-0.18029231385601574,0.8059786489016642,7e-05,3.5e-05,0.5,80.80072045326233
10,4.134793937206268,2.041668638586998,1.1894541457295418,1.311099261045456,-0.1742583722807467,2.1454028114676476,0.6804105490446091,19.458692133426666,1.464093029499054,0.25,0.736328125,0.8046875,0.736328125,0.728515625,0.7890625,0.6804105490446091,0.6629771366715431,0.697843961417675,2.1454028114676476,1.1694503165781498,0.9448925741016865,0.30085146985948086,0.24029611703008413,3.131821408867836,1.7478199899196625,2.4965851604938507,1.2700251579284667,0.7424242424242424,0.7934293649396624,0.7557590557590557,0.7158873936990997,0.7424242424242424,0.7424242424242424,0.7424242424242424,1.2310378074645996,0.7575757575757576,0.7270321642810966,0.8106508875739645,0.809706480794768,-0.08213526257396453,0.7158873936990997,7e-05,3.5e-05,0.5,81.32974743843079
