constraint,domain,iteration,seed,metric,higher_is_better,full_metric_mean,ablated_metric_mean,mechanism_gain,full_secondary_mean,ablated_secondary_mean,full_val_f1,ablated_val_f1,f1_gain,paired_target_samples,paired_source_samples
cycle,逆光,1,45,Target cycle cosine error,False,0.03606861447904666,0.0654054169090102,0.029336802429963532,0.03599579410456147,0.0653726768294905,1.0,1.0,0.0,37,512
cycle,逆光,2,46,Target cycle cosine error,False,0.04213461118212242,0.05984674672117576,0.01771213553905334,0.042294299291470785,0.05996058317157308,1.0,0.980246913580247,0.01975308641975304,37,512
cycle,逆光,3,47,Target cycle cosine error,False,0.0435901463347903,0.06277712102051025,0.01918697468571995,0.043658236858528696,0.06274148351258967,0.980246913580247,1.0,-0.01975308641975304,37,512
cycle,雨天,1,51,Target cycle cosine error,False,0.013854602674575119,0.039238822863402335,0.025384220188827217,0.013064571133789246,0.037404673475352784,1.0,1.0,0.0,26,512
cycle,雨天,2,52,Target cycle cosine error,False,0.020906198242862543,0.04443630567834993,0.023530107435487384,0.020274433706667927,0.042620652512338826,1.0,0.9663299663299664,0.03367003367003363,26,512
cycle,雨天,3,53,Target cycle cosine error,False,0.01743538099163843,0.048466959901920514,0.031031578910282083,0.017041330095814565,0.04760813775635214,1.0,1.0,0.0,26,512
cycle,雾天,1,48,Target cycle cosine error,False,0.022011710884941173,0.0628982542012474,0.04088654331630622,0.01923824419774628,0.056435610963183454,0.9891854177568463,0.9789898794795217,0.010195538277324667,132,512
cycle,雾天,2,49,Target cycle cosine error,False,0.022909894139721554,0.06204685315855056,0.03913695901882901,0.020587399743781733,0.05663990289133437,0.983186952248023,0.9891854177568463,-0.005998465508823325,132,512
cycle,雾天,3,50,Target cycle cosine error,False,0.024722719277408316,0.06674003357109116,0.04201731429368285,0.02267256314003117,0.06050814604371473,0.983186952248023,0.9749494754391177,0.008237476808905297,132,512
cycle,黑天,1,42,Target cycle cosine error,False,0.02089210296070231,0.06603094707588572,0.045138844115183416,0.02010926196895824,0.06322826876697363,0.9556670327110579,0.9556670327110579,0.0,120,512
cycle,黑天,2,43,Target cycle cosine error,False,0.011592981209731444,0.05687141945272029,0.04527843824298885,0.011396656159242345,0.054820339760810015,0.9447325375773652,0.9622270499108734,-0.017494512333508183,120,512
cycle,黑天,3,44,Target cycle cosine error,False,0.009600560498794609,0.05866951862307159,0.04906895812427698,0.008513201291132434,0.052492450695738345,0.979685746352413,0.9713827838827839,0.008302962469629138,120,512
identity,逆光,1,45,Target identity cosine error,False,0.029077913429962413,0.029334822207101357,0.0002569087771389436,0.029271246444260185,0.02956636926460458,1.0,1.0,0.0,37,512
identity,逆光,2,46,Target identity cosine error,False,0.028957863054525638,0.029927056299378075,0.0009691932448524371,0.0289410158017578,0.029836422121297623,1.0,1.0,0.0,37,512
identity,逆光,3,47,Target identity cosine error,False,0.028798462737986114,0.029305233481180835,0.0005067707431947212,0.028816125379692442,0.029348509023164653,0.980246913580247,0.980246913580247,0.0,37,512
identity,雨天,1,51,Target identity cosine error,False,0.0164028904316569,0.021134140342099168,0.004731249910442267,0.015621324170573695,0.020308141475832812,1.0,1.0,0.0,26,512
identity,雨天,2,52,Target identity cosine error,False,0.02124547410543328,0.022200568488841912,0.0009550943834086313,0.020446804325119954,0.021150851687773406,1.0,1.0,0.0,26,512
identity,雨天,3,53,Target identity cosine error,False,0.0177827794487567,0.024732305232127882,0.006949525783371182,0.01719546711360158,0.024328154397164937,1.0,1.0,0.0,26,512
identity,雾天,1,48,Target identity cosine error,False,0.026179575688672695,0.03072769438526774,0.004548118696595046,0.02369747223966663,0.027801857446028314,0.9891854177568463,0.9755673133450912,0.01361810441175515,132,512
identity,雾天,2,49,Target identity cosine error,False,0.02506444991709515,0.02935142037581007,0.004286970458714921,0.02268206814354659,0.026453971056351666,0.983186952248023,0.9768058522996717,0.006381099948351343,132,512
identity,雾天,3,50,Target identity cosine error,False,0.025390519732830737,0.027285260959663882,0.0018947412268331444,0.02362960418933232,0.024859042396522063,0.983186952248023,0.9830499893991956,0.00013696284882735998,132,512
identity,黑天,1,42,Target identity cosine error,False,0.03001163838129121,0.038672219607502195,0.008660581226210985,0.028782266256572694,0.037168879124235284,0.9556670327110579,0.9759700176366843,-0.020302984925626433,120,512
identity,黑天,2,43,Target identity cosine error,False,0.03155937269414968,0.04229840493334012,0.01073903223919044,0.03064574891983418,0.040856116542966434,0.9447325375773652,0.9355303737656679,0.00920216381169725,120,512
identity,黑天,3,44,Target identity cosine error,False,0.02915071531224621,0.03536717456061951,0.006216459248373302,0.0267190303693557,0.03258524445870051,0.979685746352413,0.9713827838827839,0.008302962469629138,120,512
paired_contrastive,逆光,1,45,Correct-vs-nearest-wrong prototype margin,True,0.08356837892256506,0.08205840712020461,0.0015099718023604547,0.780054660373185,0.7821069355612318,1.0,1.0,0.0,37,512
paired_contrastive,逆光,2,46,Correct-vs-nearest-wrong prototype margin,True,0.059103925082404245,0.06929498768056568,-0.01019106259816143,0.784122683144486,0.7660312357015994,1.0,1.0,0.0,37,512
paired_contrastive,逆光,3,47,Correct-vs-nearest-wrong prototype margin,True,0.05811362970242836,0.05700323678970315,0.0011103929127252096,0.7539739115887202,0.7663895506598535,0.980246913580247,1.0,-0.01975308641975304,37,512
paired_contrastive,雨天,1,51,Correct-vs-nearest-wrong prototype margin,True,0.03806123104396492,0.020276872361810118,0.017784358682154805,0.8612334529607225,0.8721672299222664,1.0,1.0,0.0,26,512
