2026-08-30 21:48:01 | Starting Dual_D standalone training
2026-08-30 21:48:01 | Run directory: runs/module_c_v13_ablation_60/module_c_20260830_203640/module_c_no_identity_黑天_20260830_214115
2026-08-30 21:48:01 | Device: cuda
2026-08-30 21:48:01 | Source train samples: 992
2026-08-30 21:48:01 | Target train samples: 465
2026-08-30 21:48:01 | Target val samples: 120
2026-08-30 21:48:01 | Classes: 14
2026-08-30 21:48:01 | Data audit: same_dir=False | path_overlap(vis/ir/ais)=0/0/0 | content_overlap(vis/ir/ais)=0/0/0 | ais_index_overlap=0 | stem_mismatch(vis-ir/vis-ais)=578/0
2026-08-30 21:48:01 | source_train classes: present 14/14 | absent 0 | counts [0:120, 1:44, 2:69, 3:45, 4:40, 5:30, 6:64, 7:80, 8:116, 9:68, 10:57, 11:83, 12:48, 13:128]
2026-08-30 21:48:01 | target_train classes: present 8/14 | absent 6 | counts [0:100, 2:11, 3:16, 6:89, 9:162, 10:12, 11:44, 13:31]
2026-08-30 21:48:01 | target_val classes: present 8/14 | absent 6 | counts [0:26, 2:3, 3:5, 6:23, 9:41, 10:3, 11:11, 13:8]
2026-08-30 21:48:01 | Paired training classes: 8/14 | class ids [0, 2, 3, 6, 9, 10, 11, 13]
2026-08-30 21:48:01 | Runtime profile: batch=16 | paired_steps=30 | workers=16 | train_eval_every=5 | raw_eval_every=5 | stability_window=4 | lr_scheduler_start=28 | checkpoint_select_from=40 | early_stop=15 after min_epoch=55
2026-08-30 21:48:01 | Augmentation profile: base=0.600 | visible=0.600 | infrared=0.550 | freeze_frozen_batch_norm_stats=True
2026-08-30 21:48:01 | VIS/IR pairing: class-level-unpaired | count-mismatch classes train/val: 10/0 | AIS alignment: none | AIS rows train/val: 0/0
2026-08-30 21:48:02 | Effective Dual-D loss weights: {"adv_auxiliary": 0.025, "adv_primary": 0.025, "classification": 0.65, "contrastive": 0.055, "cycle": 0.12, "identity": 0.0, "prototype_contrastive": 0.025}
2026-08-30 21:48:02 | Model parameters: total=17277714 | trainable=17120210
2026-08-30 21:48:07 | Epoch 001/060 | loss 4.8772 | cls 4.8145 | tal 0.2089 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.1729 | train_full 0.1785 | val_acc 0.1833 | val_f1 0.2140 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 25.940/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.8/0.4/0.4/0.7s | 4.4s
2026-08-30 21:48:10 | Epoch 002/060 | loss 3.6565 | cls 3.6636 | tal -0.0237 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.3958 | train_full n/a | val_acc 0.5750 | val_f1 0.5615 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 21.319/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.1s
2026-08-30 21:48:13 | Epoch 003/060 | loss 3.0990 | cls 3.1021 | tal -0.0104 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.5437 | train_full n/a | val_acc 0.5000 | val_f1 0.5810 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 20.189/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.5/0.4/0.0/0.0s | 3.0s
2026-08-30 21:48:16 | Epoch 004/060 | loss 2.6002 | cls 2.5989 | tal 0.0044 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.6583 | train_full n/a | val_acc 0.7167 | val_f1 0.6974 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 19.117/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
2026-08-30 21:48:20 | Epoch 005/060 | loss 2.3177 | cls 2.3357 | tal -0.0601 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.7000 | train_full 0.8000 | val_acc 0.8083 | val_f1 0.7688 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 17.862/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.4/0.7s | 4.3s
2026-08-30 21:48:23 | Epoch 006/060 | loss 2.1783 | cls 2.0637 | tal -0.0768 | dual_g 0.1377 | dual_d 0.0000 | train_acc 0.8146 | train_full n/a | val_acc 0.7833 | val_f1 0.7409 | adv/moduleC 0.00/0.08 | disc_steps 0 | grad(main/disc) 17.437/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
2026-08-30 21:48:26 | Epoch 007/060 | loss 2.1679 | cls 1.9268 | tal -0.0677 | dual_g 0.2615 | dual_d 0.0000 | train_acc 0.8333 | train_full n/a | val_acc 0.8250 | val_f1 0.8070 | adv/moduleC 0.00/0.17 | disc_steps 0 | grad(main/disc) 16.521/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
2026-08-30 21:48:29 | Epoch 008/060 | loss 2.1515 | cls 1.8019 | tal -0.0881 | dual_g 0.3760 | dual_d 0.8827 | train_acc 0.8521 | train_full n/a | val_acc 0.9000 | val_f1 0.8838 | adv/moduleC 0.05/0.25 | disc_steps 15 | grad(main/disc) 16.528/1.953 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
2026-08-30 21:48:32 | Epoch 009/060 | loss 2.0770 | cls 1.6586 | tal -0.0979 | dual_g 0.4477 | dual_d 0.8314 | train_acc 0.8938 | train_full n/a | val_acc 0.8917 | val_f1 0.8633 | adv/moduleC 0.10/0.33 | disc_steps 15 | grad(main/disc) 14.058/1.853 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.0/0.0s | 3.1s
2026-08-30 21:48:36 | Epoch 010/060 | loss 2.1447 | cls 1.6279 | tal -0.1439 | dual_g 0.5599 | dual_d 0.7999 | train_acc 0.9062 | train_full 0.9247 | val_acc 0.9000 | val_f1 0.8867 | adv/moduleC 0.15/0.42 | disc_steps 15 | grad(main/disc) 14.707/1.780 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.4/0.7s | 4.2s
2026-08-30 21:48:39 | Epoch 011/060 | loss 2.1165 | cls 1.5447 | tal -0.1438 | dual_g 0.6150 | dual_d 0.7991 | train_acc 0.9333 | train_full n/a | val_acc 0.9250 | val_f1 0.8946 | adv/moduleC 0.20/0.50 | disc_steps 15 | grad(main/disc) 13.521/1.768 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
2026-08-30 21:48:42 | Epoch 012/060 | loss 2.1162 | cls 1.4638 | tal -0.1508 | dual_g 0.6976 | dual_d 0.7993 | train_acc 0.9479 | train_full n/a | val_acc 0.9417 | val_f1 0.9312 | adv/moduleC 0.25/0.58 | disc_steps 15 | grad(main/disc) 12.690/1.750 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.0/0.0s | 3.2s
2026-08-30 21:48:45 | Epoch 013/060 | loss 2.1809 | cls 1.4358 | tal -0.1078 | dual_g 0.7774 | dual_d 0.7525 | train_acc 0.9583 | train_full n/a | val_acc 0.9500 | val_f1 0.9137 | adv/moduleC 0.30/0.67 | disc_steps 15 | grad(main/disc) 12.379/1.659 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
2026-08-30 21:48:49 | Epoch 014/060 | loss 2.2096 | cls 1.4008 | tal -0.1086 | dual_g 0.8413 | dual_d 0.7345 | train_acc 0.9646 | train_full n/a | val_acc 0.9333 | val_f1 0.9074 | adv/moduleC 0.35/0.75 | disc_steps 15 | grad(main/disc) 12.682/1.605 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.0/0.0s | 3.2s
2026-08-30 21:48:53 | Epoch 015/060 | loss 2.1963 | cls 1.3280 | tal -0.1337 | dual_g 0.9084 | dual_d 0.7724 | train_acc 0.9604 | train_full 0.9763 | val_acc 0.9583 | val_f1 0.9407 | adv/moduleC 0.40/0.83 | disc_steps 15 | grad(main/disc) 10.401/1.636 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.4/0.7s | 4.1s
2026-08-30 21:48:56 | Epoch 016/060 | loss 2.2600 | cls 1.3409 | tal -0.2369 | dual_g 0.9902 | dual_d 0.7780 | train_acc 0.9542 | train_full n/a | val_acc 0.9667 | val_f1 0.9593 | adv/moduleC 0.45/0.92 | disc_steps 15 | grad(main/disc) 12.122/1.683 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.1s
2026-08-30 21:48:59 | Epoch 017/060 | loss 2.2866 | cls 1.3026 | tal -0.2070 | dual_g 1.0461 | dual_d 0.7644 | train_acc 0.9875 | train_full n/a | val_acc 0.9750 | val_f1 0.9634 | adv/moduleC 0.50/1.00 | disc_steps 15 | grad(main/disc) 9.785/1.603 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
2026-08-30 21:49:02 | Epoch 018/060 | loss 2.2542 | cls 1.2850 | tal -0.2128 | dual_g 1.0330 | dual_d 0.8090 | train_acc 0.9667 | train_full n/a | val_acc 0.9417 | val_f1 0.9166 | adv/moduleC 0.55/1.00 | disc_steps 15 | grad(main/disc) 8.901/1.685 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
2026-08-30 21:49:05 | Epoch 019/060 | loss 2.2051 | cls 1.2545 | tal -0.2141 | dual_g 1.0149 | dual_d 0.8022 | train_acc 0.9771 | train_full n/a | val_acc 0.9750 | val_f1 0.9554 | adv/moduleC 0.60/1.00 | disc_steps 15 | grad(main/disc) 8.004/1.632 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
2026-08-30 21:49:09 | Epoch 020/060 | loss 2.1888 | cls 1.2415 | tal -0.1884 | dual_g 1.0037 | dual_d 0.8060 | train_acc 0.9812 | train_full 0.9957 | val_acc 0.9833 | val_f1 0.9714 | adv/moduleC 0.65/1.00 | disc_steps 15 | grad(main/disc) 7.854/1.651 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.8/0.4/0.4/0.7s | 4.4s
2026-08-30 21:49:12 | Epoch 021/060 | loss 2.2245 | cls 1.2553 | tal -0.0976 | dual_g 0.9984 | dual_d 0.8150 | train_acc 0.9854 | train_full n/a | val_acc 0.9667 | val_f1 0.9515 | adv/moduleC 0.70/1.00 | disc_steps 15 | grad(main/disc) 8.353/1.602 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.0/0.0s | 3.1s
2026-08-30 21:49:15 | Epoch 022/060 | loss 2.2179 | cls 1.2437 | tal -0.0941 | dual_g 1.0025 | dual_d 0.8098 | train_acc 0.9875 | train_full n/a | val_acc 0.9833 | val_f1 0.9847 | adv/moduleC 0.75/1.00 | disc_steps 15 | grad(main/disc) 8.321/1.605 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
