epoch,train_loss,train_loss_cls,train_loss_cls_source,train_loss_cls_target,train_loss_tal,train_loss_dual_g,train_loss_dual_d,train_grad_norm_main,train_grad_norm_discriminator,train_grad_clip_fraction_main,train_grad_clip_fraction_discriminator,train_discriminator_steps,train_adversarial_scale,train_module_c_scale,train_acc,train_acc_source,train_acc_target,train_acc_source_like,train_acc_target_like,train_dual_d_discriminator_total,train_dual_d_discriminator_primary,train_dual_d_discriminator_auxiliary,train_dual_d_generator_total,train_dual_d_adv_primary,train_dual_d_adv_auxiliary,train_dual_d_cycle,train_dual_d_identity,train_dual_d_contrastive,train_dual_d_prototype_contrastive,train_dual_d_classification_feedback,train_dual_d_weighted_cycle,train_dual_d_weighted_identity,train_dual_d_weighted_contrastive,train_dual_d_weighted_prototype_contrastive,train_dual_d_weighted_classification_feedback,val_loss,val_acc,val_precision_macro_present,val_recall_macro_present,val_f1_macro_present,val_precision_micro,val_recall_micro,val_f1_micro,val_raw_loss,val_raw_acc,val_raw_f1_macro_present,train_full_acc,train_full_f1_macro_present,train_sampled_minus_full_acc,monitor_value,monitor_selection_score,monitor_stability_window,lr_main,lr_discriminator,lr_discriminator_to_main_ratio,cuda_peak_allocated_gb,cuda_peak_reserved_gb,train_seconds,val_seconds,raw_eval_seconds,train_eval_seconds,epoch_seconds
1,5.758066654205322,5.725640296936035,3.4973552227020264,3.428131103515625,0.10808727145195007,0.0,0.0,17.29453754425049,0.0,1.0,0.0,0.0,0.0,0.0,0.05434782608695652,0.059782608695652176,0.05434782608695652,0.08695652173913043,0.09782608695652174,0.0,0.0,0.0,0.0,1.6056879758834839,1.1767340004444122,0.3452080190181732,0.2602674812078476,1.7846633195877075,1.8081293106079102,6.766551971435547,0.0,0.0,0.0,0.0,0.0,3.0508928298950195,0.038461538461538464,0.016666666666666666,0.03333333333333333,0.022222222222222223,0.038461538461538464,0.038461538461538464,0.038461538461538464,3.055490493774414,0.0,0.0,0.0625,0.03571428571428571,0.024456521739130432,0.022222222222222223,-inf,5,9e-05,3.5e-05,0.38888888888888884,21.770549774169922,28.18359375,2.688493013381958,0.4368712902069092,0.42010951042175293,0.620361328125,4.166160583496094
2,5.0512919425964355,5.062461853027344,3.0458675622940063,3.102453112602234,-0.03723315894603729,0.0,0.0,15.68509292602539,0.0,1.0,0.0,0.0,0.0,0.0,0.05434782608695652,0.14673913043478262,0.05434782608695652,0.08152173913043478,0.09239130434782608,0.0,0.0,0.0,0.0,1.7595612406730652,0.9221957623958588,0.3448943942785263,0.25897443294525146,1.761076033115387,1.7998772859573364,6.23440957069397,0.0,0.0,0.0,0.0,0.0,2.886475086212158,0.038461538461538464,0.011111111111111112,0.03333333333333333,0.016666666666666666,0.038461538461538464,0.038461538461538464,0.038461538461538464,,,,,,,0.016666666666666666,-inf,5,9e-05,3.5e-05,0.38888888888888884,21.770201683044434,28.18359375,2.169085741043091,0.42093348503112793,0.0,0.0,2.590261936187744
3,4.603719234466553,4.6538245677948,2.8321683406829834,2.8025482892990112,-0.1670181229710579,0.0,0.0,13.87367582321167,0.0,1.0,0.0,0.0,0.0,0.0,0.16847826086956522,0.18478260869565216,0.16847826086956522,0.125,0.16847826086956522,0.0,0.0,0.0,0.0,1.919437050819397,0.9150033295154572,0.344420924782753,0.2594471275806427,1.7535277605056763,1.7995878458023071,5.607194662094116,0.0,0.0,0.0,0.0,0.0,2.7712934017181396,0.07692307692307693,0.017543859649122806,0.06666666666666667,0.027777777777777776,0.07692307692307693,0.07692307692307693,0.07692307692307693,,,,,,,0.027777777777777776,-inf,5,9e-05,3.5e-05,0.38888888888888884,21.770931243896484,28.18359375,2.647679090499878,0.42070889472961426,0.0,0.0,3.0686097145080566
4,4.111048698425293,4.164196252822876,2.5229790210723877,2.524949550628662,-0.17715884000062943,0.0,0.0,12.222595691680908,0.0,1.0,0.0,0.0,0.0,0.0,0.22282608695652173,0.22282608695652173,0.22282608695652173,0.22826086956521738,0.266304347826087,0.0,0.0,0.0,0.0,2.0232959985733032,0.8734172284603119,0.34311598539352417,0.260809525847435,1.7567251920700073,1.7962614297866821,4.902887344360352,0.0,0.0,0.0,0.0,0.0,2.6743595600128174,0.11538461538461539,0.0992063492063492,0.15,0.10897435897435898,0.11538461538461539,0.11538461538461539,0.11538461538461539,,,,,,,0.10897435897435898,-inf,5,9e-05,3.5e-05,0.38888888888888884,21.771968841552734,28.18359375,2.712480068206787,0.42098283767700195,0.0,0.0,3.1336891651153564
5,3.5760821104049683,3.603213310241699,2.1306713819503784,2.2654494047164917,-0.0904373750090599,0.0,0.0,10.945178985595703,0.0,1.0,0.0,0.0,0.0,0.0,0.266304347826087,0.375,0.266304347826087,0.2717391304347826,0.32065217391304346,0.0,0.0,0.0,0.0,1.9049836993217468,0.9595741331577301,0.3420068174600601,0.26158466935157776,1.7454971671104431,1.7839769124984741,4.661859512329102,0.0,0.0,0.0,0.0,0.0,2.64062762260437,0.11538461538461539,0.0984848484848485,0.15,0.10802469135802469,0.11538461538461539,0.11538461538461539,0.11538461538461539,2.525946855545044,0.11538461538461539,0.13580246913580246,0.19791666666666666,0.12108262108262108,0.07382246376811594,0.10802469135802469,0.016666666666666666,5,9e-05,3.5e-05,0.38888888888888884,21.771778106689453,28.18359375,2.343414306640625,0.42368102073669434,0.42250514030456543,0.614638090133667,3.8045098781585693
6,3.3560136556625366,3.378506064414978,2.0117071866989136,2.1027677059173584,-0.07497470825910568,0.0,0.0,10.23279333114624,0.0,1.0,0.0,0.0,0.0,0.0,0.3695652173913043,0.3695652173913043,0.3695652173913043,0.30978260869565216,0.3641304347826087,0.0,0.0,0.0,0.0,1.7269389033317566,0.867904782295227,0.3432449847459793,0.26274310052394867,1.7100062370300293,1.7671467065811157,4.317840099334717,0.0,0.0,0.0,0.0,0.0,2.6508357524871826,0.11538461538461539,0.11944444444444445,0.15833333333333333,0.12761904761904763,0.11538461538461539,0.11538461538461539,0.11538461538461539,,,,,,,0.12761904761904763,0.016666666666666666,5,9e-05,3.5e-05,0.38888888888888884,21.771968841552734,28.18359375,2.4752895832061768,0.42734432220458984,0.0,0.0,2.902923107147217
7,3.1842868328094482,3.1694225072860718,1.9248872995376587,1.9146695137023926,-0.015955224633216858,0.019650977104902267,0.0,9.539362907409668,0.0,1.0,0.0,0.0,0.0,0.08333333333333333,0.42391304347826086,0.4673913043478261,0.42391304347826086,0.391304347826087,0.4076086956521739,0.0,0.0,0.0,0.019650977104902267,1.9046053886413574,0.8789950311183929,0.34225820004940033,0.2620775103569031,1.6819039583206177,1.7489745020866394,4.109524965286255,0.007986024487763643,0.0008735917217563838,0.003503966727294028,0.007287394255399704,0.0,2.6604702472686768,0.15384615384615385,0.2309941520467836,0.24166666666666667,0.1638888888888889,0.15384615384615385,0.15384615384615385,0.15384615384615385,2.5587472915649414,0.23076923076923078,0.27857142857142864,,,,0.1638888888888889,0.027777777777777776,5,9e-05,3.5e-05,0.38888888888888884,21.770793914794922,28.18359375,2.4867968559265137,0.4202115535736084,0.43661069869995117,0.0,3.3438637256622314
8,3.0586981773376465,3.0583245754241943,1.8220725655555725,1.9019262194633484,-0.12865041941404343,0.03896881639957428,0.0,8.887503147125244,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.4891304347826087,0.47282608695652173,0.4891304347826087,0.34782608695652173,0.5163043478260869,0.0,0.0,0.0,0.03896881639957428,1.773629069328308,1.0319477915763855,0.33630165457725525,0.261618971824646,1.6871912479400635,1.7400778532028198,3.9746392965316772,0.015694077126681805,0.001744126551784575,0.007029963890090585,0.014500649645924568,0.0,2.647130012512207,0.11538461538461539,0.10317460317460318,0.20833333333333334,0.1216931216931217,0.11538461538461539,0.11538461538461539,0.11538461538461539,2.5757055282592773,0.19230769230769232,0.3055555555555555,,,,0.1216931216931217,0.10802469135802469,5,9e-05,3.5e-05,0.38888888888888884,21.770137786865234,28.18359375,2.181551456451416,0.42496252059936523,0.4406764507293701,0.0,3.047485113143921
9,2.9733943939208984,2.926870584487915,1.7562018632888794,1.801028847694397,-0.049862053245306015,0.06148245930671692,1.042996883392334,8.816607475280762,2.041027069091797,1.0,0.0,1.0,0.05,0.25,0.4945652173913043,0.5054347826086957,0.4945652173913043,0.44021739130434784,0.5434782608695652,1.042996883392334,1.1690291166305542,0.9169647097587585,0.06148245930671692,1.854603886604309,1.0407240390777588,0.3296082317829132,0.25941699743270874,1.631769835948944,1.701932668685913,3.5920605659484863,0.02307257615029812,0.0025941699277609587,0.010198561940342188,0.021274158731102943,0.0,2.6451733112335205,0.11538461538461539,0.11363636363636365,0.20833333333333334,0.10683760683760683,0.11538461538461539,0.11538461538461539,0.11538461538461539,,,,,,,0.10683760683760683,0.10683760683760683,5,9e-05,3.5e-05,0.38888888888888884,21.770931243896484,28.18359375,2.141335964202881,0.4241371154785156,0.0,0.0,2.5657589435577393
10,2.9365042448043823,2.8799352645874023,1.7682411074638367,1.7102986574172974,-0.09071210771799088,0.08378275856375694,1.0738749504089355,8.374693393707275,2.161799669265747,1.0,0.0,1.0,0.1,0.3333333333333333,0.5380434782608695,0.532608695652174,0.5380434782608695,0.45652173913043476,0.5271739130434783,1.0738749504089355,1.270904302597046,0.8768454790115356,0.08378275856375694,1.8152750134468079,0.9852437376976013,0.31833329796791077,0.25768959522247314,1.6531026363372803,1.7075023651123047,3.4935667514801025,0.029711107723414898,0.0034358613193035126,0.013775855768471956,0.028458374552428722,0.0,2.594752311706543,0.19230769230769232,0.11666666666666665,0.2916666666666667,0.15555555555555556,0.19230769230769232,0.19230769230769232,0.19230769230769232,2.537731170654297,0.23076923076923078,0.2967171717171717,0.125,0.10359843546284225,0.33152173913043476,0.15555555555555556,0.10683760683760683,5,9e-05,3.5e-05,0.38888888888888884,21.772907257080078,28.18359375,2.2672739028930664,0.4255080223083496,0.4277949333190918,0.6285853385925293,3.7494237422943115
