epoch,train_loss,train_loss_cls,train_loss_cls_source,train_loss_cls_target,train_loss_tal,train_loss_dual_g,train_loss_dual_d,train_grad_norm_main,train_grad_norm_discriminator,train_grad_clip_fraction_main,train_grad_clip_fraction_discriminator,train_discriminator_steps,train_adversarial_scale,train_module_c_scale,train_acc,train_acc_source,train_acc_target,train_acc_source_like,train_acc_target_like,train_dual_d_discriminator_total,train_dual_d_discriminator_primary,train_dual_d_discriminator_auxiliary,train_dual_d_generator_total,train_dual_d_adv_primary,train_dual_d_adv_auxiliary,train_dual_d_cycle,train_dual_d_identity,train_dual_d_contrastive,train_dual_d_prototype_contrastive,train_dual_d_classification_feedback,train_dual_d_weighted_cycle,train_dual_d_weighted_identity,train_dual_d_weighted_contrastive,train_dual_d_weighted_prototype_contrastive,train_dual_d_weighted_classification_feedback,val_loss,val_acc,val_precision_macro_present,val_recall_macro_present,val_f1_macro_present,val_precision_micro,val_recall_micro,val_f1_micro,val_raw_loss,val_raw_acc,val_raw_f1_macro_present,train_full_acc,train_full_f1_macro_present,train_sampled_minus_full_acc,monitor_value,monitor_selection_score,monitor_stability_window,lr_scheduler_active,lr_main,lr_discriminator,lr_discriminator_to_main_ratio,cuda_peak_allocated_gb,cuda_peak_reserved_gb,train_seconds,val_seconds,raw_eval_seconds,train_eval_seconds,epoch_seconds
1,5.903564055760701,5.8408567905426025,3.232250928878784,3.2607572873433432,0.20902402636905512,0.0,0.0,16.70649528503418,0.0,1.0,0.0,0.0,0.0,0.0,0.10144927536231885,0.09420289855072464,0.10144927536231885,0.09601449275362318,0.10326086956521739,0.0,0.0,0.0,0.0,0.9301892817020416,0.3647467643022537,0.3664077470699946,0.2697774221499761,2.054993907610575,2.0954668521881104,6.527950366338094,0.0,0.0,0.0,0.0,0.0,2.9118353128433228,0.025,0.004261363636363636,0.03409090909090909,0.007575757575757576,0.025,0.025,0.025000000000000005,2.8209102153778076,0.05,0.016129032258064516,0.06666666666666667,0.02378725428027901,0.02934782608695652,0.007575757575757576,0.007575757575757576,1,False,7.5e-05,3e-05,0.4,21.770931243896484,28.18359375,4.585049867630005,0.6013495922088623,0.5925118923187256,0.9937453269958496,6.772911071777344
2,4.596005042394002,4.5169440905253095,2.539514104525248,2.471787412961324,0.26353636880715686,0.0,0.0,12.64522123336792,0.0,1.0,0.0,0.0,0.0,0.0,0.20652173913043478,0.20108695652173914,0.20652173913043478,0.20833333333333334,0.21557971014492755,0.0,0.0,0.0,0.0,1.0010400414466858,0.3372090111176173,0.3702820340792338,0.2723331352074941,2.0488231976826987,2.102186997731527,5.114663283030192,0.0,0.0,0.0,0.0,0.0,2.3016483783721924,0.2916666666666667,0.15025252525252525,0.21524194809255784,0.16093117408906882,0.2916666666666667,0.2916666666666667,0.2916666666666667,2.2688539028167725,0.2916666666666667,0.1768483709273183,,,,0.16093117408906882,0.16093117408906882,1,False,7.5e-05,3e-05,0.4,21.772159576416016,28.18359375,3.3479297161102295,0.6090342998504639,0.6103360652923584,0.0,4.567567348480225
3,3.9526886542638144,3.8767336209615073,2.1732861399650574,2.1293093164761863,0.2531834344069163,0.0,0.0,10.887238502502441,0.0,1.0,0.0,0.0,0.0,0.0,0.322463768115942,0.33695652173913043,0.322463768115942,0.2916666666666667,0.33152173913043476,0.0,0.0,0.0,0.0,1.0176455676555634,0.36615989605585736,0.37225982050100964,0.273428812623024,2.022060434023539,2.0704909563064575,4.300914605458577,0.0,0.0,0.0,0.0,0.0,2.4430623054504395,0.08333333333333333,0.19788481141692152,0.20922256097560976,0.09185374731287864,0.08333333333333333,0.08333333333333333,0.08333333333333333,,,,,,,0.09185374731287864,0.09185374731287864,1,False,7.5e-05,3e-05,0.4,21.770931243896484,28.18359375,3.324604034423828,0.6088695526123047,0.0,0.0,3.9337332248687744
4,3.7834750413894653,3.4105037450790405,1.897330363591512,1.8914667963981628,0.15935431917508444,0.3251650383075078,0.0,10.163339296976725,0.0,1.0,0.0,0.0,0.0,0.125,0.42028985507246375,0.4365942028985507,0.42028985507246375,0.3804347826086957,0.40217391304347827,0.0,0.0,0.0,0.3251650383075078,1.0093053877353668,0.3732182631889979,0.3702567120393117,0.27312037348747253,1.9623283743858337,2.0187421242396035,3.9361992677052817,0.010182059680422148,0.0011949016285749774,0.012264552526175976,0.00630856918481489,0.2952149560054143,2.781233310699463,0.058333333333333334,0.06584821428571429,0.1875,0.06902173913043479,0.058333333333333334,0.058333333333333334,0.058333333333333334,,,,,,,0.06902173913043479,0.06902173913043479,1,False,7.5e-05,3e-05,0.4,21.772159576416016,28.18359375,3.1751532554626465,0.6131415367126465,0.0,0.0,3.7885191440582275
5,3.5702568689982095,2.9702582359313965,1.6249229113260906,1.6816691954930623,0.06715265444169442,0.5798528095086416,0.0,9.914094924926758,0.0,1.0,0.0,0.0,0.0,0.25,0.5307971014492754,0.572463768115942,0.5307971014492754,0.5235507246376812,0.5054347826086957,0.0,0.0,0.0,0.5798528095086416,0.9255491097768148,0.37023407220840454,0.3650134305159251,0.27070248623689014,1.918632984161377,1.9636753400166829,3.4743501345316568,0.02007573905090491,0.002368646712663273,0.02398291261245807,0.012272971061368784,0.5211525410413742,2.246376633644104,0.15,0.3830005120327701,0.3060749662585559,0.22940738795518206,0.15,0.15,0.15,2.2213313579559326,0.14166666666666666,0.19447482342219183,0.12903225806451613,0.1710214121741636,0.394518466573165,0.22940738795518206,0.22940738795518206,1,False,7.5e-05,3e-05,0.4,21.770931243896484,28.18359375,3.5812954902648926,0.6106417179107666,0.6144802570343018,0.8491241931915283,5.655787944793701
6,3.431997458140055,2.6567691564559937,1.492613395055135,1.455194612344106,0.006920891193052133,0.7731520632902781,0.9465688467025757,10.05555788675944,1.8308693567911785,1.0,0.0,3.0,0.06666666666666667,0.375,0.6394927536231884,0.6014492753623188,0.6394927536231884,0.5797101449275363,0.6068840579710145,0.9465688467025757,0.9027506907780966,0.990386962890625,0.7731520632902781,0.9552288055419922,0.3580717494090398,0.3575705885887146,0.26695436239242554,1.8522096474965413,1.9048602779706318,3.0441561142603555,0.029499574564397335,0.0035037759225815535,0.034728932504852615,0.01785806566476822,0.6849351127942404,1.7487231492996216,0.375,0.5257936507936508,0.45217268481783324,0.35573672572432385,0.375,0.375,0.375,1.7308644652366638,0.4083333333333333,0.3848512693339101,,,,0.35573672572432385,0.35573672572432385,1,False,7.5e-05,3e-05,0.4,21.773098468780518,28.18359375,3.5291571617126465,0.6141612529754639,0.6135594844818115,0.0,4.757153272628784
7,3.244908928871155,2.337252378463745,1.3221851388613384,1.2688340544700623,-0.006829896320899327,0.9097055792808533,0.9635984698931376,9.540655612945557,1.7592591047286987,1.0,0.0,3.0,0.13333333333333333,0.5,0.7282608695652174,0.697463768115942,0.7282608695652174,0.6666666666666666,0.6938405797101449,0.9635984698931376,0.9253676335016886,1.0018293460210164,0.9097055792808533,0.9509510397911072,0.36470334231853485,0.3502347369988759,0.2638386090596517,1.7742174466451008,1.818968137105306,2.647357980410258,0.03852582102020582,0.004617175708214442,0.04435543715953827,0.02273710227260987,0.7942074239253998,1.4910424947738647,0.5333333333333333,0.6601547270955166,0.7180772567835133,0.5647892946937725,0.5333333333333333,0.5333333333333333,0.5333333333333333,1.4816144108772278,0.5416666666666666,0.6165233888918099,,,,0.5647892946937725,0.5647892946937725,1,False,7.5e-05,3e-05,0.4,21.771870136260986,28.18359375,3.649902105331421,0.6142234802246094,0.6150071620941162,0.0,4.8794026374816895
8,3.337309956550598,2.252222736676534,1.2380600372950237,1.267703354358673,-0.03453198789308468,1.095446785291036,0.9526392420132955,10.295740127563477,1.6957473357518513,1.0,0.0,3.0,0.2,0.625,0.7355072463768116,0.7427536231884058,0.7355072463768116,0.7409420289855072,0.717391304347826,0.9526392420132955,0.9399790565172831,0.9652994076410929,1.095446785291036,0.9708725015322367,0.42793988188107807,0.3443555583556493,0.2624341795841853,1.7444899678230286,1.772944152355194,2.5379912853240967,0.047348891074458756,0.00574074755422771,0.05451531149446964,0.027702252380549908,0.9517467220624288,1.5340844988822937,0.5,0.6771749084249085,0.7218597282886785,0.5667731547548541,0.5,0.5,0.5,1.5261849761009216,0.525,0.5736612364243943,,,,0.5667731547548541,0.5667731547548541,1,False,7.5e-05,3e-05,0.4,21.773098468780518,28.18359375,3.6378061771392822,0.6162488460540771,0.6150076389312744,0.0,4.869333505630493
9,3.3377153476079306,2.1043012539545694,1.193884551525116,1.1380208134651184,0.0004124566912651062,1.2332903742790222,0.9472999771436056,10.455810387929281,1.6659817298253377,1.0,0.0,3.0,0.26666666666666666,0.75,0.8043478260869565,0.7735507246376812,0.8043478260869565,0.7735507246376812,0.7572463768115942,0.9472999771436056,0.9341265360514323,0.9604734381039938,1.2332903742790222,0.9978784322738647,0.4931109895308812,0.33835290372371674,0.26040857036908466,1.6634492079416912,1.685614804426829,2.3660309314727783,0.05582823107639948,0.006835724770401915,0.06237934778134028,0.031605279073119164,1.0647138953208923,1.2800630927085876,0.6833333333333333,0.712702597564854,0.8106919591543134,0.6917673835508504,0.6833333333333333,0.6833333333333333,0.6833333333333333,1.2897887229919434,0.6833333333333333,0.682219528983537,,,,0.6917673835508504,0.6917673835508504,1,False,7.5e-05,3e-05,0.4,21.771870136260986,28.18359375,3.242074489593506,0.617048978805542,0.6198103427886963,0.0,4.479198455810547
10,3.2927968899408975,1.9575482606887817,1.1145826578140259,1.0537069737911224,0.003197082473586003,1.33428951104482,0.87846839427948,10.021101315816244,1.47803529103597,1.0,0.0,3.0,0.3333333333333333,0.875,0.8134057971014492,0.8260869565217391,0.8134057971014492,0.8442028985507246,0.7989130434782609,0.87846839427948,0.9138868053754171,0.8430500030517578,1.33428951104482,0.9751328925291697,0.46030942102273303,0.3332614252964656,0.25821569561958313,1.6244551539421082,1.628874957561493,2.1736626625061035,0.06415282189846039,0.00790785594532887,0.07106991112232208,0.03563163864115874,1.1411728461583455,1.2125804424285889,0.7333333333333333,0.7322080402619451,0.8391557408657091,0.7252031181379007,0.7333333333333333,0.7333333333333333,0.7333333333333333,1.2265028953552246,0.7083333333333334,0.7057098108432523,0.7354838709677419,0.7118496139772141,0.10871902758298269,0.7252031181379007,0.7252031181379007,1,False,7.5e-05,3e-05,0.4,21.773098468780518,28.18359375,3.5959644317626953,0.6058351993560791,0.625718355178833,0.8641278743743896,5.691946029663086
