variant,domain,runs,target_raw_silhouette_mean,target_raw_silhouette_std,target_translated_silhouette_mean,target_translated_silhouette_std,target_silhouette_gain_mean,target_silhouette_gain_std,source_target_raw_class_centroid_distance_mean,source_target_raw_class_centroid_distance_std,source_target_translated_class_centroid_distance_mean,source_target_translated_class_centroid_distance_std,class_centroid_alignment_gain_mean,class_centroid_alignment_gain_std,source_target_raw_coral_mean,source_target_raw_coral_std,source_target_translated_coral_mean,source_target_translated_coral_std,coral_alignment_gain_mean,coral_alignment_gain_std,source_target_raw_prototype_diagonal_mean,source_target_raw_prototype_diagonal_std,source_target_translated_prototype_diagonal_mean,source_target_translated_prototype_diagonal_std,prototype_diagonal_gain_mean,prototype_diagonal_gain_std,source_target_raw_prototype_margin_mean,source_target_raw_prototype_margin_std,source_target_translated_prototype_margin_mean,source_target_translated_prototype_margin_std,prototype_margin_gain_mean,prototype_margin_gain_std,source_target_raw_prototype_top1_mean,source_target_raw_prototype_top1_std,source_target_translated_prototype_top1_mean,source_target_translated_prototype_top1_std,prototype_top1_gain_mean,prototype_top1_gain_std,source_cycle_cosine_error_mean,source_cycle_cosine_error_std,target_cycle_cosine_error_mean,target_cycle_cosine_error_std,cycle_cosine_error_mean,cycle_cosine_error_std,source_identity_cosine_error_mean,source_identity_cosine_error_std,target_identity_cosine_error_mean,target_identity_cosine_error_std,identity_cosine_error_mean,identity_cosine_error_std
full,逆光,3,0.33835556207526984,0.03131577231701021,0.34674235013559124,0.03591125848685524,0.00838678806032143,0.004600529098289048,0.7746076801860774,0.05242097305669464,0.7604126963350508,0.05360619049963096,0.014194983851026577,0.001898992513938709,0.003268668235800399,0.0012966709320431746,0.0033459422073218955,0.001275470374051157,-7.727397152149645e-05,3.3522674674152166e-05,0.2253923068443934,0.05242096770322754,0.23958728710810342,0.05360615873290488,0.014194980263710022,0.0018989802668774394,0.061274352173010506,0.013520567174766464,0.07631987954179446,0.022369131973108598,0.01504552736878395,0.00890619511237741,0.7777777777777778,0.1111111111111111,0.8518518518518519,0.12830005981991682,0.07407407407407411,0.06415002990995845,0.027469560147415147,0.0014562868679119311,0.030265207850236925,0.004547377887200961,0.028867383998826036,0.002979806831508809,0.022270271407871602,0.0012283336118314695,0.0247045104377721,0.0036458059501456733,0.02348739092282185,0.002399338561321492
full,雨天,3,0.5327344266916232,0.03936487952916191,0.5504025833372179,0.03395586372153515,0.01766815664559468,0.009052880722700904,0.8412143029272556,0.02436848165169015,0.8323026022149457,0.030672061688323083,0.008911700712309956,0.012148407096928805,0.014155694088330664,0.00869444278717887,0.014326812406348156,0.008624363669598224,-0.0001711183180174916,8.902606402826958e-05,0.15878568589687347,0.024368492576706372,0.1676973799864451,0.030672068433869576,0.008911694089571634,0.012148425449080178,0.058292511850595474,0.027841703639815134,0.06755139927069347,0.03228684876324669,0.009258887420097986,0.005570836039996259,0.6666666666666666,0.28867513459481287,0.6666666666666666,0.28867513459481287,0.0,0.0,0.032980870429065605,0.0013517786312261105,0.050575230553903526,0.0014840654782090786,0.041778050491484565,0.0013766222121558331,0.020099309430943107,0.0009226803629786262,0.031094605359667692,0.0013967638946989166,0.0255969573953054,0.0011254480880991584
full,黑天,3,0.5722031382377064,0.037323290805883355,0.5897867214562613,0.04088555984406727,0.017583583218554872,0.0036236011624051273,0.4141850297649701,0.03642093596959425,0.40455999225378036,0.038633431591956716,0.00962503751118978,0.002542218160033435,0.0015280511347962617,0.00027140288668923903,0.0015543301299232235,0.00027374039689113066,-2.6278995126961758e-05,2.493847029173199e-05,0.5858149925867716,0.03642093596959425,0.5954399903615316,0.038633412393645136,0.009624997774759928,0.002542194451871741,0.41474143664042157,0.05164177430985481,0.43517335255940753,0.05190002236110171,0.020431915918986004,0.002301285342852362,1.0,0.0,1.0,0.0,0.0,0.0,0.008162228717431408,0.0021514438773918656,0.011538667975574178,0.0018925008484776851,0.009850448346502793,0.0018975511100840718,0.010158871942728442,0.0012643413237883856,0.014928211913233498,0.002195795542860393,0.01254354192798097,0.00172503047151109
no_classification_feedback,逆光,3,0.36572299178772255,0.022616932571533025,0.36783991984035613,0.024819486085192143,0.002116928052633582,0.0056101354401629664,0.7566640647473158,0.017358284517836307,0.6995137985105868,0.03817884247223571,0.05715026623672911,0.022012998126769722,0.0029971422202987354,0.00015212036374809068,0.002858944010918084,0.00017791363366315052,0.00013819820938065137,6.423188165580515e-05,0.24333593746026358,0.017358290421368317,0.30048619707425434,0.038178837090971,0.057150259613990784,0.02201299120576137,0.08400430778662364,0.002747340014304339,0.10839419315258662,0.012845963659954999,0.024389885365962982,0.0131790138856124,0.7777777777777778,0.0,0.8888888888888888,0.1111111111111111,0.11111111111111109,0.1111111111111111,0.009006791576559144,0.002041179530431698,0.010744673828865674,0.0005656461531885614,0.009875732702712409,0.001122458898638053,0.03911871394476888,0.003475928909924894,0.03811429541813225,0.0034812081880349188,0.038616504681450566,0.003463415740603183
no_classification_feedback,雨天,3,0.5594245697079012,0.01821495843434199,0.559979257947432,0.014077410997949898,0.0005546882395307909,0.006104967695298593,0.8361661605950859,0.01151988408259482,0.8045581873092387,0.028255921204906043,0.03160797328584727,0.018617090821464826,0.01006577159997343,0.007992790148218453,0.010009777046039248,0.007959629947476706,5.599455393418112e-05,3.319324426952077e-05,0.16383383174737295,0.01151989500624227,0.19544180234273276,0.02825593452513697,0.0316079705953598,0.018617103988965125,0.06999752173821132,0.02392802786588729,0.08608718464771907,0.016579479700939617,0.01608966290950775,0.0073514723607152705,0.8333333333333334,0.16666666666666669,0.8888888888888888,0.1924500897298753,0.055555555555555546,0.0962250448649376,0.0038965964812231694,0.0006511271168255518,0.0061592372912148705,0.0008263362269738497,0.00502791688621902,0.0007204129874065747,0.038832273556933604,0.002118550228935559,0.05579231117965268,0.009522149370234483,0.047312292368293145,0.005421899854123917
no_classification_feedback,黑天,3,0.5724521788670887,0.015293045147145808,0.5892989924911086,0.01382141918188595,0.01684681362402,0.0028513786520906245,0.4092223346233368,0.022134785214863693,0.31859984000523883,0.018675837060911006,0.09062249461809795,0.017563647937759296,0.0011895239097008726,0.00017977856595468114,0.0009412097226435401,0.00015023886886425872,0.0002483141870573325,3.074297091526117e-05,0.5907776355743408,0.022134810781671198,0.681400199731191,0.018675863226480134,0.09062256415685017,0.017563685712226104,0.45950448513031006,0.014225518316308935,0.522862950960795,0.0126479344284956,0.06335846583048503,0.015449577061619082,1.0,0.0,1.0,0.0,0.0,0.0,0.0022017924134953328,0.0006463302524293079,0.0032414924413037864,0.0003252600331197644,0.002721642427399559,0.0004834474785515413,0.00411685997028808,0.002458941795230697,0.005030242560584348,0.0021060504963856096,0.004573551265436214,0.0022158477990737394
no_cycle,逆光,3,0.36303651226404604,0.00938191699714781,0.37809350018864074,0.009089186990615656,0.01505698792459472,0.00034440442016190454,0.7415390994261812,0.03948459563721085,0.7314280779273421,0.03703435683204534,0.010111021498839098,0.013245784168079032,0.002546396690725745,0.000617619258538519,0.002669348251726799,0.0006516621216623411,-0.00012295156100105347,3.470090136965363e-05,0.2584608991940816,0.03948457371088506,0.26857193807760876,0.03703436504524674,0.01011103888352712,0.013245771155083377,0.09776377181212108,0.007794583697362242,0.11792417367299397,0.0038618307827362453,0.020160401860872906,0.004176935470348448,0.8888888888888888,0.0,0.9629629629629629,0.06415002990995845,0.07407407407407411,0.06415002990995845,0.057407936386103656,0.004176037177573966,0.06272631557893234,0.00787304974177862,0.060067125982517997,0.00509132318413178,0.0282557822579897,0.002201496357421971,0.030659176349754885,0.0044399286192680935,0.029457479303872294,0.0023928855871538407
no_cycle,雨天,3,0.5490827504325162,0.030206460780001734,0.5645549523169429,0.033837833602764815,0.015472201884426736,0.008405425148495509,0.8408218477335241,0.05655884874462834,0.8395197954442766,0.04217615535340082,0.0013020522892475128,0.014778486453631032,0.03642577368360258,0.03398074598869627,0.03653717986754432,0.03397277504734752,-0.00011140618394174012,8.073406087768625e-06,0.15917815019687018,0.056558843718447945,0.1604801913102468,0.04217616028590625,0.0013020411133766174,0.014778477948321532,0.052901796996593475,0.005759142681978845,0.0607696957886219,0.005006896406727562,0.007867898792028427,0.006398512069119502,0.7777777777777778,0.09622504486493767,0.7777777777777778,0.09622504486493767,0.0,0.0,0.04808774948025851,0.008735497846039447,0.07619124136155508,0.005621414771711995,0.06213949542090679,0.007140029243375812,0.023473108940789623,0.0037128820845517122,0.0378300686119035,0.004928580052607922,0.030651588776346564,0.004248953723162552
no_cycle,黑天,3,0.5269098100205849,0.0270201494019327,0.5785400942396254,0.027136132616898272,0.05163028421904048,0.004340874567789748,0.47508003811041516,0.02371634630199511,0.4497000550230344,0.017754645788265626,0.025379983087380726,0.0059617597357914135,0.0020384974008356245,0.0009901539965429796,0.0021546019634742022,0.000938392076429702,-0.00011610456263857778,5.3879907841017046e-05,0.5249199867248535,0.023716325127058666,0.5502999226252238,0.017754590911381544,0.02537993590037028,0.005961793527645826,0.38493186235427856,0.01925077156800689,0.42615718642870587,0.021596984467927856,0.041225324074427284,0.006509992697242332,1.0,0.0,1.0,0.0,0.0,0.0,0.05088954185932171,0.0011793612008953258,0.06671692607446307,0.0058732134861428555,0.05880323396689239,0.0024689225173498562,0.024542938137257695,0.0007377821609446489,0.037617658116521846,0.0037166480888486766,0.031080298126889772,0.0018912358766921464
no_identity,逆光,3,0.33257350734730123,0.035560669377897515,0.342009799028387,0.0354396740114623,0.009436291681085748,0.004274267264034526,0.7614562890181938,0.046734224872349364,0.746877983212471,0.04531370740274215,0.014578305805722872,0.0017656522953529725,0.0028166303050680924,0.0005910123297936017,0.002912562549974472,0.0006160869971690511,-9.593224490637943e-05,3.8909465408427336e-05,0.23854371905326843,0.04673423000041901,0.2531220217545827,0.045313709883338896,0.014578302701314291,0.001765645989324105,0.07452451686064403,0.010436287499567177,0.08757406224807103,0.018167034053689947,0.013049545387427012,0.009733943675940292,0.8148148148148148,0.06415002990995838,0.9259259259259259,0.12830005981991682,0.11111111111111112,0.1111111111111111,0.027736503597785168,0.0012073329566515117,0.029598641109956515,0.002520133408959852,0.02866757235387084,0.0006785229393586629,0.02514632426484524,0.00040168528367940976,0.027248285721896554,0.002468033451649236,0.026197304993370897,0.0012283443127435235
