run_dir,run,variant,domain,iteration,seed,metrics_path,epochs,best_epoch,best_val_acc,best_val_precision,best_val_recall,best_val_f1,best_train_full_acc,generalization_gap,feature_embeddings,result_path,best_train_dual_d_generator_total,best_train_dual_d_adv_auxiliary,best_train_acc_source_like,best_train_dual_d_classification_feedback,best_train_acc_target_like,best_train_dual_d_prototype_contrastive,best_train_dual_d_adv_primary,best_train_dual_d_contrastive,best_train_dual_d_identity,best_train_dual_d_cycle
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_逆光_20260830_023712,module_c_full_逆光_20260830_023712/metrics_iter01,full,逆光,1,45,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_逆光_20260830_023712/metrics_iter01.csv,40,28.0,0.972972972972973,0.9777777777777779,0.9814814814814815,0.9775533108866442,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_逆光_20260830_023712/feature_embeddings_iter01.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_逆光_20260830_023712/result_summary_iter01.json,0.5206517411602868,0.721062547630734,0.8611111111111112,2.078640659650167,0.8263888888888888,1.5250693294737074,0.7078333364592658,1.3073299063576593,0.2145588000615438,0.2452980031569799
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_逆光_20260830_023712,module_c_full_逆光_20260830_023712/metrics_iter02,full,逆光,2,46,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_逆光_20260830_023712/metrics_iter02.csv,39,27.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_逆光_20260830_023712/feature_embeddings_iter02.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_逆光_20260830_023712/result_summary_iter02.json,0.5168946716520522,0.9889975057707893,0.8333333333333334,1.9995892312791612,0.8055555555555556,1.5185468461778429,0.7351375288433499,1.2994045813878377,0.22620637052588993,0.2539560596148173
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_逆光_20260830_023712,module_c_full_逆光_20260830_023712/metrics_iter03,full,逆光,3,47,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_逆光_20260830_023712/metrics_iter03.csv,46,34.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_逆光_20260830_023712/feature_embeddings_iter03.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_逆光_20260830_023712/result_summary_iter03.json,0.437470942735672,0.5034234192636278,0.9305555555555556,1.7293708589341905,0.9097222222222222,1.251588225364685,0.5848643051253425,1.1579965750376384,0.21459709604581198,0.23995861576663124
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_雨天_20260830_023712,module_c_full_雨天_20260830_023712/metrics_iter01,full,雨天,1,48,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_雨天_20260830_023712/metrics_iter01.csv,54,42.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_雨天_20260830_023712/feature_embeddings_iter01.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_雨天_20260830_023712/result_summary_iter01.json,0.9804913798967997,0.7551038563251495,0.9791666666666666,1.431984305381775,0.9583333333333334,0.947837769985199,0.9240444997946421,0.7865483164787292,0.22714397311210632,0.2828362633784612
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_雨天_20260830_023712,module_c_full_雨天_20260830_023712/metrics_iter02,full,雨天,2,49,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_雨天_20260830_023712/metrics_iter02.csv,46,34.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_雨天_20260830_023712/feature_embeddings_iter02.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_雨天_20260830_023712/result_summary_iter02.json,1.0181272228558857,0.8580959935983022,1.0,1.4924547870953877,0.9479166666666666,0.9890964031219482,0.578973392645518,0.9319212039311727,0.23290968189636865,0.2926604449748993
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_雨天_20260830_023712,module_c_full_雨天_20260830_023712/metrics_iter03,full,雨天,3,50,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_雨天_20260830_023712/metrics_iter03.csv,44,32.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_雨天_20260830_023712/feature_embeddings_iter03.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_雨天_20260830_023712/result_summary_iter03.json,1.015184799830119,0.5697922060887018,0.96875,1.477935532728831,0.9583333333333334,1.1076749960581462,0.799690177043279,1.0746379693349202,0.23052048434813818,0.29312173028786975
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_黑天_20260830_023712,module_c_full_黑天_20260830_023712/metrics_iter01,full,黑天,1,42,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_黑天_20260830_023712/metrics_iter01.csv,50,34.0,0.9916666666666667,0.9791666666666667,0.9886363636363636,0.9826839826839827,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_黑天_20260830_023712/feature_embeddings_iter01.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_黑天_20260830_023712/result_summary_iter01.json,0.6059256633122762,0.43101614316304526,0.9958333333333333,0.8235812505086263,1.0,0.35651619036992394,0.43310741484165194,0.3235775798559189,0.14758174518744152,0.15496310740709304
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_黑天_20260830_023712,module_c_full_黑天_20260830_023712/metrics_iter02,full,黑天,2,43,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_黑天_20260830_023712/metrics_iter02.csv,50,32.0,0.9916666666666667,0.9791666666666667,0.9886363636363636,0.9826839826839827,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_黑天_20260830_023712/feature_embeddings_iter02.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_黑天_20260830_023712/result_summary_iter02.json,0.6191985865434011,0.3666972368955612,0.9979166666666667,0.8355561792850494,0.9958333333333333,0.41008478701114653,0.4776932189861933,0.39488318661848704,0.15878399163484574,0.1586420014500618
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_黑天_20260830_023712,module_c_full_黑天_20260830_023712/metrics_iter03,full,黑天,3,44,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_黑天_20260830_023712/metrics_iter03.csv,53,38.0,0.9916666666666667,0.9953703703703703,0.9886363636363636,0.9916891284815813,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_黑天_20260830_023712/feature_embeddings_iter03.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_full_黑天_20260830_023712/result_summary_iter03.json,0.6092960973580678,0.5281032204627991,0.9979166666666667,0.8251588424046834,1.0,0.3381333351135254,0.5324518611033757,0.3129777212937673,0.14820501705010733,0.14213963697353998
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_逆光_20260830_042021,module_c_no_classification_feedback_逆光_20260830_042021/metrics_iter01,no_classification_feedback,逆光,1,45,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_逆光_20260830_042021/metrics_iter01.csv,47,35.0,0.972972972972973,0.9777777777777779,0.9814814814814815,0.9775533108866442,1.0,0.027027027027026973,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_逆光_20260830_042021/feature_embeddings_iter01.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_逆光_20260830_042021/result_summary_iter01.json,0.16441503994994694,0.4416409664683872,0.9583333333333334,1.6708727545208402,0.9444444444444444,1.279682093196445,0.46321118209097123,1.1162711381912231,0.2803887625535329,0.14609715508090126
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_逆光_20260830_042021,module_c_no_classification_feedback_逆光_20260830_042021/metrics_iter02,no_classification_feedback,逆光,2,46,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_逆光_20260830_042021/metrics_iter02.csv,51,39.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_逆光_20260830_042021/feature_embeddings_iter02.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_逆光_20260830_042021/result_summary_iter02.json,0.16532507869932386,0.5356003145376841,0.9166666666666666,1.715574688381619,0.875,1.3044093979729547,0.3950645691818661,1.0844644374317594,0.3007748458120558,0.14011996156639522
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_逆光_20260830_042021,module_c_no_classification_feedback_逆光_20260830_042021/metrics_iter03,no_classification_feedback,逆光,3,47,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_逆光_20260830_042021/metrics_iter03.csv,49,37.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_逆光_20260830_042021/feature_embeddings_iter03.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_逆光_20260830_042021/result_summary_iter03.json,0.15473599400785235,0.3420545111099879,0.9652777777777778,1.7140845987531874,0.8541666666666666,1.1894968880547419,0.456637614303165,1.0597102377149794,0.2650468183888329,0.15298013389110565
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_雨天_20260830_042021,module_c_no_classification_feedback_雨天_20260830_042021/metrics_iter01,no_classification_feedback,雨天,1,48,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_雨天_20260830_042021/metrics_iter01.csv,60,55.0,1.0,1.0,1.0,1.0,1.0,0.0,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_雨天_20260830_042021/feature_embeddings_iter01.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_雨天_20260830_042021/result_summary_iter01.json,0.08580006907383601,0.4049432923396428,0.9895833333333334,1.559919536113739,0.8854166666666666,0.9052846332391103,0.5209546287854513,0.755714346965154,0.32737400631109875,0.10871968294183414
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_雨天_20260830_042021,module_c_no_classification_feedback_雨天_20260830_042021/metrics_iter02,no_classification_feedback,雨天,2,49,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_雨天_20260830_042021/metrics_iter02.csv,56,44.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_雨天_20260830_042021/feature_embeddings_iter02.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_雨天_20260830_042021/result_summary_iter02.json,0.08510174602270126,0.42031622926394147,0.96875,1.4740614692370098,0.90625,0.8804377714792887,0.3451688140630722,0.8512280484040579,0.2983310967683792,0.12199945747852325
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_雨天_20260830_042021,module_c_no_classification_feedback_雨天_20260830_042021/metrics_iter03,no_classification_feedback,雨天,3,50,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_雨天_20260830_042021/metrics_iter03.csv,59,47.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_雨天_20260830_042021/feature_embeddings_iter03.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_雨天_20260830_042021/result_summary_iter03.json,0.08894592896103859,0.2874867096543312,0.9895833333333334,1.4973727663358052,0.9583333333333334,0.99048380057017,0.43080371618270874,0.9260912934939066,0.300323819120725,0.11837692062060039
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_黑天_20260830_042021,module_c_no_classification_feedback_黑天_20260830_042021/metrics_iter01,no_classification_feedback,黑天,1,42,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_黑天_20260830_042021/metrics_iter01.csv,60,50.0,0.9916666666666667,0.9791666666666667,0.9886363636363636,0.9826839826839827,1.0,0.008333333333333304,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_黑天_20260830_042021/feature_embeddings_iter01.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_黑天_20260830_042021/result_summary_iter01.json,0.05395706991354624,0.5414595037698746,1.0,0.8117616136868795,0.9958333333333333,0.23361361573139827,0.45652765532334644,0.21473645369211833,0.09643512691060702,0.07454722995559375
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_黑天_20260830_042021,module_c_no_classification_feedback_黑天_20260830_042021/metrics_iter02,no_classification_feedback,黑天,2,43,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_黑天_20260830_042021/metrics_iter02.csv,60,52.0,0.9833333333333333,0.9678030303030304,0.9855875831485588,0.9757295173961841,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_黑天_20260830_042021/feature_embeddings_iter02.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_黑天_20260830_042021/result_summary_iter02.json,0.05614276975393295,0.46226687033971153,1.0,0.7960299710432689,1.0,0.2524424428741137,0.5503672957420349,0.2551422397295634,0.08774183417359988,0.06907904148101807
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_黑天_20260830_042021,module_c_no_classification_feedback_黑天_20260830_042021/metrics_iter03,no_classification_feedback,黑天,3,44,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_黑天_20260830_042021/metrics_iter03.csv,57,42.0,0.9916666666666667,0.9953703703703703,0.9886363636363636,0.9916891284815813,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_黑天_20260830_042021/feature_embeddings_iter03.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_classification_feedback_黑天_20260830_042021/result_summary_iter03.json,0.05995679472883542,0.5129969934622447,0.9979166666666667,0.8172153274218241,0.99375,0.2690472607811292,0.4678218364715576,0.28006261090437573,0.12432411561409633,0.08498830025394757
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_逆光_20260830_025712,module_c_no_cycle_逆光_20260830_025712/metrics_iter01,no_cycle,逆光,1,45,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_逆光_20260830_025712/metrics_iter01.csv,47,35.0,1.0,1.0,1.0,1.0,1.0,0.0,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_逆光_20260830_025712/feature_embeddings_iter01.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_逆光_20260830_025712/result_summary_iter01.json,0.3974011606640286,0.6090984675619338,0.9722222222222222,1.5946690771314833,0.9375,1.3215692308213975,0.6537618968221877,1.1484834088219538,0.23794010115994346,0.3464391529560089
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_逆光_20260830_025712,module_c_no_cycle_逆光_20260830_025712/metrics_iter02,no_cycle,逆光,2,46,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_逆光_20260830_025712/metrics_iter02.csv,49,37.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_逆光_20260830_025712/feature_embeddings_iter02.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_逆光_20260830_025712/result_summary_iter02.json,0.4159650769498613,0.753570450676812,0.9722222222222222,1.6772622267405193,0.9305555555555556,1.3247572316063776,0.6601174606217278,1.2054381635453966,0.2452586525016361,0.3368973169061873
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_逆光_20260830_025712,module_c_no_cycle_逆光_20260830_025712/metrics_iter03,no_cycle,逆光,3,47,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_逆光_20260830_025712/metrics_iter03.csv,46,34.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_逆光_20260830_025712/feature_embeddings_iter03.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_逆光_20260830_025712/result_summary_iter03.json,0.39881978101200527,0.47845632168981767,0.9583333333333334,1.686716702249315,0.9305555555555556,1.2120768361621432,0.592883007393943,1.1189789904488459,0.23799699544906616,0.33041731185383266
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_雨天_20260830_025712,module_c_no_cycle_雨天_20260830_025712/metrics_iter01,no_cycle,雨天,1,48,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_雨天_20260830_025712/metrics_iter01.csv,47,35.0,1.0,1.0,1.0,1.0,0.9791666666666666,-0.02083333333333337,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_雨天_20260830_025712/feature_embeddings_iter01.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_雨天_20260830_025712/result_summary_iter01.json,0.9669688840707144,0.759565512339274,1.0,1.451908806959788,0.9479166666666666,1.0356481870015461,1.022142122189204,0.917492002248764,0.24730735023816428,0.34211039543151855
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_雨天_20260830_025712,module_c_no_cycle_雨天_20260830_025712/metrics_iter02,no_cycle,雨天,2,49,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_雨天_20260830_025712/metrics_iter02.csv,44,32.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_雨天_20260830_025712/feature_embeddings_iter02.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_雨天_20260830_025712/result_summary_iter02.json,1.061719536781311,0.7166388630867004,0.9479166666666666,1.6209429105122883,0.8854166666666666,1.0274898211161296,0.678725908199946,0.9675449728965759,0.24932549397150675,0.3493991146485011
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_雨天_20260830_025712,module_c_no_cycle_雨天_20260830_025712/metrics_iter03,no_cycle,雨天,3,50,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_雨天_20260830_025712/metrics_iter03.csv,43,31.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_雨天_20260830_025712/feature_embeddings_iter03.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_雨天_20260830_025712/result_summary_iter03.json,1.0415741900602977,0.6764811674753824,1.0,1.5733283360799153,0.9583333333333334,1.1119184096654255,0.9346375664075216,1.030541568994522,0.24934865534305573,0.3498540669679642
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_黑天_20260830_025712,module_c_no_cycle_黑天_20260830_025712/metrics_iter01,no_cycle,黑天,1,42,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_黑天_20260830_025712/metrics_iter01.csv,50,25.0,0.9916666666666667,0.9791666666666667,0.9886363636363636,0.9826839826839827,1.0,0.008333333333333304,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_黑天_20260830_025712/feature_embeddings_iter01.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_黑天_20260830_025712/result_summary_iter01.json,0.6141869266827901,0.3765919228394826,0.9958333333333333,0.8557480772336324,0.9958333333333333,0.4102019836505254,0.38899958729743955,0.41056333581606547,0.23899516065915424,0.3483690619468689
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_黑天_20260830_025712,module_c_no_cycle_黑天_20260830_025712/metrics_iter02,no_cycle,黑天,2,43,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_黑天_20260830_025712/metrics_iter02.csv,50,33.0,0.9916666666666667,0.9791666666666667,0.9886363636363636,0.9826839826839827,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_黑天_20260830_025712/feature_embeddings_iter02.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_黑天_20260830_025712/result_summary_iter02.json,0.585073200861613,0.3343928068876266,1.0,0.8191148459911346,0.9979166666666667,0.34632130364576974,0.4491100996732712,0.33804701069990795,0.232415268321832,0.34253631830215453
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_黑天_20260830_025712,module_c_no_cycle_黑天_20260830_025712/metrics_iter03,no_cycle,黑天,3,44,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_黑天_20260830_025712/metrics_iter03.csv,50,30.0,0.9833333333333333,0.984006734006734,0.9855875831485588,0.9847346631937827,0.9978494623655914,0.014516129032258074,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_黑天_20260830_025712/feature_embeddings_iter03.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_cycle_黑天_20260830_025712/result_summary_iter03.json,0.6017610669136048,0.46386331220467886,1.0,0.8345689296722412,1.0,0.3855941812197367,0.4423115144173304,0.3815325736999512,0.24051040410995483,0.3544407924016317
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_逆光_20260830_031740,module_c_no_identity_逆光_20260830_031740/metrics_iter01,no_identity,逆光,1,45,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_逆光_20260830_031740/metrics_iter01.csv,42,30.0,0.972972972972973,0.9777777777777779,0.9814814814814815,0.9775533108866442,0.9924242424242424,0.019451269451269404,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_逆光_20260830_031740/feature_embeddings_iter01.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_逆光_20260830_031740/result_summary_iter01.json,0.4535168608029683,0.702549182706409,0.9097222222222222,1.7381335761811998,0.9166666666666666,1.4282695584826999,0.6354377004835341,1.258217453956604,0.23167921271589068,0.24677800138791403
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_逆光_20260830_031740,module_c_no_identity_逆光_20260830_031740/metrics_iter02,no_identity,逆光,2,46,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_逆光_20260830_031740/metrics_iter02.csv,44,32.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_逆光_20260830_031740/feature_embeddings_iter02.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_逆光_20260830_031740/result_summary_iter02.json,0.446528606944614,0.806806312666999,0.9305555555555556,1.707017395231459,0.8680555555555556,1.3680310116873846,0.6667140324910482,1.1957222355736628,0.23642031186156803,0.247548661298222
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_逆光_20260830_031740,module_c_no_identity_逆光_20260830_031740/metrics_iter03,no_identity,逆光,3,47,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_逆光_20260830_031740/metrics_iter03.csv,46,34.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_逆光_20260830_031740/feature_embeddings_iter03.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_逆光_20260830_031740/result_summary_iter03.json,0.4260115855269962,0.4761582911014557,0.9305555555555556,1.704937630229526,0.9166666666666666,1.2368650171491835,0.5939822660552131,1.1510576274659898,0.22855677704016367,0.2418208916982015
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_雨天_20260830_031740,module_c_no_identity_雨天_20260830_031740/metrics_iter01,no_identity,雨天,1,48,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_雨天_20260830_031740/metrics_iter01.csv,42,30.0,0.9615384615384616,0.9444444444444443,0.9791666666666666,0.9555555555555556,0.9583333333333334,-0.0032051282051281937,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_雨天_20260830_031740/feature_embeddings_iter01.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_雨天_20260830_031740/result_summary_iter01.json,1.1355103254318237,1.0560836692651112,1.0,1.6464020013809204,0.9270833333333334,1.14561132589976,1.3716257214546204,1.1308157444000244,0.24190238863229752,0.3039679229259491
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_雨天_20260830_031740,module_c_no_identity_雨天_20260830_031740/metrics_iter02,no_identity,雨天,2,49,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_雨天_20260830_031740/metrics_iter02.csv,41,29.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_雨天_20260830_031740/feature_embeddings_iter02.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_雨天_20260830_031740/result_summary_iter02.json,1.1126356323560078,0.8031113942464193,0.9791666666666666,1.6429713765780132,0.9270833333333334,1.1196364959081013,0.7107771436373392,1.0495209097862244,0.2426979864637057,0.3062324871619542
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_雨天_20260830_031740,module_c_no_identity_雨天_20260830_031740/metrics_iter03,no_identity,雨天,3,50,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_雨天_20260830_031740/metrics_iter03.csv,43,31.0,1.0,1.0,1.0,1.0,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_雨天_20260830_031740/feature_embeddings_iter03.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_雨天_20260830_031740/result_summary_iter03.json,1.0526074469089508,0.677087073524793,1.0,1.545230746269226,0.9375,1.0957917372385662,0.8764097293217977,1.0163461764653523,0.2375672087073326,0.30097182591756183
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_黑天_20260830_031740,module_c_no_identity_黑天_20260830_031740/metrics_iter01,no_identity,黑天,1,42,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_黑天_20260830_031740/metrics_iter01.csv,50,30.0,0.9916666666666667,0.9791666666666667,0.9886363636363636,0.9826839826839827,1.0,0.008333333333333304,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_黑天_20260830_031740/feature_embeddings_iter01.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_黑天_20260830_031740/result_summary_iter01.json,0.6052395701408386,0.4159034460783005,1.0,0.8223869184652964,1.0,0.3549739162127177,0.37159548501173656,0.38075928489367167,0.1855227380990982,0.17653762499491374
runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_黑天_20260830_031740,module_c_no_identity_黑天_20260830_031740/metrics_iter02,no_identity,黑天,2,43,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_黑天_20260830_031740/metrics_iter02.csv,50,34.0,0.9916666666666667,0.9791666666666667,0.9886363636363636,0.9826839826839827,,,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_黑天_20260830_031740/feature_embeddings_iter02.npz,runs/module_c_ablation_60_v9/module_c_20260830_023711/module_c_no_identity_黑天_20260830_031740/result_summary_iter02.json,0.6118054250876109,0.3694783240556717,1.0,0.8327479183673858,1.0,0.4068695326646169,0.48627064128716785,0.37208149433135984,0.19081677198410035,0.15407802859942119
