constraint,domain,iteration,seed,metric,higher_is_better,full_metric_mean,ablated_metric_mean,mechanism_gain,full_secondary_mean,ablated_secondary_mean,full_val_f1,ablated_val_f1,f1_gain,paired_target_samples,paired_source_samples
cycle,逆光,1,45,Target cycle cosine error,False,0.029348367210847066,0.06324397138425644,0.03389560417340938,0.029356097492134685,0.06310549562199183,0.9775533108866442,1.0,-0.02244668911335579,37,512
cycle,逆光,2,46,Target cycle cosine error,False,0.03224891477264202,0.06051172969689895,0.028262814924256925,0.03203296341127487,0.05989145144798349,1.0,1.0,0.0,37,512
cycle,逆光,3,47,Target cycle cosine error,False,0.02721314340321461,0.056106048769287147,0.028892905366072537,0.027277902897223313,0.056263755349226764,1.0,1.0,0.0,37,512
cycle,雨天,1,48,Target cycle cosine error,False,0.031142659095312216,0.04071956565145844,0.009576906556146226,0.03018419586147493,0.0391242718311607,1.0,1.0,0.0,26,512
cycle,雨天,2,49,Target cycle cosine error,False,0.032142649277122674,0.04293292332207829,0.010790274044955618,0.03112119407831292,0.041363871043571435,1.0,1.0,0.0,26,512
cycle,雨天,3,50,Target cycle cosine error,False,0.02814266409773526,0.05552087536882532,0.027378211271090063,0.027060588977686897,0.054145359449466086,1.0,1.0,0.0,26,512
cycle,黑天,1,42,Target cycle cosine error,False,0.010088315407368575,0.05331622564379909,0.043227910236430515,0.010022048219977776,0.0498167578269314,0.9826839826839827,0.9826839826839827,0.0,120,512
cycle,黑天,2,43,Target cycle cosine error,False,0.011133185732118068,0.0511138165868942,0.03998063085477613,0.010526389345418012,0.04897720628517382,0.9826839826839827,0.9826839826839827,0.0,120,512
cycle,黑天,3,44,Target cycle cosine error,False,0.007451591447952934,0.054228365402510866,0.04677677395455793,0.006731785176899345,0.05013966916402432,0.9916891284815813,0.9847346631937827,0.006954465287798639,120,512
identity,逆光,1,45,Target identity cosine error,False,0.023279271927367524,0.026530945062170633,0.0032516731348031097,0.0232596130812434,0.026532238271840244,0.9775533108866442,0.9775533108866442,0.0,37,512
identity,逆光,2,46,Target identity cosine error,False,0.025494647413105382,0.027011729775104406,0.001517082361999024,0.02525669009185025,0.02679575260062098,1.0,1.0,0.0,37,512
identity,逆光,3,47,Target identity cosine error,False,0.022009099852996865,0.02585125457641915,0.0038421547234222843,0.02202603448046534,0.02589604727790517,1.0,1.0,0.0,37,512
identity,雨天,1,48,Target identity cosine error,False,0.01984115392076913,0.018537663339013192,-0.0013034905817559395,0.01921221496667694,0.017636830960792237,1.0,0.9555555555555556,0.0444444444444444,26,512
identity,雨天,2,49,Target identity cosine error,False,0.01974283853484112,0.022539381374260134,0.0027965428394190125,0.019144586938658982,0.021869608589333803,1.0,1.0,0.0,26,512
identity,雨天,3,50,Target identity cosine error,False,0.017526521492599964,0.022647218523379708,0.005120697030779744,0.016916786544044972,0.021967216144137908,1.0,1.0,0.0,26,512
identity,黑天,1,42,Target identity cosine error,False,0.010942604968737191,0.018767257639018372,0.007824652670281181,0.01040065349586031,0.01765951983531134,0.9826839826839827,0.9826839826839827,0.0,120,512
identity,黑天,2,43,Target identity cosine error,False,0.013508573207254926,0.017812690848888885,0.004304117641633959,0.012593101780577466,0.016403363474756266,0.9826839826839827,0.9826839826839827,0.0,120,512
identity,黑天,3,44,Target identity cosine error,False,0.010957419223266616,0.018799683235762563,0.007842264012495947,0.010217333136779923,0.01769043639835499,0.9916891284815813,0.9916891284815813,0.0,120,512
paired_contrastive,逆光,1,45,Correct-vs-nearest-wrong prototype margin,True,0.051736787554226574,0.13915259959665968,-0.08741581204243311,0.8312236052555618,0.7205658826565211,0.9775533108866442,1.0,-0.02244668911335579,37,512
paired_contrastive,逆光,2,46,Correct-vs-nearest-wrong prototype margin,True,0.045428985405047806,0.042346245257352,0.0030827401476958075,0.7799861113295901,0.8103160373584141,1.0,1.0,0.0,37,512
paired_contrastive,逆光,3,47,Correct-vs-nearest-wrong prototype margin,True,0.10325255689235904,0.09510906635129127,0.008143490541067777,0.7145413918678467,0.7444500264606247,1.0,1.0,0.0,37,512
