variant,domain,runs,best_val_acc_mean,best_val_acc_std,best_val_acc_ci95,best_val_precision_mean,best_val_precision_std,best_val_precision_ci95,best_val_recall_mean,best_val_recall_std,best_val_recall_ci95,best_val_f1_mean,best_val_f1_std,best_val_f1_ci95,best_train_full_acc_mean,best_train_full_acc_std,best_train_full_acc_ci95,generalization_gap_mean,generalization_gap_std,generalization_gap_ci95
full,逆光,3,0.990990990990991,0.015604061329449314,0.017657657657657623,0.9925925925925926,0.012830005981991638,0.014518518518518465,0.9938271604938271,0.010691671651659719,0.012098765432098747,0.9925177702955481,0.012959602002011806,0.014665170220725781,,,,,,
full,雨天,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
full,黑天,3,0.9916666666666667,0.0,0.0,0.9845679012345679,0.009355212695202215,0.010586419753086359,0.9886363636363636,0.0,0.0,0.985685697949849,0.0051991233503353735,0.005883361921097746,,,,,,
no_classification_feedback,逆光,3,0.990990990990991,0.015604061329449314,0.017657657657657623,0.9925925925925926,0.012830005981991638,0.014518518518518465,0.9938271604938271,0.010691671651659719,0.012098765432098747,0.9925177702955481,0.012959602002011806,0.014665170220725781,1.0,0.0,0.0,0.027027027027026973,0.0,0.0
no_classification_feedback,雨天,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
no_classification_feedback,黑天,3,0.9888888888888889,0.004811252243246928,0.005444444444444498,0.9807800224466892,0.0138543042860979,0.015677621165666674,0.9876201034737621,0.0017602142353342265,0.001991869918699189,0.983367542853916,0.008001733398378315,0.009054813745813186,1.0,0.0,0.0,0.008333333333333304,0.0,0.0
no_cycle,逆光,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
no_cycle,雨天,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9791666666666666,0.0,0.0,-0.02083333333333337,0.0,0.0
no_cycle,黑天,3,0.9888888888888889,0.004811252243246928,0.005444444444444498,0.9807800224466892,0.002794414181683746,0.0031621773288439403,0.9876201034737621,0.0017602142353342265,0.001991869918699189,0.983367542853916,0.001183960944354921,0.0013397779330693016,0.9989247311827957,0.001520659744487229,0.0021075268817204716,0.011424731182795689,0.004371896765400725,0.0060591397849462745
no_identity,逆光,3,0.990990990990991,0.015604061329449314,0.017657657657657623,0.9925925925925926,0.012830005981991638,0.014518518518518465,0.9938271604938271,0.010691671651659719,0.012098765432098747,0.9925177702955481,0.012959602002011806,0.014665170220725781,0.9924242424242424,0.0,0.0,0.019451269451269404,0.0,0.0
no_identity,雨天,3,0.9871794871794872,0.02220577958421636,0.02512820512820511,0.9814814814814814,0.03207501495497929,0.03629629629629639,0.9930555555555556,0.012028130608117225,0.013611111111111136,0.9851851851851852,0.02566001196398334,0.029037037037037007,0.9583333333333334,0.0,0.0,-0.0032051282051281937,0.0,0.0
no_identity,黑天,3,0.9916666666666667,0.0,0.0,0.9845679012345679,0.009355212695202215,0.010586419753086359,0.9886363636363636,0.0,0.0,0.985685697949849,0.0051991233503353735,0.005883361921097746,1.0,0.0,0.0,0.008333333333333304,0.0,0.0
no_module_c,逆光,3,0.990990990990991,0.015604061329449314,0.017657657657657623,0.9925925925925926,0.012830005981991638,0.014518518518518465,0.9938271604938271,0.010691671651659719,0.012098765432098747,0.9925177702955481,0.012959602002011806,0.014665170220725781,,,,,,
no_module_c,雨天,3,0.9743589743589743,0.04441155916843272,0.05025641025641022,0.9703703703703703,0.051320023927966744,0.05807407407407409,0.9819444444444444,0.031273139581104746,0.035388888888888914,0.9728395061728395,0.04704335526730284,0.05323456790123458,,,,,,
no_module_c,黑天,3,0.9944444444444445,0.004811252243246864,0.0054444444444444245,0.9861111111111112,0.01202813060811716,0.013611111111111063,0.9924242424242424,0.006560798513518469,0.007424242424242417,0.9884559884559885,0.0099974072586948,0.011313131313131292,,,,,,
no_paired_contrastive,逆光,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
no_paired_contrastive,雨天,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.96875,0.029462782549439532,0.0408333333333334,-0.03125,0.029462782549439532,0.0408333333333334
no_paired_contrastive,黑天,3,0.9916666666666667,0.0,0.0,0.9845679012345679,0.009355212695202215,0.010586419753086359,0.9886363636363636,0.0,0.0,0.985685697949849,0.0051991233503353735,0.005883361921097746,,,,,,
no_prototype_contrastive,逆光,3,0.990990990990991,0.015604061329449314,0.017657657657657623,0.9925925925925926,0.012830005981991638,0.014518518518518465,0.9938271604938271,0.010691671651659719,0.012098765432098747,0.9925177702955481,0.012959602002011806,0.014665170220725781,,,,,,
no_prototype_contrastive,雨天,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9479166666666666,0.0,0.0,-0.05208333333333337,0.0,0.0
no_prototype_contrastive,黑天,3,0.9916666666666667,0.0,0.0,0.9845679012345679,0.009355212695202215,0.010586419753086359,0.9886363636363636,0.0,0.0,0.985685697949849,0.0051991233503353735,0.005883361921097746,,,,,,
