run_dir,run,variant,domain,iteration,seed,metrics_path,epochs,best_epoch,best_val_acc,best_val_precision,best_val_recall,best_val_f1,best_train_full_acc,generalization_gap,feature_embeddings,result_path,best_train_dual_d_prototype_contrastive,best_train_dual_d_identity,best_train_dual_d_adv_primary,best_train_dual_d_cycle,best_train_dual_d_generator_total,best_train_acc_target_like,best_train_acc_source_like,best_train_dual_d_contrastive,best_train_dual_d_classification_feedback,best_train_dual_d_adv_auxiliary
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_identity_雨天_20260828_203202,module_c_no_identity_雨天_20260828_203202/metrics_iter03,no_identity,雨天,3,50,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_identity_雨天_20260828_203202\metrics_iter03.csv,54,39.0,0.5769230769230769,0.580026455026455,0.7333333333333333,0.6025641025641025,,,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_identity_雨天_20260828_203202\feature_embeddings_iter03.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_identity_雨天_20260828_203202\result_summary_iter03.json,1.2663698196411133,0.24933423101902008,1.0425942838191986,0.3231615573167801,1.5282355546951294,0.8858695652173914,0.9130434782608695,1.3000839352607727,1.9773005843162537,0.8468847274780273
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_identity_黑天_20260828_203202,module_c_no_identity_黑天_20260828_203202/metrics_iter01,no_identity,黑天,1,42,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_identity_黑天_20260828_203202\metrics_iter01.csv,48,30.0,0.9416666666666667,0.9265086206896551,0.9495690550170932,0.9351145382395382,0.9612903225806452,0.01962365591397852,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_identity_黑天_20260828_203202\feature_embeddings_iter01.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_identity_黑天_20260828_203202\result_summary_iter01.json,0.883346438407898,0.23056327054897943,0.40844786663850147,0.23900683472553888,1.0101070602734883,0.980072463768116,0.9746376811594203,1.0077484846115112,1.6206430395444233,0.44848425189654034
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_identity_黑天_20260828_203202,module_c_no_identity_黑天_20260828_203202/metrics_iter02,no_identity,黑天,2,43,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_identity_黑天_20260828_203202\metrics_iter02.csv,60,47.0,0.9333333333333333,0.8895032051282051,0.9537033088862358,0.9139624505928854,,,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_identity_黑天_20260828_203202\feature_embeddings_iter02.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_identity_黑天_20260828_203202\result_summary_iter02.json,0.6525923609733582,0.24300983548164368,0.48298855125904083,0.20437277108430862,0.9468903839588165,0.9945652173913043,0.9963768115942029,0.7890309890111288,1.567119022210439,0.29457758863766986
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_identity_黑天_20260828_203202,module_c_no_identity_黑天_20260828_203202/metrics_iter03,no_identity,黑天,3,44,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_identity_黑天_20260828_203202\metrics_iter03.csv,60,57.0,0.9666666666666667,0.9539262820512822,0.9676573426573427,0.9573678980593874,,,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_identity_黑天_20260828_203202\feature_embeddings_iter03.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_identity_黑天_20260828_203202\result_summary_iter03.json,0.6377182602882385,0.24865849067767462,0.4022754778464635,0.19775079190731049,0.9332737922668457,0.9963768115942029,0.9981884057971014,0.7632259527842203,1.5443771084149678,0.42666363219420117
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_逆光_20260828_230139,module_c_no_module_c_逆光_20260828_230139/metrics_iter01,no_module_c,逆光,1,45,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_逆光_20260828_230139\metrics_iter01.csv,60,57.0,0.972972972972973,0.9777777777777779,0.9814814814814815,0.9775533108866442,,,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_逆光_20260828_230139\feature_embeddings_iter01.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_逆光_20260828_230139\result_summary_iter01.json,1.6305782794952393,0.3098389208316803,0.4975714236497879,0.41472429037094116,0.029109563678503036,0.8695652173913043,0.8369565217391305,1.6517829298973083,2.349918842315674,0.4727473855018616
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_逆光_20260828_230139,module_c_no_module_c_逆光_20260828_230139/metrics_iter02,no_module_c,逆光,2,46,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_逆光_20260828_230139\metrics_iter02.csv,42,27.0,0.9459459459459459,0.961904761904762,0.9675925925925927,0.9615988949322283,,,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_逆光_20260828_230139\feature_embeddings_iter02.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_逆光_20260828_230139\result_summary_iter02.json,1.8460503220558167,0.27575308084487915,0.6044943034648895,0.3692648261785507,0.04758843965828419,0.625,0.6086956521739131,1.8274997472763062,3.175232768058777,1.0652755498886108
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_逆光_20260828_230139,module_c_no_module_c_逆光_20260828_230139/metrics_iter03,no_module_c,逆光,3,47,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_逆光_20260828_230139\metrics_iter03.csv,55,40.0,0.9459459459459459,0.961904761904762,0.9675925925925927,0.9615988949322283,0.9772727272727273,0.03132678132678135,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_逆光_20260828_230139\feature_embeddings_iter03.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_逆光_20260828_230139\result_summary_iter03.json,1.7035354375839233,0.27956825494766235,0.42052918672561646,0.3792598992586136,0.023252599872648716,0.7282608695652174,0.7771739130434783,1.7110254764556885,2.6562708616256714,0.35455746948719025
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_雨天_20260828_230139,module_c_no_module_c_雨天_20260828_230139/metrics_iter01,no_module_c,雨天,1,48,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_雨天_20260828_230139\metrics_iter01.csv,60,60.0,0.8461538461538461,0.873015873015873,0.8791666666666665,0.8499158249158251,0.875,0.028846153846153855,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_雨天_20260828_230139\feature_embeddings_iter01.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_雨天_20260828_230139\result_summary_iter01.json,1.191246747970581,0.2935420274734497,0.601124107837677,0.38565924763679504,0.027846913784742355,0.9456521739130435,0.9565217391304348,1.2240904569625854,1.79902583360672,0.32710637152194977
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_雨天_20260828_230139,module_c_no_module_c_雨天_20260828_230139/metrics_iter02,no_module_c,雨天,2,49,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_雨天_20260828_230139\metrics_iter02.csv,60,56.0,0.8846153846153846,0.8968253968253967,0.9375,0.9004273504273503,,,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_雨天_20260828_230139\feature_embeddings_iter02.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_雨天_20260828_230139\result_summary_iter02.json,1.1178842782974243,0.3279300034046173,0.2231096550822258,0.43722306191921234,0.014511429239064455,0.9565217391304348,0.9891304347826086,1.1767968535423279,1.745358943939209,0.2606046721339226
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_雨天_20260828_230139,module_c_no_module_c_雨天_20260828_230139/metrics_iter03,no_module_c,雨天,3,50,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_雨天_20260828_230139\metrics_iter03.csv,60,59.0,0.7307692307692307,0.8166666666666668,0.8166666666666665,0.7572751322751322,,,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_雨天_20260828_230139\feature_embeddings_iter03.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_雨天_20260828_230139\result_summary_iter03.json,1.249553620815277,0.2836836874485016,0.5246535837650299,0.3837282061576843,0.02451980672776699,0.9130434782608695,0.9239130434782609,1.3008801341056824,1.842924952507019,0.2926733195781708
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_黑天_20260828_230139,module_c_no_module_c_黑天_20260828_230139/metrics_iter01,no_module_c,黑天,1,42,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_黑天_20260828_230139\metrics_iter01.csv,54,39.0,0.9166666666666666,0.870532873806999,0.9417019221499603,0.8969864624888485,,,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_黑天_20260828_230139\feature_embeddings_iter01.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_黑天_20260828_230139\result_summary_iter01.json,1.1688176393508911,0.4017169028520584,0.17117959509293237,0.5036623775959015,0.013157918583601713,0.9583333333333334,0.9583333333333334,1.2817464470863342,1.6791536808013916,0.2047609363993009
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_黑天_20260828_230139,module_c_no_module_c_黑天_20260828_230139/metrics_iter02,no_module_c,黑天,2,43,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_黑天_20260828_230139\metrics_iter02.csv,48,26.0,0.85,0.8109310134310135,0.905478998731915,0.8385367735101777,,,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_黑天_20260828_230139\feature_embeddings_iter02.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_黑天_20260828_230139\result_summary_iter02.json,1.3175022800763447,0.3562970906496048,0.35692653556664783,0.46805062890052795,0.01705364231020212,0.9384057971014492,0.9257246376811594,1.3924814065297444,1.8124732772509258,0.13032037888964018
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_黑天_20260828_230139,module_c_no_module_c_黑天_20260828_230139/metrics_iter03,no_module_c,黑天,3,44,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_黑天_20260828_230139\metrics_iter03.csv,60,49.0,0.95,0.925094696969697,0.968115725737677,0.9400971595386489,,,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_黑天_20260828_230139\feature_embeddings_iter03.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_module_c_黑天_20260828_230139\result_summary_iter03.json,1.203843891620636,0.40663286050160724,0.23416627943515778,0.4955400874217351,0.016226614825427532,0.9782608695652174,0.9528985507246377,1.2876068949699402,1.761878748734792,0.22945127139488855
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_逆光_20260828_210854,module_c_no_paired_contrastive_逆光_20260828_210854/metrics_iter01,no_paired_contrastive,逆光,1,45,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_逆光_20260828_210854\metrics_iter01.csv,51,36.0,0.9459459459459459,0.9555555555555555,0.9675925925925927,0.9578002244668912,,,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_逆光_20260828_210854\feature_embeddings_iter01.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_逆光_20260828_210854\result_summary_iter01.json,1.6998103260993958,0.2507503181695938,1.0486040115356445,0.31809602677822113,1.3553662300109863,0.7445652173913043,0.7880434782608695,1.696593165397644,2.6758350133895874,0.9982548952102661
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_逆光_20260828_210854,module_c_no_paired_contrastive_逆光_20260828_210854/metrics_iter02,no_paired_contrastive,逆光,2,46,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_逆光_20260828_210854\metrics_iter02.csv,43,28.0,0.918918918918919,0.9341269841269842,0.9398148148148149,0.9298528631861964,,,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_逆光_20260828_210854\feature_embeddings_iter02.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_逆光_20260828_210854\result_summary_iter02.json,1.7658177614212036,0.2529252618551254,0.9809712469577789,0.3181314617395401,1.4628170728683472,0.717391304347826,0.6684782608695652,1.7441517114639282,2.891440749168396,1.5162662863731384
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_逆光_20260828_210854,module_c_no_paired_contrastive_逆光_20260828_210854/metrics_iter03,no_paired_contrastive,逆光,3,47,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_逆光_20260828_210854\metrics_iter03.csv,52,37.0,0.972972972972973,0.9777777777777779,0.9814814814814815,0.9775533108866442,,,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_逆光_20260828_210854\feature_embeddings_iter03.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_逆光_20260828_210854\result_summary_iter03.json,1.599444568157196,0.24648743867874146,0.7496530711650848,0.3112090975046158,1.190951943397522,0.8152173913043478,0.8097826086956522,1.5958790183067322,2.3479238748550415,0.6348300278186798
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_雨天_20260828_210854,module_c_no_paired_contrastive_雨天_20260828_210854/metrics_iter01,no_paired_contrastive,雨天,1,48,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_雨天_20260828_210854\metrics_iter01.csv,60,57.0,0.9230769230769231,0.9111111111111111,0.9458333333333333,0.9185185185185185,,,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_雨天_20260828_210854\feature_embeddings_iter01.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_雨天_20260828_210854\result_summary_iter01.json,0.8490981161594391,0.2330966293811798,0.8394133448600769,0.2673886716365814,1.2166630029678345,0.9891304347826086,0.9945652173913043,0.9293317496776581,1.6103527545928955,0.603457510471344
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_雨天_20260828_210854,module_c_no_paired_contrastive_雨天_20260828_210854/metrics_iter02,no_paired_contrastive,雨天,2,49,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_雨天_20260828_210854\metrics_iter02.csv,54,40.0,0.6538461538461539,0.6226851851851851,0.7999999999999999,0.678917378917379,0.71875,0.06490384615384615,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_雨天_20260828_210854\feature_embeddings_iter02.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_雨天_20260828_210854\result_summary_iter02.json,1.2274436354637146,0.24316997081041336,0.6068767607212067,0.3125704526901245,1.4370742440223694,0.8913043478260869,0.9239130434782609,1.249290406703949,1.9041348099708557,0.7520551085472107
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_雨天_20260828_210854,module_c_no_paired_contrastive_雨天_20260828_210854/metrics_iter03,no_paired_contrastive,雨天,3,50,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_雨天_20260828_210854\metrics_iter03.csv,60,55.0,0.6538461538461539,0.7678571428571428,0.7749999999999999,0.6878787878787879,0.7395833333333334,0.08573717948717952,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_雨天_20260828_210854\feature_embeddings_iter03.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_雨天_20260828_210854\result_summary_iter03.json,1.0920507311820984,0.2403487265110016,0.8737368285655975,0.3062004894018173,1.3373597264289856,0.9347826086956522,0.9402173913043478,1.1378710269927979,1.7527405619621277,0.7304548919200897
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_黑天_20260828_210854,module_c_no_paired_contrastive_黑天_20260828_210854/metrics_iter01,no_paired_contrastive,黑天,1,42,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_黑天_20260828_210854\metrics_iter01.csv,53,38.0,0.9666666666666667,0.9278846153846154,0.9676573426573427,0.9421703296703297,,,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_黑天_20260828_210854\feature_embeddings_iter01.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_黑天_20260828_210854\result_summary_iter01.json,0.7942633231480917,0.2139275794227918,0.3357616364955902,0.21637838582197824,0.9331472118695577,0.9927536231884058,0.9873188405797102,0.9274075329303741,1.5604746143023174,0.3875710864861806
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_黑天_20260828_210854,module_c_no_paired_contrastive_黑天_20260828_210854/metrics_iter02,no_paired_contrastive,黑天,2,43,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_黑天_20260828_210854\metrics_iter02.csv,48,27.0,0.8833333333333333,0.878093671679198,0.9218190346239127,0.8921411476190054,,,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_黑天_20260828_210854\feature_embeddings_iter02.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_黑天_20260828_210854\result_summary_iter02.json,1.0295471946398418,0.23015042394399643,0.6276100774606069,0.24133538951476416,1.0340917110443115,0.9456521739130435,0.9710144927536232,1.156863768895467,1.694864809513092,0.40529341995716095
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_黑天_20260828_210854,module_c_no_paired_contrastive_黑天_20260828_210854/metrics_iter03,no_paired_contrastive,黑天,3,44,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_黑天_20260828_210854\metrics_iter03.csv,60,55.0,0.9666666666666667,0.9481271043771043,0.9753451082321708,0.9593827614267866,0.978494623655914,0.011827956989247324,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_黑天_20260828_210854\feature_embeddings_iter03.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_paired_contrastive_黑天_20260828_210854\result_summary_iter03.json,0.822776714960734,0.22426009426514307,0.4359034349521001,0.21156049023071924,0.9337135950724283,0.9782608695652174,0.9927536231884058,0.9454351762930552,1.549748162428538,0.43725525339444477
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_逆光_20260828_214511,module_c_no_prototype_contrastive_逆光_20260828_214511/metrics_iter01,no_prototype_contrastive,逆光,1,45,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_逆光_20260828_214511\metrics_iter01.csv,51,36.0,0.9459459459459459,0.9555555555555555,0.9675925925925927,0.9578002244668912,,,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_逆光_20260828_214511\feature_embeddings_iter01.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_逆光_20260828_214511\result_summary_iter01.json,1.720910668373108,0.2514559328556061,1.0434300303459167,0.3187415897846222,1.3004065155982971,0.7663043478260869,0.7717391304347826,1.7185603380203247,2.6838600635528564,1.0268370509147644
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_逆光_20260828_214511,module_c_no_prototype_contrastive_逆光_20260828_214511/metrics_iter02,no_prototype_contrastive,逆光,2,46,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_逆光_20260828_214511\metrics_iter02.csv,43,28.0,0.918918918918919,0.9341269841269842,0.9398148148148149,0.9298528631861964,,,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_逆光_20260828_214511\feature_embeddings_iter02.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_逆光_20260828_214511\result_summary_iter02.json,1.7848968505859375,0.2528847008943558,0.9955947697162628,0.31877461075782776,1.4061273336410522,0.717391304347826,0.657608695652174,1.7653705477714539,2.90157413482666,1.525366485118866
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_逆光_20260828_214511,module_c_no_prototype_contrastive_逆光_20260828_214511/metrics_iter03,no_prototype_contrastive,逆光,3,47,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_逆光_20260828_214511\metrics_iter03.csv,50,35.0,0.9459459459459459,0.961904761904762,0.9675925925925927,0.9615988949322283,0.9772727272727273,0.03132678132678135,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_逆光_20260828_214511\feature_embeddings_iter03.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_逆光_20260828_214511\result_summary_iter03.json,1.6654077172279358,0.2481527179479599,0.7595462203025818,0.3136133402585983,1.2571943998336792,0.7717391304347826,0.75,1.6507256031036377,2.6318411827087402,0.6773763000965118
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_雨天_20260828_214511,module_c_no_prototype_contrastive_雨天_20260828_214511/metrics_iter01,no_prototype_contrastive,雨天,1,48,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_雨天_20260828_214511\metrics_iter01.csv,60,47.0,0.9615384615384616,0.9666666666666667,0.9791666666666666,0.9703703703703704,,,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_雨天_20260828_214511\feature_embeddings_iter01.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_雨天_20260828_214511\result_summary_iter01.json,1.0197930335998535,0.23554033041000366,1.0261033177375793,0.27144855260849,1.2536741495132446,0.9565217391304348,0.9945652173913043,1.0843698382377625,1.6832323670387268,0.5417869091033936
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_雨天_20260828_214511,module_c_no_prototype_contrastive_雨天_20260828_214511/metrics_iter02,no_prototype_contrastive,雨天,2,49,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_雨天_20260828_214511\metrics_iter02.csv,52,37.0,0.6538461538461539,0.7619047619047619,0.7875,0.6851851851851851,,,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_雨天_20260828_214511\feature_embeddings_iter02.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_雨天_20260828_214511\result_summary_iter02.json,1.2716363668441772,0.24350468814373016,0.5586355924606323,0.3147946000099182,1.4754674434661865,0.907608695652174,0.9456521739130435,1.2956993579864502,2.007716715335846,0.7805795669555664
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_雨天_20260828_214511,module_c_no_prototype_contrastive_雨天_20260828_214511/metrics_iter03,no_prototype_contrastive,雨天,3,50,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_雨天_20260828_214511\metrics_iter03.csv,60,50.0,0.5769230769230769,0.5625,0.7333333333333333,0.613960113960114,0.6770833333333334,0.1001602564102565,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_雨天_20260828_214511\feature_embeddings_iter03.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_雨天_20260828_214511\result_summary_iter03.json,1.1980255246162415,0.24535509198904037,0.9424530267715454,0.31464560329914093,1.43254554271698,0.8913043478260869,0.9239130434782609,1.2346899509429932,1.9285354614257812,0.7313905656337738
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_黑天_20260828_214511,module_c_no_prototype_contrastive_黑天_20260828_214511/metrics_iter01,no_prototype_contrastive,黑天,1,42,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_黑天_20260828_214511\metrics_iter01.csv,60,56.0,0.9666666666666667,0.9469907407407407,0.9694162544772301,0.9556670327110579,,,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_黑天_20260828_214511\feature_embeddings_iter01.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_黑天_20260828_214511\result_summary_iter01.json,0.7189040581385294,0.21004397918780646,0.31053924063841504,0.1884771610299746,0.8922916849454244,0.9873188405797102,0.9945652173913043,0.8282687664031982,1.5328775644302368,0.3153826395670573
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_黑天_20260828_214511,module_c_no_prototype_contrastive_黑天_20260828_214511/metrics_iter02,no_prototype_contrastive,黑天,2,43,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_黑天_20260828_214511\metrics_iter02.csv,60,50.0,0.925,0.8822073211875844,0.9506545283984309,0.9082249712313004,0.9634408602150538,0.038440860215053774,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_黑天_20260828_214511\feature_embeddings_iter02.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_黑天_20260828_214511\result_summary_iter02.json,0.7327215373516083,0.22338788956403732,0.4616391708453496,0.18608597914377847,0.9003231922785441,0.9945652173913043,0.9909420289855072,0.8536027570565542,1.5370305180549622,0.30827273925145465
runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_黑天_20260828_214511,module_c_no_prototype_contrastive_黑天_20260828_214511/metrics_iter03,no_prototype_contrastive,黑天,3,44,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_黑天_20260828_214511\metrics_iter03.csv,60,47.0,0.95,0.945915949992037,0.9574148677409547,0.948278973514699,,,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_黑天_20260828_214511\feature_embeddings_iter03.npz,runs\module_c_ablation_60_v6\module_c_20260828_191630\module_c_no_prototype_contrastive_黑天_20260828_214511\result_summary_iter03.json,0.9209064741929373,0.22541320572296777,0.42718684176603955,0.2144932523369789,0.9312262932459513,0.9945652173913043,0.9909420289855072,1.0415515303611755,1.5571962197621663,0.46017392973105115
fog_v5_reference_20260827\runs\module_c_full_雾天_20260827_121947,module_c_full_雾天_20260827_121947/metrics_iter01,full,雾天,1,48,fog_v5_reference_20260827\runs\module_c_full_雾天_20260827_121947\metrics_iter01.csv,60,52.0,0.9924242424242424,0.9955555555555556,0.9841269841269842,0.9891854177568463,,,fog_v5_reference_20260827\runs\module_c_full_雾天_20260827_121947\feature_embeddings_iter01.npz,fog_v5_reference_20260827\runs\module_c_full_雾天_20260827_121947\result_summary_iter01.json,0.8874409596125284,0.212933582564195,0.695473442475001,0.2146922598282496,1.0078243414560955,0.9873188405797102,0.9927536231884058,1.0513570308685303,1.58775794506073,0.4272819459438324
fog_v5_reference_20260827\runs\module_c_full_雾天_20260827_121947,module_c_full_雾天_20260827_121947/metrics_iter02,full,雾天,2,49,fog_v5_reference_20260827\runs\module_c_full_雾天_20260827_121947\metrics_iter02.csv,60,49.0,0.9848484848484849,0.9876190476190475,0.9804232804232803,0.983186952248023,,,fog_v5_reference_20260827\runs\module_c_full_雾天_20260827_121947\feature_embeddings_iter02.npz,fog_v5_reference_20260827\runs\module_c_full_雾天_20260827_121947\result_summary_iter02.json,1.0054782927036285,0.21204047153393427,0.4564693421125412,0.2132872169216474,1.0363532702128093,0.9782608695652174,0.9855072463768116,1.159486214319865,1.6342097520828247,0.5059965401887894
