run_dir,run,variant,domain,iteration,seed,metrics_path,epochs,best_epoch,best_val_acc,best_val_precision,best_val_recall,best_val_f1,best_train_full_acc,generalization_gap,feature_embeddings,result_path,best_train_dual_d_prototype_contrastive,best_train_dual_d_identity,best_train_dual_d_adv_primary,best_train_dual_d_cycle,best_train_dual_d_generator_total,best_train_acc_target_like,best_train_acc_source_like,best_train_dual_d_contrastive,best_train_dual_d_classification_feedback,best_train_dual_d_adv_auxiliary
fog_v5_reference_20260827\runs\module_c_full_雾天_20260827_121947,module_c_full_雾天_20260827_121947/metrics_iter03,full,雾天,3,50,fog_v5_reference_20260827\runs\module_c_full_雾天_20260827_121947\metrics_iter03.csv,60,45.0,0.9848484848484849,0.9876190476190475,0.9804232804232803,0.983186952248023,0.9960552268244576,0.011206741975972712,fog_v5_reference_20260827\runs\module_c_full_雾天_20260827_121947\feature_embeddings_iter03.npz,fog_v5_reference_20260827\runs\module_c_full_雾天_20260827_121947\result_summary_iter03.json,1.003013014793396,0.2097964013616244,0.6232045193513235,0.21848867336908975,1.0376665592193604,0.9891304347826086,0.9728260869565217,1.1332541505495708,1.6277488271395366,0.4589381317297618
fog_v5_reference_20260827\runs\module_c_no_classification_feedback_雾天_20260827_162556,module_c_no_classification_feedback_雾天_20260827_162556/metrics_iter01,no_classification_feedback,雾天,1,48,fog_v5_reference_20260827\runs\module_c_no_classification_feedback_雾天_20260827_162556\metrics_iter01.csv,60,58.0,0.9696969696969697,0.9837901562039494,0.967908017908018,0.9748329101763537,,,fog_v5_reference_20260827\runs\module_c_no_classification_feedback_雾天_20260827_162556\feature_embeddings_iter01.npz,fog_v5_reference_20260827\runs\module_c_no_classification_feedback_雾天_20260827_162556\result_summary_iter01.json,0.8862637182076772,0.36794285972913104,0.4979343116283417,0.0857736070950826,0.17138849943876266,0.980072463768116,0.9601449275362319,1.0541801850001018,1.6340351899464924,0.3649450292189916
fog_v5_reference_20260827\runs\module_c_no_classification_feedback_雾天_20260827_162556,module_c_no_classification_feedback_雾天_20260827_162556/metrics_iter02,no_classification_feedback,雾天,2,49,fog_v5_reference_20260827\runs\module_c_no_classification_feedback_雾天_20260827_162556\metrics_iter02.csv,60,52.0,0.9772727272727273,0.9684900284900285,0.9716117216117216,0.9685171970886256,,,fog_v5_reference_20260827\runs\module_c_no_classification_feedback_雾天_20260827_162556\feature_embeddings_iter02.npz,fog_v5_reference_20260827\runs\module_c_no_classification_feedback_雾天_20260827_162556\result_summary_iter02.json,0.9727816383043925,0.3729149053494136,0.34291880826155346,0.0801042839884758,0.17354615529378256,0.9728260869565217,0.9438405797101449,1.1424591938654582,1.6970403393109639,0.3771319091320038
fog_v5_reference_20260827\runs\module_c_no_classification_feedback_雾天_20260827_162556,module_c_no_classification_feedback_雾天_20260827_162556/metrics_iter03,no_classification_feedback,雾天,3,50,fog_v5_reference_20260827\runs\module_c_no_classification_feedback_雾天_20260827_162556\metrics_iter03.csv,48,32.0,0.9393939393939394,0.9566666666666666,0.9522995522995524,0.9487935235718487,,,fog_v5_reference_20260827\runs\module_c_no_classification_feedback_雾天_20260827_162556\feature_embeddings_iter03.npz,fog_v5_reference_20260827\runs\module_c_no_classification_feedback_雾天_20260827_162556\result_summary_iter03.json,1.4019115765889485,0.32773230969905853,0.48791226744651794,0.11653696124752362,0.2275428573290507,0.927536231884058,0.8605072463768116,1.5009472568829854,2.0080641508102417,0.36099719007809955
fog_v5_reference_20260827\runs\module_c_no_cycle_雾天_20260827_130927,module_c_no_cycle_雾天_20260827_130927/metrics_iter01,no_cycle,雾天,1,48,fog_v5_reference_20260827\runs\module_c_no_cycle_雾天_20260827_130927\metrics_iter01.csv,60,57.0,0.9772727272727273,0.9835164835164836,0.9764550264550265,0.9789898794795217,,,fog_v5_reference_20260827\runs\module_c_no_cycle_雾天_20260827_130927\feature_embeddings_iter01.npz,fog_v5_reference_20260827\runs\module_c_no_cycle_雾天_20260827_130927\result_summary_iter01.json,0.8998848597208658,0.23777772982915243,0.6330828964710236,0.32987085978190106,0.9581792453924814,0.9873188405797102,0.9764492753623188,1.0610644419987996,1.6228009263674419,0.4656093567609787
fog_v5_reference_20260827\runs\module_c_no_cycle_雾天_20260827_130927,module_c_no_cycle_雾天_20260827_130927/metrics_iter02,no_cycle,雾天,2,49,fog_v5_reference_20260827\runs\module_c_no_cycle_雾天_20260827_130927\metrics_iter02.csv,60,60.0,0.9924242424242424,0.9955555555555556,0.9841269841269842,0.9891854177568463,0.9980276134122288,0.005603370987986356,fog_v5_reference_20260827\runs\module_c_no_cycle_雾天_20260827_130927\feature_embeddings_iter02.npz,fog_v5_reference_20260827\runs\module_c_no_cycle_雾天_20260827_130927\result_summary_iter02.json,0.7671449780464172,0.2343764454126358,0.41174061596393585,0.3208846499522527,0.9140904943148295,0.9836956521739131,0.9891304347826086,0.9481499195098877,1.5741388599077861,0.483903447786967
fog_v5_reference_20260827\runs\module_c_no_cycle_雾天_20260827_130927,module_c_no_cycle_雾天_20260827_130927/metrics_iter03,no_cycle,雾天,3,50,fog_v5_reference_20260827\runs\module_c_no_cycle_雾天_20260827_130927\metrics_iter03.csv,60,52.0,0.9696969696969697,0.9794012571790349,0.9724867724867726,0.9749494754391177,,,fog_v5_reference_20260827\runs\module_c_no_cycle_雾天_20260827_130927\feature_embeddings_iter03.npz,fog_v5_reference_20260827\runs\module_c_no_cycle_雾天_20260827_130927\result_summary_iter03.json,0.9184365967909495,0.23198514680067697,0.5986732741196951,0.32830674946308136,0.9591532448927561,0.980072463768116,0.9818840579710145,1.0759647488594055,1.627995749314626,0.41307884454727173
fog_v5_reference_20260827\runs\module_c_no_identity_雾天_20260827_135710,module_c_no_identity_雾天_20260827_135710/metrics_iter01,no_identity,雾天,1,48,fog_v5_reference_20260827\runs\module_c_no_identity_雾天_20260827_135710\metrics_iter01.csv,60,45.0,0.9772727272727273,0.9755799755799754,0.976190476190476,0.9755673133450912,0.9901380670611439,0.012865339788416641,fog_v5_reference_20260827\runs\module_c_no_identity_雾天_20260827_135710\feature_embeddings_iter01.npz,fog_v5_reference_20260827\runs\module_c_no_identity_雾天_20260827_135710\result_summary_iter01.json,1.015712171792984,0.2312044327457746,0.7636175453662872,0.2330209712187449,1.0473879774411519,0.9873188405797102,0.9601449275362319,1.1615212162335713,1.6427083412806194,0.49533937374750775
fog_v5_reference_20260827\runs\module_c_no_identity_雾天_20260827_135710,module_c_no_identity_雾天_20260827_135710/metrics_iter02,no_identity,雾天,2,49,fog_v5_reference_20260827\runs\module_c_no_identity_雾天_20260827_135710\metrics_iter02.csv,60,52.0,0.9772727272727273,0.983177129384026,0.9718762718762718,0.9768058522996717,,,fog_v5_reference_20260827\runs\module_c_no_identity_雾天_20260827_135710\feature_embeddings_iter02.npz,fog_v5_reference_20260827\runs\module_c_no_identity_雾天_20260827_135710\result_summary_iter02.json,1.0876265168190002,0.22799612085024515,0.49529053767522174,0.2275535191098849,1.0577990015347798,0.9836956521739131,0.9583333333333334,1.2358209490776062,1.6669994592666626,0.5559009412924448
fog_v5_reference_20260827\runs\module_c_no_identity_雾天_20260827_135710,module_c_no_identity_雾天_20260827_135710/metrics_iter03,no_identity,雾天,3,50,fog_v5_reference_20260827\runs\module_c_no_identity_雾天_20260827_135710\metrics_iter03.csv,58,43.0,0.9848484848484849,0.9876190476190475,0.9801587301587301,0.9830499893991956,,,fog_v5_reference_20260827\runs\module_c_no_identity_雾天_20260827_135710\feature_embeddings_iter03.npz,fog_v5_reference_20260827\runs\module_c_no_identity_雾天_20260827_135710\result_summary_iter03.json,1.0281919638315837,0.22423410415649414,0.6491172810395559,0.22083585460980734,1.0420896013577778,0.9637681159420289,0.9746376811594203,1.1870853106180828,1.6463534434636433,0.46718229353427887
fog_v5_reference_20260827\runs\module_c_no_module_c_雾天_20260827_171620,module_c_no_module_c_雾天_20260827_171620/metrics_iter01,no_module_c,雾天,1,48,fog_v5_reference_20260827\runs\module_c_no_module_c_雾天_20260827_171620\metrics_iter01.csv,60,53.0,0.9848484848484849,0.9844444444444443,0.9755799755799757,0.9788930200960277,,,fog_v5_reference_20260827\runs\module_c_no_module_c_雾天_20260827_171620\feature_embeddings_iter01.npz,fog_v5_reference_20260827\runs\module_c_no_module_c_雾天_20260827_171620\result_summary_iter01.json,1.3488550980885823,0.42754565676053363,0.45834967494010925,0.5121141572793325,0.024793334615727265,0.9565217391304348,0.9420289855072463,1.4666503469149272,1.8001601497332256,0.25003131479024887
fog_v5_reference_20260827\runs\module_c_no_module_c_雾天_20260827_171620,module_c_no_module_c_雾天_20260827_171620/metrics_iter02,no_module_c,雾天,2,49,fog_v5_reference_20260827\runs\module_c_no_module_c_雾天_20260827_171620\metrics_iter02.csv,60,51.0,0.9772727272727273,0.9611640211640212,0.9670329670329669,0.9624991410705697,,,fog_v5_reference_20260827\runs\module_c_no_module_c_雾天_20260827_171620\feature_embeddings_iter02.npz,fog_v5_reference_20260827\runs\module_c_no_module_c_雾天_20260827_171620\result_summary_iter02.json,1.4550532301266987,0.41066141426563263,0.23651544004678726,0.5005179842313131,0.017390397066871326,0.9347826086956522,0.9003623188405797,1.5749605099360149,1.8707704544067383,0.26035304615894955
fog_v5_reference_20260827\runs\module_c_no_module_c_雾天_20260827_171620,module_c_no_module_c_雾天_20260827_171620/metrics_iter03,no_module_c,雾天,3,50,fog_v5_reference_20260827\runs\module_c_no_module_c_雾天_20260827_171620\metrics_iter03.csv,60,60.0,0.9621212121212122,0.9667857142857142,0.9687830687830687,0.9656292945838649,0.9921104536489151,0.029989241527702992,fog_v5_reference_20260827\runs\module_c_no_module_c_雾天_20260827_171620\feature_embeddings_iter03.npz,fog_v5_reference_20260827\runs\module_c_no_module_c_雾天_20260827_171620\result_summary_iter03.json,1.3120312094688416,0.43524399896462757,0.3965538293123245,0.52231432000796,0.02414729818701744,0.9746376811594203,0.9637681159420289,1.4189323981602986,1.6984394391377766,0.29336896042029065
fog_v5_reference_20260827\runs\module_c_no_paired_contrastive_雾天_20260827_144423,module_c_no_paired_contrastive_雾天_20260827_144423/metrics_iter01,no_paired_contrastive,雾天,1,48,fog_v5_reference_20260827\runs\module_c_no_paired_contrastive_雾天_20260827_144423\metrics_iter01.csv,60,57.0,0.9848484848484849,0.9917241379310345,0.9804232804232803,0.9853528608466802,,,fog_v5_reference_20260827\runs\module_c_no_paired_contrastive_雾天_20260827_144423\feature_embeddings_iter01.npz,fog_v5_reference_20260827\runs\module_c_no_paired_contrastive_雾天_20260827_144423\result_summary_iter01.json,0.9201273818810781,0.2090990866223971,0.6016873816649119,0.19900593906641006,0.9582647581895193,0.9873188405797102,0.9891304347826086,1.0735165079434712,1.5832565426826477,0.46379796663920086
fog_v5_reference_20260827\runs\module_c_no_paired_contrastive_雾天_20260827_144423,module_c_no_paired_contrastive_雾天_20260827_144423/metrics_iter02,no_paired_contrastive,雾天,2,49,fog_v5_reference_20260827\runs\module_c_no_paired_contrastive_雾天_20260827_144423\metrics_iter02.csv,50,35.0,0.9772727272727273,0.9796825396825398,0.976190476190476,0.9768397387445007,0.9546351084812623,-0.022637618791464975,fog_v5_reference_20260827\runs\module_c_no_paired_contrastive_雾天_20260827_144423\feature_embeddings_iter02.npz,fog_v5_reference_20260827\runs\module_c_no_paired_contrastive_雾天_20260827_144423\result_summary_iter02.json,1.3606056571006775,0.22048459450403848,0.5070826162894567,0.2354611779252688,1.109264572461446,0.9329710144927537,0.9365942028985508,1.456002453962962,1.8010842204093933,0.6561835606892904
fog_v5_reference_20260827\runs\module_c_no_paired_contrastive_雾天_20260827_144423,module_c_no_paired_contrastive_雾天_20260827_144423/metrics_iter03,no_paired_contrastive,雾天,3,50,fog_v5_reference_20260827\runs\module_c_no_paired_contrastive_雾天_20260827_144423\metrics_iter03.csv,59,44.0,0.9772727272727273,0.9835164835164836,0.9764550264550265,0.9789898794795217,,,fog_v5_reference_20260827\runs\module_c_no_paired_contrastive_雾天_20260827_144423\feature_embeddings_iter03.npz,fog_v5_reference_20260827\runs\module_c_no_paired_contrastive_雾天_20260827_144423\result_summary_iter03.json,1.102065106232961,0.20794114967187247,0.6222361226876577,0.21535553534825644,1.0051853855450947,0.9836956521739131,0.967391304347826,1.2442054549853008,1.6423903306325276,0.479349543650945
fog_v5_reference_20260827\runs\module_c_no_prototype_contrastive_雾天_20260827_153323,module_c_no_prototype_contrastive_雾天_20260827_153323/metrics_iter01,no_prototype_contrastive,雾天,1,48,fog_v5_reference_20260827\runs\module_c_no_prototype_contrastive_雾天_20260827_153323\metrics_iter01.csv,60,52.0,0.9848484848484849,0.9914529914529915,0.9801587301587301,0.984988344988345,,,fog_v5_reference_20260827\runs\module_c_no_prototype_contrastive_雾天_20260827_153323\feature_embeddings_iter01.npz,fog_v5_reference_20260827\runs\module_c_no_prototype_contrastive_雾天_20260827_153323\result_summary_iter01.json,1.1077088713645935,0.21598262836535773,0.7209702630837759,0.22155235707759857,0.9835396508375803,0.9909420289855072,0.9855072463768116,1.2495508988698323,1.6226957241694133,0.43656855821609497
fog_v5_reference_20260827\runs\module_c_no_prototype_contrastive_雾天_20260827_153323,module_c_no_prototype_contrastive_雾天_20260827_153323/metrics_iter02,no_prototype_contrastive,雾天,2,49,fog_v5_reference_20260827\runs\module_c_no_prototype_contrastive_雾天_20260827_153323\metrics_iter02.csv,54,39.0,0.9696969696969697,0.9751037851037851,0.967908017908018,0.9706716897327605,,,fog_v5_reference_20260827\runs\module_c_no_prototype_contrastive_雾天_20260827_153323\feature_embeddings_iter02.npz,fog_v5_reference_20260827\runs\module_c_no_prototype_contrastive_雾天_20260827_153323\result_summary_iter02.json,1.2844395240147908,0.2171240970492363,0.5111696819464365,0.22854171693325043,1.0270604292551677,0.9492753623188406,0.9619565217391305,1.3980591297149658,1.6962476174036663,0.6038218041261038
fog_v5_reference_20260827\runs\module_c_no_prototype_contrastive_雾天_20260827_153323,module_c_no_prototype_contrastive_雾天_20260827_153323/metrics_iter03,no_prototype_contrastive,雾天,3,50,fog_v5_reference_20260827\runs\module_c_no_prototype_contrastive_雾天_20260827_153323\metrics_iter03.csv,60,53.0,0.9772727272727273,0.9807407407407409,0.9764550264550265,0.9773454686287616,,,fog_v5_reference_20260827\runs\module_c_no_prototype_contrastive_雾天_20260827_153323\feature_embeddings_iter03.npz,fog_v5_reference_20260827\runs\module_c_no_prototype_contrastive_雾天_20260827_153323\result_summary_iter03.json,1.068081001440684,0.2036446531613668,0.5764312644799551,0.19999558726946512,0.9495174487431844,0.9927536231884058,0.980072463768116,1.201883316040039,1.5836118857065837,0.4365786711374919
