variant,domain,runs,best_val_acc_mean,best_val_acc_std,best_val_acc_ci95,best_val_precision_mean,best_val_precision_std,best_val_precision_ci95,best_val_recall_mean,best_val_recall_std,best_val_recall_ci95,best_val_f1_mean,best_val_f1_std,best_val_f1_ci95,best_train_full_acc_mean,best_train_full_acc_std,best_train_full_acc_ci95,generalization_gap_mean,generalization_gap_std,generalization_gap_ci95
full,逆光,3,0.9459459459459459,0.02702702702702703,0.03058396020572072,0.9579365079365081,0.022094303027103242,0.02500205752850023,0.962962962962963,0.021215628217388132,0.024007743378178674,0.9563350230016896,0.02428197764766336,0.02747764440941644,0.9696969696969697,0.0,0.0,0.02375102375102378,0.0,0.0
full,雨天,3,0.7307692307692307,0.20351933162035316,0.23030380415675505,0.723126102292769,0.21198808147241746,0.23988709677006137,0.8374999999999999,0.12713455251993633,0.1438662895165482,0.7506172839506173,0.19410311678519118,0.219648353983892,,,,,,
full,雾天,3,0.9873737373737373,0.004373865675678979,0.004949494949494946,0.9902645502645502,0.00458214499356857,0.005185185185185312,0.981657848324515,0.0021383343303320464,0.0024197530864198654,0.9851864407509641,0.003463215676243832,0.003918997465764572,0.9960552268244576,0.0,0.0,0.011206741975972712,0.0,0.0
full,黑天,3,0.9527777777777778,0.017347216662217772,0.0196302236108595,0.9268765693119142,0.044774041902728025,0.050666598084685315,0.9568237744934458,0.010303837123295958,0.011659889348169122,0.9357861599706054,0.029846094395714798,0.033774035241904844,0.9634408602150538,0.0,0.0,0.005107526881720448,0.0,0.0
no_classification_feedback,逆光,3,0.963963963963964,0.015604061329449376,0.017657657657657692,0.9724867724867726,0.009164289987136883,0.010370370370370334,0.9768518518518519,0.008018753738744774,0.009074074074074042,0.9722351722351722,0.009211286346045301,0.010423551756885079,0.9772727272727273,0.0,0.0,0.004299754299754266,0.0,0.0
no_classification_feedback,雨天,3,0.6923076923076923,0.06661733875264908,0.07538461538461534,0.7911155202821869,0.0433596356929799,0.04906604678503986,0.7958333333333333,0.043898557303553146,0.04967589399743554,0.7208670958670959,0.054310735733540394,0.0614583830754665,,,,,,
no_classification_feedback,雾天,3,0.9621212121212122,0.020043570538368093,0.02268143525786222,0.9696489504535482,0.013598832532902188,0.01538852766213001,0.963939763939764,0.010249402448576922,0.011598290714928643,0.9640478769456093,0.0135828395628564,0.015370429912830297,,,,,,
no_classification_feedback,黑天,3,0.9194444444444444,0.045896421227384146,0.05193668985492255,0.8837625401212358,0.05505219253653703,0.06229742043367958,0.9395201608218575,0.023606752906577592,0.026713555684798884,0.9024719873450558,0.04520042508024921,0.051149096071632094,0.9634408602150538,0.0,0.0,0.021774193548387166,0.0,0.0
no_cycle,逆光,3,0.954954954954955,0.03120812265889869,0.035315315315315315,0.9632275132275133,0.025201797464626495,0.02851851851851849,0.9675925925925927,0.024056261216234387,0.0272222222222222,0.9616531616531616,0.027539866320319194,0.031164292497625888,,,,,,
no_cycle,雨天,3,0.7564102564102564,0.18176213947125416,0.20568322349833335,0.8045855379188712,0.1857738816129343,0.2102229370929534,0.8555555555555555,0.11042321783500533,0.12495563410197703,0.7919031585698253,0.16189030218835535,0.18319612271336816,,,,,,
no_cycle,雾天,3,0.9797979797979798,0.01157216084584807,0.013095132751733822,0.9861577654170247,0.008394796993853372,0.00949960707621927,0.9776895943562611,0.005917495262718706,0.006696276266403602,0.9810415908918285,0.0073363923837242336,0.008301909510542858,0.9980276134122288,0.0,0.0,0.005603370987986356,0.0,0.0
no_cycle,黑天,3,0.9555555555555556,0.01924500897298752,0.021777777777777774,0.922200176366843,0.03596382322593222,0.040696897120336965,0.9606116532813246,0.0132375458978103,0.014979693347521174,0.9358727120965067,0.0282468172154451,0.031964282745251274,0.9720430107526882,0.0,0.0,0.005376344086021501,0.0,0.0
no_identity,逆光,3,0.9459459459459459,0.02702702702702703,0.03058396020572072,0.9558201058201059,0.021826599293474375,0.024699122236059794,0.962962962962963,0.021215628217388132,0.024007743378178674,0.955068799513244,0.02396724200682765,0.027121487503774706,,,,,,
no_identity,雨天,3,0.7435897435897436,0.1973692861325725,0.2233443725376738,0.7744708994708994,0.18343728204361454,0.20757882576789655,0.8402777777777778,0.11787567995954863,0.13338888888888892,0.7587190587190588,0.175178363673764,0.19823297982956178,,,,,,
no_identity,雾天,3,0.9797979797979798,0.004373865675678979,0.004949494949494946,0.9821253841943497,0.0060880571489184635,0.006889285210189005,0.9760751594084927,0.004142433134079642,0.004687604374719378,0.9784743850146528,0.004010687135440623,0.004538519742672745,0.9901380670611439,0.0,0.0,0.012865339788416641,0.0,0.0
no_identity,黑天,3,0.9472222222222222,0.017347216662217772,0.0196302236108595,0.9233127026230474,0.03233022779498355,0.03658509681197552,0.9569765688535572,0.009477985574443161,0.010725350344649092,0.9354816289639369,0.021705052041904222,0.02456157857276975,0.9612903225806452,0.0,0.0,0.01962365591397852,0.0,0.0
no_module_c,逆光,3,0.954954954954955,0.015604061329449376,0.017657657657657692,0.9671957671957673,0.009164289987136883,0.010370370370370334,0.9722222222222223,0.008018753738744774,0.009074074074074042,0.9669170335837003,0.009211286346045301,0.010423551756885079,0.9772727272727273,0.0,0.0,0.03132678132678135,0.0,0.0
no_module_c,雨天,3,0.8205128205128205,0.08006407690254357,0.09060103205012075,0.8621693121693121,0.04116541529990475,0.04658305266521739,0.8777777777777777,0.060428638660575316,0.06838144196299374,0.8358727692061025,0.07260196244403343,0.0821568546190853,0.875,0.0,0.0,0.028846153846153855,0.0,0.0
no_module_c,雾天,3,0.9747474747474748,0.01157216084584807,0.013095132751733822,0.9707980599647266,0.012147786440946088,0.013746514432607089,0.9704653371320038,0.004515014825449808,0.005109220248742452,0.9690071519168207,0.00870329003864006,0.009848699819422687,0.9921104536489151,0.0,0.0,0.029989241527702992,0.0,0.0
no_module_c,黑天,3,0.9055555555555556,0.05091750772173154,0.05761858410762885,0.8688528614025698,0.05710038083094936,0.06461516367741438,0.9384322155398508,0.031446114680286595,0.03558462864023736,0.8918734651792251,0.050972885524356804,0.057681249990564384,,,,,,
no_paired_contrastive,逆光,3,0.9459459459459459,0.02702702702702703,0.03058396020572072,0.9558201058201059,0.021826599293474375,0.024699122236059794,0.962962962962963,0.021215628217388132,0.024007743378178674,0.955068799513244,0.02396724200682765,0.027121487503774706,,,,,,
no_paired_contrastive,雨天,3,0.7435897435897436,0.15544045708951465,0.17589743589743592,0.7672178130511463,0.14421402582102602,0.16319353299223047,0.8402777777777777,0.09226446489023543,0.10440707073638784,0.7617715617715618,0.13582077547163998,0.15369567610898632,0.7291666666666667,0.014731391274719766,0.0204166666666667,0.07532051282051283,0.014731391274719766,0.0204166666666667
no_paired_contrastive,雾天,3,0.9797979797979798,0.004373865675678979,0.004949494949494946,0.9849743870433526,0.006151758619677846,0.0069613702103187855,0.9776895943562609,0.0023711339787916416,0.0026831906882424446,0.9803941596902341,0.004426885379621123,0.005009492392567913,0.9546351084812623,0.0,0.0,-0.022637618791464975,0.0,0.0
no_paired_contrastive,黑天,3,0.9388888888888889,0.048112522432468836,0.05444444444444447,0.9180351304803059,0.03604066714869757,0.04078385420494552,0.9549404951711421,0.02894043531928351,0.03274918551922444,0.9312314129053739,0.03492998113171075,0.03952699465799624,0.978494623655914,0.0,0.0,0.011827956989247324,0.0,0.0
no_prototype_contrastive,逆光,3,0.9369369369369369,0.015604061329449314,0.017657657657657623,0.9505291005291006,0.014555073760295125,0.01647061647701925,0.9583333333333334,0.016037507477489613,0.018148148148148156,0.949750660861772,0.017336355977530585,0.019617933589173145,0.9772727272727273,0.0,0.0,0.03132678132678135,0.0,0.0
no_prototype_contrastive,雨天,3,0.7307692307692307,0.20351933162035316,0.23030380415675505,0.7636904761904761,0.20208925056208152,0.22868551509620108,0.8333333333333333,0.12916666666666665,0.14616584314984027,0.7565052231718898,0.1886053514151307,0.2134270468038542,0.6770833333333334,0.0,0.0,0.1001602564102565,0.0,0.0
no_prototype_contrastive,雾天,3,0.9772727272727273,0.007575757575757569,0.0085727767243308,0.9824325057658392,0.008304859344825865,0.009397833045501697,0.9748405915072582,0.006282896450910918,0.007109766636158967,0.9776685011166224,0.007163792076684919,0.008106593876429391,,,,,,
no_prototype_contrastive,黑天,3,0.9472222222222222,0.020971762320196506,0.023731783137054756,0.925038003973454,0.03709635204054731,0.0419784741196637,0.9591618835388719,0.009502086061102734,0.010752622612671682,0.9373903258190192,0.025526638749407433,0.02888611103681436,0.9634408602150538,0.0,0.0,0.038440860215053774,0.0,0.0
