constraint,domain,iteration,seed,metric,higher_is_better,full_metric_mean,ablated_metric_mean,mechanism_gain,full_secondary_mean,ablated_secondary_mean,full_val_f1,ablated_val_f1,f1_gain,paired_target_samples,paired_source_samples
cycle,逆光,1,45,Target cycle cosine error,False,0.04591252226787894,0.06648210222459046,0.02056957995671152,0.045836715783892874,0.06650106244676701,0.9775533108866442,0.9775533108866442,0.0,37,512
cycle,逆光,2,46,Target cycle cosine error,False,0.045334377772948714,0.055585515417316246,0.010251137644367532,0.04536972954475037,0.055556916124399024,0.9298528631861964,0.9298528631861964,0.0,37,512
cycle,逆光,3,47,Target cycle cosine error,False,0.048540152877663084,0.060580601372409074,0.01204044849474599,0.04868055855393413,0.06044695537048555,0.9615988949322283,0.9775533108866442,-0.015954415954415935,37,512
cycle,雨天,1,48,Target cycle cosine error,False,0.03669317117093751,0.05016838446664539,0.013475213295707882,0.03581129748791421,0.048563650498132216,0.9703703703703704,0.9703703703703704,0.0,26,512
cycle,雨天,2,49,Target cycle cosine error,False,0.041735433387501415,0.05335315810458315,0.011617724717081737,0.04058813199910401,0.051846413031495474,0.678917378917379,0.7508417508417509,-0.07192437192437184,26,512
cycle,雨天,3,50,Target cycle cosine error,False,0.040169108352528585,0.049712267514405835,0.00954315916187725,0.03892985834115953,0.04815900994803071,0.6025641025641025,0.6544973544973546,-0.051933251933252045,26,512
cycle,雾天,1,48,Target cycle cosine error,False,0.022011710884941173,0.0628982542012474,0.04088654331630622,0.01923824419774628,0.056435610963183454,0.9891854177568463,0.9789898794795217,0.010195538277324667,132,512
cycle,雾天,2,49,Target cycle cosine error,False,0.022909894139721554,0.06204685315855056,0.03913695901882901,0.020587399743781733,0.05663990289133437,0.983186952248023,0.9891854177568463,-0.005998465508823325,132,512
cycle,雾天,3,50,Target cycle cosine error,False,0.024722719277408316,0.06674003357109116,0.04201731429368285,0.02267256314003117,0.06050814604371473,0.983186952248023,0.9749494754391177,0.008237476808905297,132,512
cycle,黑天,1,42,Target cycle cosine error,False,0.033651364949901216,0.06791215146188793,0.03426078651198672,0.032153144893678334,0.06423147586490384,0.9482646008961798,0.9556670327110579,-0.0074024318148780965,120,512
cycle,黑天,2,43,Target cycle cosine error,False,0.023093947567983587,0.06900141636874144,0.04590746880075785,0.021895926411900364,0.06457224751171467,0.901725980956249,0.9035251322751322,-0.0017991513188831965,120,512
cycle,黑天,3,44,Target cycle cosine error,False,0.02350847653141106,0.06210727264342463,0.03859879611201357,0.019897303253698012,0.05543895693024028,0.9573678980593874,0.9484259713033298,0.008941926756057539,120,512
identity,逆光,1,45,Target identity cosine error,False,0.030441048807144225,0.03143266713208902,0.000991618324944793,0.030629222628720768,0.03161543021563078,0.9775533108866442,0.9578002244668912,0.01975308641975304,37,512
identity,逆光,2,46,Target identity cosine error,False,0.02809658807960085,0.028320217843379958,0.0002236297637791089,0.028135500592545423,0.02833089755175589,0.9298528631861964,0.9298528631861964,0.0,37,512
identity,逆光,3,47,Target identity cosine error,False,0.028471928488365352,0.030565113136960618,0.0020931846485952657,0.028517681036423777,0.030593173863860207,0.9615988949322283,0.9775533108866442,-0.015954415954415935,37,512
identity,雨天,1,48,Target identity cosine error,False,0.027658155613247127,0.026179042603251098,-0.001479113009996029,0.027141146646227167,0.02550826978647839,0.9703703703703704,0.9481481481481482,0.022222222222222254,26,512
identity,雨天,2,49,Target identity cosine error,False,0.023756043876568492,0.024957419801211304,0.0012013759246428113,0.0232459185328343,0.02443661802901212,0.678917378917379,0.7254449254449256,-0.04652754652754654,26,512
identity,雨天,3,50,Target identity cosine error,False,0.02251830971533656,0.02282607705899498,0.00030776734365841815,0.02184685169427316,0.02215491604792032,0.6025641025641025,0.6025641025641025,0.0,26,512
identity,雾天,1,48,Target identity cosine error,False,0.026179575688672695,0.03072769438526774,0.004548118696595046,0.02369747223966663,0.027801857446028314,0.9891854177568463,0.9755673133450912,0.01361810441175515,132,512
identity,雾天,2,49,Target identity cosine error,False,0.02506444991709515,0.02935142037581007,0.004286970458714921,0.02268206814354659,0.026453971056351666,0.983186952248023,0.9768058522996717,0.006381099948351343,132,512
identity,雾天,3,50,Target identity cosine error,False,0.025390519732830737,0.027285260959663882,0.0018947412268331444,0.02362960418933232,0.024859042396522063,0.983186952248023,0.9830499893991956,0.00013696284882735998,132,512
identity,黑天,1,42,Target identity cosine error,False,0.028497330918028353,0.03164137719987321,0.003144046281844854,0.026887406136318112,0.02945880978267945,0.9482646008961798,0.9351145382395382,0.013150062656641648,120,512
identity,黑天,2,43,Target identity cosine error,False,0.029751489137620015,0.03396640347564405,0.004214914338024036,0.02781060878065377,0.03163956785373084,0.901725980956249,0.9139624505928854,-0.012236469636636382,120,512
identity,黑天,3,44,Target identity cosine error,False,0.027756353890421654,0.03391543192494871,0.006159078034527057,0.024839937164189706,0.030563083661766098,0.9573678980593874,0.9573678980593874,0.0,120,512
paired_contrastive,逆光,1,45,Correct-vs-nearest-wrong prototype margin,True,0.058638299699079674,0.028627408141478027,0.030010891557601647,0.8234938328714554,0.859639700261791,0.9775533108866442,0.9578002244668912,0.01975308641975304,37,512
paired_contrastive,逆光,2,46,Correct-vs-nearest-wrong prototype margin,True,0.008885145273420362,0.012876210852538629,-0.0039910655791182675,0.857950075257048,0.8740359983901552,0.9298528631861964,0.9298528631861964,0.0,37,512
paired_contrastive,逆光,3,47,Correct-vs-nearest-wrong prototype margin,True,0.024510222543723793,0.027939950899966582,-0.0034297283562427887,0.8058678221992764,0.8244216195617657,0.9615988949322283,0.9775533108866442,-0.015954415954415935,37,512
